249750 1000
0 612 4
1 165 9
2 347 5
3 256 2
4 743 8
5 636 9
6 207 4
7 277 7
8 827 9
9 683 1
10 9 2
11 485 5
12 129 8
13 716 4
14 624 6
15 607 2
16 361 2
17 330 9
18 199 3
19 801 5
20 93 7
21 827 6
22 393 3
23 493 4
24 177 5
25 453 2
26 797 4
27 485 2
28 642 1
29 471 8
30 476 6
31 684 4
32 768 1
33 823 6
34 336 7
35 924 9
36 657 1
37 378 8
38 552 4
39 44 2
40 981 7
41 808 2
42 794 3
43 930 4
44 97 2
45 951 3
46 587 5
47 480 9
48 819 7
49 632 1
50 395 8
51 155 6
52 935 7
53 280 1
54 337 2
55 842 2
56 866 5
57 771 8
58 360 3
59 722 3
60 838 9
61 773 1
62 674 8
63 459 1
64 572 7
65 714 8
66 220 1
67 646 2
68 721 8
69 63 8
70 289 1
71 988 1
72 555 1
73 474 8
74 363 5
75 549 9
76 115 1
77 114 4
78 632 5
79 832 9
80 671 2
81 318 7
82 15 1
83 298 4
84 370 2
85 314 4
86 841 1
87 10 2
88 978 3
89 729 8
90 412 3
91 259 8
92 562 4
93 899 7
94 660 8
95 993 4
96 153 2
97 890 5
98 306 9
99 773 1
100 821 2
101 388 6
102 43 5
103 140 5
104 678 5
105 637 5
106 100 1
107 273 7
108 808 4
109 35 1
110 85 4
111 830 8
112 581 7
113 24 4
114 554 6
115 190 7
116 763 3
117 216 5
118 718 4
119 851 8
120 328 2
121 10 7
122 575 3
123 419 5
124 125 5
125 170 7
126 663 2
127 475 8
128 889 8
129 267 3
130 165 7
131 527 7
132 982 1
133 591 8
134 301 4
135 42 8
136 532 1
137 197 9
138 944 3
139 188 7
140 795 4
141 171 2
142 153 3
143 601 7
144 916 9
145 907 6
146 469 8
147 518 2
148 442 4
149 982 5
150 324 7
151 245 5
152 93 5
153 581 9
154 740 4
155 740 9
156 720 8
157 433 3
158 704 8
159 679 1
160 38 3
161 212 1
162 994 3
163 344 9
164 438 4
165 690 3
166 745 8
167 109 8
168 89 8
169 549 4
170 812 5
171 599 6
172 787 2
173 917 1
174 476 8
175 163 7
176 892 3
177 73 1
178 549 5
179 802 2
180 557 8
181 940 4
182 971 5
183 857 5
184 2 5
185 824 1
186 340 1
187 267 4
188 403 8
189 686 2
190 953 6
191 365 8
192 977 7
193 585 7
194 952 7
195 109 9
196 991 9
197 681 3
198 616 1
199 70 8
200 918 3
201 483 4
202 279 7
203 556 2
204 364 1
205 740 1
206 223 2
207 96 6
208 487 7
209 302 3
210 843 5
211 393 8
212 992 5
213 818 9
214 124 2
215 623 2
216 736 1
217 615 8
218 468 6
219 887 4
220 844 1
221 233 3
222 774 4
223 143 7
224 669 7
225 147 5
226 929 6
227 948 7
228 326 1
229 69 3
230 749 3
231 657 9
232 682 6
233 803 9
234 991 9
235 774 9
236 830 6
237 101 1
238 772 5
239 126 5
240 434 5
241 696 9
242 484 7
