11063 150
0 43 6
43 4 9
4 26 4
26 101 4
4 22 1
26 107 5
107 116 5
0 3 2
26 134 5
116 9 4
22 1 6
107 5 8
134 93 9
4 27 1
22 61 8
43 31 3
61 15 1
15 135 8
27 76 6
5 34 6
9 49 5
101 127 2
134 39 8
135 143 1
27 77 7
93 17 5
26 126 7
27 109 4
61 48 9
49 89 3
48 125 1
101 24 9
48 72 2
0 71 6
135 138 9
15 105 3
9 133 3
143 115 8
0 58 8
34 84 3
4 122 5
1 121 3
135 50 2
3 47 9
43 28 1
0 102 9
27 52 7
77 129 4
43 42 8
93 57 3
127 40 8
27 14 7
47 12 5
52 54 5
4 11 6
31 10 1
71 104 8
22 142 3
47 147 2
11 62 6
22 23 5
122 66 1
115 82 8
129 117 1
116 141 1
72 35 5
50 79 1
14 112 5
142 37 9
135 59 7
109 113 9
135 53 5
35 145 8
102 97 1
5 73 1
0 65 4
59 30 3
37 95 9
50 20 4
20 32 5
62 108 7
122 123 1
122 118 5
135 90 5
76 46 4
97 140 7
40 146 1
117 85 2
142 86 5
20 103 5
47 131 3
85 68 7
47 6 5
134 94 1
58 99 7
65 80 4
134 8 7
17 67 3
141 114 8
39 110 4
8 36 3
24 78 3
115 98 4
129 83 1
131 64 6
84 74 2
80 81 4
37 60 8
104 92 2
10 100 9
68 128 1
28 18 4
85 2 8
59 111 6
46 124 4
103 91 5
76 44 4
61 88 8
143 119 6
6 137 5
39 148 6
54 25 2
140 29 5
86 13 7
30 51 2
8 132 4
0 87 1
95 149 6
14 45 9
74 120 5
118 7 6
121 139 7
129 33 8
90 136 5
27 106 2
142 96 7
141 16 2
28 69 3
96 144 7
7 38 1
7 130 1
98 21 5
115 63 6
21 19 1
39 70 2
142 41 9
18 75 7
6 55 8
87 56 5
63 120 4
132 117 1
17 129 1
30 118 1
62 52 3
87 119 3
44 4 2
11 9 4
1 26 3
17 100 3
58 94 2
114 56 3
72 68 2
25 43 3
42 52 4
104 8 1
141 88 1
148 18 2
148 76 1
74 130 2
60 41 1
10 5 3
140 59 1
121 42 2
70 124 2
70 120 2
82 122 3
118 99 2
66 28 4
55 37 4
27 103 1
11 110 3
27 8 3
119 139 3
98 8 3
51 108 2
104 95 4
137 105 2
116 123 4
36 119 3
5 7 3
121 30 3
23 28 3
25 108 3
140 96 4
44 96 1
78 141 4
67 70 4
57 94 2
23 130 1
79 38 4
70 110 3
109 9 4
90 60 3
136 81 2
52 106 4
85 18 2
135 99 3
114 95 2
124 64 1
22 79 2
71 106 2
120 102 1
31 25 2
21 46 4
59 145 2
86 131 2
46 2 3
105 64 1
143 106 4
127 33 1
77 144 1
87 127 4
57 121 3
46 55 2
97 114 4
122 7 3
39 99 3
48 143 3
63 112 4
35 98 3
18 87 3
98 118 4
133 27 4
17 106 3
4 125 1
42 33 2
132 29 3
115 21 3
91 64 1
9 74 3
69 73 2
85 56 2
96 17 3
99 63 4
103 101 3
16 114 3
149 106 4
90 15 3
61 11 3
32 134 1
125 88 3
63 132 4
130 10 2
126 28 1
75 93 4
51 35 4
18 121 3
97 9 1
54 104 2
73 137 3
145 77 4
147 91 3
42 12 4
103 87 4
44 51 2
35 148 2
22 119 1
79 47 2
90 35 1
1 5 2
76 12 2
129 75 3
92 103 4
3 28 1
104 47 4
118 5 3
106 41 3
102 8 4
25 100 1
90 48 4
93 47 1
24 105 3
62 36 4
139 127 1
133 26 1
47 51 3
46 108 2
125 26 3
23 15 4
136 133 3
27 117 2
84 106 3
102 38 1
133 57 4
138 59 1
133 30 1
96 2 2
124 63 1
66 7 2
6 38 1
105 147 2
75 85 3
50 149 3
67 1 3
4 100 3
15 59 1
29 60 2
141 42 2
142 56 3
21 121 3
101 109 4
88 149 1
102 12 3
59 4 3
58 61 4
101 62 4
35 68 2
20 14 1
80 84 2
130 92 2
103 140 3
88 131 2
69 82 2
73 28 1
47 29 2
115 61 1
118 72 2
32 131 3
34 98 4
121 32 4
83 145 2
49 82 3
119 56 4
39 58 3
23 97 4
51 27 3
114 109 3
107 65 3
93 22 4
133 54 1
105 0 2
114 118 1
60 86 1
5 94 3
121 9 3
82 30 2
55 41 3
89 96 4
51 77 4
103 16 3
72 129 4
48 138 2
63 105 3
57 134 3
140 131 3
61 127 3
146 93 3
59 49 2
53 37 4
120 23 3
114 106 4
51 125 3
78 117 1
34 81 2
145 135 2
8 149 2
31 44 2
13 135 4
108 116 3
24 28 4
81 20 3
7 143 1
10 40 3
28 36 3
16 111 2
86 0 3
106 74 3
7 15 2
135 88 1
129 127 3
89 13 2
108 93 4
74 103 4
53 9 2
18 102 2
122 11 3
97 142 3
93 118 4
48 41 2
100 88 3
35 60 4
128 118 3
146 107 3
40 23 3
135 103 2
100 112 1
15 28 3
25 136 4
66 54 1
88 47 4
17 5 1
114 148 3
57 34 4
116 22 3
20 35 1
30 33 3
120 76 1
148 117 4
105 40 4
58 10 2
82 19 4
124 1 4
104 91 1
84 69 4
0 113 1
2 148 4
66 144 3
39 0 4
57 46 1
64 101 1
136 22 2
9 17 4
120 6 3
146 35 1
148 1 4
123 101 2
68 55 4
88 90 3
14 88 4
62 22 2
103 124 3
115 10 1
124 82 1
10 33 2
140 130 4
53 133 4
101 41 3
105 61 2
99 130 4
113 40 4
115 146 4
45 53 1
7 67 1
45 106 1
107 117 2
28 99 3
145 45 2
42 39 3
90 65 2
128 143 4
34 129 4
57 68 2
83 37 4
85 147 2
92 121 1
111 6 3
126 54 3
121 123 3
97 100 1
37 111 3
81 56 3
8 7 1
110 57 2
43 85 2
142 1 1
49 75 2
147 99 1
97 77 3
53 17 4
146 86 4
147 142 1
103 126 1
109 88 1
149 44 3
65 41 4
3 51 3
87 147 2
107 142 4
68 107 2
18 133 4
17 51 4
52 58 4
54 46 3
42 148 1
149 27 4
36 29 2
1 84 4
34 104 4
22 92 2
4 3 3
76 71 4
129 119 2
50 37 3
149 119 2
67 5 4
125 22 3
81 141 2
102 146 3
139 111 3
91 26 3
32 73 2
8 10 1
86 41 4
74 147 4
3 115 1
99 29 4
39 50 2
37 2 2
29 18 3
60 95 3
100 28 1
125 109 2
44 55 1
70 112 4
22 31 1
14 127 1
106 25 3
49 147 4
96 118 3
101 78 3
71 4 4
12 141 1
104 7 1
31 40 3
29 17 4
99 139 3
50 101 1
97 21 1
19 29 4
4 9 1
74 36 3
41 105 2
70 93 4
53 125 4
9 79 2
55 94 3
43 49 2
146 49 2
147 23 2
112 3 3
11 12 4
108 104 1
4 115 2
57 65 3
35 7 4
27 90 1
28 76 3
127 99 2
5 93 3
116 88 2
124 75 1
97 6 2
24 59 2
83 127 1
94 128 3
102 74 4
132 54 2
95 28 1
145 134 1
61 4 1
69 65 3
63 46 2
2 51 2
72 119 2
142 54 1
9 67 1
124 8 3
33 50 4
40 88 3
51 118 2
28 103 4
32 122 3
98 93 4
140 7 3
6 9 4
6 87 3
3 133 3
13 139 4
122 67 1
42 100 4
78 17 1
136 134 4
129 3 4
58 146 2
58 137 4
101 27 3
105 79 2
138 99 1
136 77 3
142 4 4
104 138 3
40 128 1
18 78 3
146 7 1
6 49 4
128 18 1
113 6 1
129 102 2
141 80 1
111 62 4
22 96 3
73 61 4
89 137 3
9 69 3
43 12 1
88 29 1
122 21 1
35 107 1
108 69 3
118 85 3
88 59 3
97 63 2
65 98 4
5 90 1
141 65 2
65 1 3
123 76 1
83 77 1
45 114 4
72 146 2
61 56 2
110 42 3
112 102 2
85 122 1
75 101 1
11 115 2
125 29 4
18 100 1
47 27 3
77 41 1
109 129 1
143 19 4
12 140 4
23 107 3
89 93 4
55 65 4
66 142 4
107 53 3
145 52 1
48 38 1
119 135 4
23 52 1
33 69 4
91 134 1
75 74 1
37 31 4
136 38 2
149 25 1
71 49 3
148 58 4
72 121 3
38 144 3
131 135 2
145 20 3
16 81 4
74 21 4
70 12 1
149 53 2
118 19 2
148 27 2
91 6 4
9 88 1
5 125 3
124 139 4
68 40 2
37 119 3
82 31 4
143 27 2
5 77 4
25 3 4
42 113 3
9 91 2
95 86 3
92 94 4
105 117 1
149 109 4
122 71 2
30 102 1
8 49 3
32 145 4
111 136 3
95 105 3
27 79 1
57 120 3
97 71 1
116 91 4
147 115 3
87 143 3
144 65 1
64 125 1
55 35 4
14 10 3
37 16 2
39 135 3
66 62 1
139 10 4
52 47 4
34 7 4
119 130 4
55 124 1
12 30 2
46 88 4
30 42 2
109 132 1
44 140 4
71 52 4
84 100 2
57 86 1
78 22 4
108 72 3
65 96 1
6 17 2
34 55 3
38 116 4
21 113 4
46 119 4
40 134 1
67 72 2
137 27 4
130 103 1
111 106 1
143 33 3
50 66 1
34 110 3
29 67 4
87 5 1
57 26 3
107 145 2
53 127 4
134 139 3
102 45 4
37 90 4
101 51 2
30 142 4
45 9 2
6 10 1
97 74 1
108 23 4
52 131 1
103 8 4
18 114 4
5 11 1
2 101 4
93 19 1
103 5 1
118 89 2
65 45 4
13 104 1
65 128 4
99 105 1
87 146 1
46 47 2
10 146 1
95 25 2
93 40 2
57 115 4
31 120 2
17 113 2
137 29 3
12 59 3
108 56 2
6 139 2
22 102 4
82 60 3
20 141 4
78 115 1
41 44 4
65 48 3
91 79 1
72 102 2
22 114 4
93 64 4
63 30 2
94 38 1
87 137 2
122 39 1
121 98 1
24 63 1
116 126 2
57 20 3
146 81 2
0 130 4
113 84 1
129 6 3
62 26 2
134 19 3
63 31 2
140 123 2
23 57 2
22 30 4
129 85 3
60 54 1
62 33 2
136 40 3
72 55 2
85 19 3
130 35 3
25 6 2
22 97 1
12 9 3
106 134 1
91 44 1
29 116 4
58 27 3
