11063 150
0 118 2
118 134 3
0 43 3
0 119 9
43 57 3
118 78 1
0 120 3
0 111 3
134 71 2
71 10 6
0 91 1
118 50 8
78 101 7
0 80 5
134 115 3
120 124 6
134 46 6
0 129 7
91 68 8
124 96 4
120 11 6
101 135 3
80 41 1
119 25 2
134 20 4
41 16 8
96 83 8
96 116 3
41 22 4
124 5 4
101 133 9
68 38 7
68 107 3
119 97 6
78 95 4
16 17 1
5 37 2
38 147 9
115 143 1
25 149 9
116 73 8
95 3 2
25 100 1
143 39 9
120 66 2
134 103 9
11 140 8
115 112 2
116 113 4
100 40 7
50 93 3
97 8 8
101 56 3
107 87 1
37 28 2
78 106 6
147 55 1
40 137 2
0 146 2
41 63 6
80 31 9
115 35 2
135 44 7
113 69 3
95 47 1
112 14 3
115 123 1
66 62 3
10 54 6
118 18 3
46 33 6
97 127 1
0 77 7
50 90 7
115 51 2
33 70 4
149 114 5
116 45 5
62 29 1
66 85 9
127 72 2
51 13 5
93 92 1
71 145 6
149 110 1
22 67 6
73 88 7
10 89 4
39 122 9
80 148 7
87 104 7
149 53 9
50 108 3
111 59 7
90 84 1
127 94 5
90 75 3
59 125 6
148 142 9
66 128 7
18 138 8
35 24 5
133 48 5
90 36 2
66 7 5
55 42 8
29 117 8
106 131 2
115 79 5
73 26 7
122 61 5
104 49 5
40 1 9
93 21 4
41 136 8
36 121 3
140 130 4
110 64 6
56 9 3
67 82 9
104 141 7
56 30 1
137 99 3
8 12 2
106 60 5
93 139 9
112 65 7
14 144 2
11 19 4
41 109 2
84 98 9
63 76 8
112 58 4
75 126 6
113 52 3
36 86 6
54 105 8
53 34 5
51 132 1
139 15 7
25 2 3
17 4 8
40 23 6
98 102 8
34 27 7
137 74 9
138 6 4
117 32 7
82 81 7
48 78 4
119 132 2
75 71 2
100 38 2
111 106 1
97 7 1
21 47 3
135 133 4
107 121 3
24 149 3
29 53 4
97 84 3
17 84 3
13 47 4
79 57 1
137 69 1
10 86 4
114 115 2
35 27 4
45 67 3
28 24 4
79 75 1
100 63 4
119 136 1
93 16 3
117 38 4
56 90 3
54 106 2
105 29 3
96 69 4
36 75 3
49 141 4
86 127 2
78 98 3
14 30 2
55 9 1
47 89 3
46 147 2
94 45 2
60 92 3
126 98 3
78 125 2
131 17 4
111 112 2
82 130 1
12 28 2
137 19 4
141 145 3
100 74 4
38 121 2
138 77 4
30 7 4
9 33 2
128 84 3
144 4 4
126 129 1
74 16 1
86 14 2
15 3 1
137 67 1
8 47 4
138 139 3
82 83 4
99 7 3
136 18 4
19 49 4
31 45 1
116 144 1
57 17 1
109 31 2
136 9 3
109 7 4
89 42 2
136 50 4
52 104 1
135 49 3
18 62 4
68 41 3
102 139 1
125 145 4
7 95 4
70 119 1
30 135 4
10 11 3
7 138 1
87 117 2
139 72 4
123 144 3
140 4 2
86 148 1
110 37 3
46 54 3
62 0 4
32 48 3
149 128 3
93 147 1
43 15 3
79 39 4
99 85 3
28 61 4
87 119 1
85 22 3
27 16 4
6 107 2
47 51 3
6 126 3
11 54 3
103 139 3
109 46 4
45 144 4
60 50 1
103 143 4
50 42 2
64 28 1
41 126 3
112 39 1
78 38 2
47 38 3
41 72 4
42 75 2
121 59 3
43 120 2
12 0 4
46 73 2
127 95 1
129 7 4
132 128 2
59 64 1
105 28 2
133 59 3
45 11 3
87 141 1
64 63 3
20 149 4
46 126 3
15 103 4
83 32 3
96 70 1
35 106 3
52 45 4
23 93 1
16 102 3
132 16 2
14 108 3
6 65 1
82 142 3
28 47 3
117 45 2
126 28 4
22 118 3
54 145 1
5 122 2
0 116 2
23 63 2
137 122 2
40 41 1
115 25 1
120 67 4
35 94 4
140 127 1
64 126 1
49 60 3
131 128 3
44 71 2
26 61 3
77 33 1
79 129 2
70 67 4
18 90 1
130 89 3
68 17 4
85 120 4
36 116 3
127 67 2
60 89 3
143 19 1
27 89 2
67 91 3
69 38 1
39 88 1
75 41 4
95 146 4
68 7 1
53 44 3
29 51 4
85 11 1
43 52 3
36 79 4
71 93 2
83 110 1
147 14 2
31 61 1
135 126 3
2 148 2
86 105 4
87 143 1
72 1 3
21 39 2
145 79 2
132 137 4
23 85 2
141 10 1
83 8 3
0 110 4
92 15 3
52 28 3
2 48 3
32 9 1
85 13 1
132 147 2
69 63 2
23 77 1
34 59 4
139 6 4
134 52 2
11 61 1
75 78 1
97 146 2
146 46 1
42 79 4
76 146 1
13 149 3
52 142 2
122 131 1
48 61 2
89 86 3
75 22 2
61 149 2
8 16 2
31 1 4
87 67 4
55 35 3
35 53 4
18 111 2
77 46 2
134 59 2
60 130 1
5 97 1
71 41 3
15 71 2
39 55 3
136 6 1
129 147 1
85 114 2
84 11 3
121 63 1
101 26 3
18 132 4
85 138 4
32 20 1
35 60 1
74 0 1
86 131 1
136 100 1
116 87 1
126 13 4
130 34 3
92 20 2
127 143 1
96 105 4
87 140 1
45 105 1
35 8 3
120 24 3
29 26 2
29 50 1
34 117 3
104 98 4
142 94 1
90 12 4
87 90 3
76 27 4
131 119 4
86 114 2
81 141 1
31 39 4
78 139 2
65 29 3
88 16 2
101 12 2
43 55 1
51 121 4
136 61 4
104 55 3
48 114 2
78 37 4
40 104 1
142 106 2
122 20 1
53 120 3
18 7 3
28 140 4
9 47 1
40 127 1
145 68 3
57 12 4
46 112 2
0 85 4
19 122 3
112 8 2
68 78 4
51 108 1
125 4 3
26 86 3
148 107 2
101 64 2
125 96 2
33 41 3
119 143 4
107 46 4
29 149 4
112 87 1
63 70 1
79 5 2
91 71 4
69 109 1
108 142 3
137 14 4
146 78 2
26 3 1
40 52 2
131 147 4
83 57 3
106 40 4
148 82 1
138 100 4
77 69 1
90 78 3
121 96 2
68 22 3
67 140 1
32 104 4
40 32 4
85 38 3
0 88 3
125 83 2
64 105 2
90 123 2
11 80 2
61 9 2
79 81 3
93 3 2
27 53 1
11 100 2
124 49 3
3 16 2
86 25 3
10 123 4
91 2 1
128 144 4
64 131 4
86 57 2
91 81 2
44 20 1
34 50 2
0 142 2
1 138 3
122 117 4
100 83 3
49 123 2
15 66 2
46 6 2
15 132 4
118 70 3
52 16 3
74 131 1
34 118 3
70 29 1
49 116 1
125 55 2
102 51 1
5 134 3
40 14 2
97 104 2
101 54 4
35 56 3
99 142 1
44 119 1
92 115 2
132 50 2
79 149 4
143 120 3
89 84 1
142 23 2
127 53 4
8 80 4
131 9 1
0 79 1
95 98 1
82 88 4
52 51 2
50 33 4
129 14 4
104 133 3
43 11 1
20 91 4
9 11 4
55 85 3
9 149 4
58 38 4
15 46 2
113 108 3
67 66 2
60 36 2
146 41 3
5 109 2
88 5 1
0 127 3
124 64 1
27 72 1
98 26 2
43 2 1
137 142 2
120 50 2
118 2 2
58 24 4
105 128 1
3 49 2
114 126 4
0 131 1
94 47 1
48 105 1
44 107 3
4 32 3
43 108 1
147 78 4
113 117 3
125 19 3
104 4 1
23 144 2
20 73 1
118 122 3
64 49 4
99 82 2
147 60 1
5 82 1
118 59 4
111 91 3
31 138 2
24 0 1
89 56 3
52 5 3
77 44 3
58 96 2
32 82 3
13 21 3
53 8 1
139 101 4
75 32 2
135 131 2
75 83 2
30 114 1
81 118 1
30 141 2
121 48 1
66 10 2
123 65 1
117 146 2
43 65 3
133 8 4
17 111 1
118 90 4
68 15 1
103 148 4
116 11 3
18 28 4
118 86 3
127 57 4
144 58 4
93 52 4
105 149 3
58 104 4
83 71 3
66 71 4
61 67 4
21 60 2
142 65 4
67 63 3
36 97 2
126 35 4
29 73 1
76 8 2
100 66 2
82 118 4
59 13 1
70 86 1
121 52 4
82 4 4
113 67 1
20 34 1
27 149 3
33 54 2
9 112 4
27 36 1
21 130 3
34 77 2
117 107 3
25 31 2
112 77 2
25 69 2
44 146 2
131 25 2
2 111 1
147 115 2
78 41 2
145 35 3
73 33 1
25 84 4
12 6 4
100 88 1
30 79 4
18 103 4
2 66 3
86 45 4
89 148 3
28 123 4
22 45 1
38 141 1
59 106 4
141 148 1
130 138 3
142 123 1
78 130 1
14 135 2
2 36 2
70 48 3
106 12 4
149 2 2
19 67 2
81 5 4
98 116 2
48 59 3
142 21 4
84 29 4
135 96 1
111 97 2
113 144 3
142 39 3
134 1 3
93 119 4
23 68 4
96 1 4
5 95 2
38 103 2
57 87 2
60 121 1
45 51 2
12 133 3
127 6 4
10 131 4
79 101 3
4 29 4
42 118 3
48 125 1
15 112 1
77 1 3
22 134 3
94 130 3
74 116 4
75 39 2
23 139 4
119 118 1
100 95 4
149 94 1
86 42 4
139 31 1
88 47 3
24 142 4
110 129 2
30 25 4
46 143 4
62 119 4
149 18 3
48 108 1
19 7 3
86 48 2
70 43 4
56 119 1
111 46 3
139 36 1
57 7 4
7 56 2
20 35 4
147 108 4
105 144 3
95 105 4
134 87 2
149 49 3
113 101 3
79 122 4
57 115 4
118 84 1
114 70 1
50 3 2
82 58 3
148 79 3
56 113 2
134 17 4
87 129 1
107 13 2
71 27 2
66 144 1
103 90 4
24 99 1
40 110 4
50 51 4
115 102 1
124 87 2
87 115 1
56 59 1
129 108 4
73 27 2
51 116 1
143 9 1
93 26 4
0 3 1
65 45 1
14 118 1
49 59 4
65 4 1
52 125 1
5 64 3
86 47 2
94 144 2
92 47 1
44 148 2
73 82 2
72 60 4
142 96 4
94 8 2
144 74 1
105 22 4
137 106 1
28 65 1
111 5 2
50 82 3
27 79 2
15 70 2
54 18 2
110 22 4
40 43 3
8 118 3
122 93 2
5 74 2
48 137 3
74 47 1
22 54 2
20 39 1
29 139 3
104 89 2
55 32 4
129 63 1
105 36 4
107 133 1
80 105 1
17 1 4
46 141 4
91 122 4
137 134 3
42 43 1
58 5 2
141 103 3
92 59 2
113 64 3
80 34 1
60 96 1
130 99 4
147 97 1
112 121 3
132 93 1
97 134 4
32 18 1
47 85 3
41 143 1
108 117 1
23 113 2
94 52 4
19 12 3
29 120 4
98 87 3
9 42 4
114 99 4
3 87 1
106 2 3
127 109 1
109 65 3
112 104 2
68 53 2
38 19 4
137 15 1
83 61 3
108 85 3
12 75 2
45 17 3
14 92 4
59 143 3
33 107 1
104 79 4
146 140 3
57 131 3
5 149 1
15 5 4
77 10 3
78 0 4
70 148 4
50 124 3
128 35 4
124 76 3
71 80 4
