11063 150
0 90 8
90 47 7
0 107 3
0 74 1
47 68 3
107 23 2
68 44 1
107 19 9
44 49 6
47 129 1
0 29 6
90 15 2
19 99 7
44 149 5
29 125 7
74 93 1
0 97 1
125 84 2
99 140 8
129 38 1
19 100 1
68 4 7
23 48 5
29 64 6
68 91 7
91 7 8
15 46 3
90 87 3
7 25 2
100 148 2
107 43 9
44 24 6
84 146 3
146 41 4
90 101 6
7 102 5
125 14 2
84 113 4
90 133 7
74 53 8
129 52 7
99 69 7
84 117 5
100 114 5
133 28 9
84 132 7
7 66 2
90 16 3
47 122 8
140 80 4
28 6 8
29 61 6
6 147 7
93 143 3
140 9 5
99 95 9
41 42 4
48 142 7
133 10 9
6 54 2
43 139 7
0 67 2
125 13 2
23 116 8
14 63 6
87 1 4
87 92 6
125 123 6
44 86 8
10 5 4
92 17 1
23 51 3
142 70 9
43 130 7
16 138 2
133 128 1
51 141 2
41 135 3
135 134 3
102 55 8
122 126 7
87 40 7
54 57 6
53 62 5
62 50 4
67 77 4
38 20 6
77 98 3
139 11 7
125 121 9
98 30 8
74 124 1
124 8 9
101 137 6
67 37 6
10 79 2
122 18 7
61 35 9
100 65 7
38 109 8
50 58 5
101 81 8
116 115 4
42 85 2
116 36 6
49 106 7
29 26 2
97 27 8
50 75 6
27 111 8
95 145 9
43 82 4
102 104 7
8 71 6
68 120 7
146 31 7
79 59 7
13 56 8
106 83 5
138 110 6
71 144 2
1 2 7
61 94 7
110 136 7
23 21 3
51 119 3
97 22 1
136 39 8
81 73 2
2 105 6
25 3 5
67 12 6
66 76 8
83 88 3
22 34 6
15 127 1
67 45 1
145 32 7
4 103 8
86 108 7
121 118 5
54 72 6
35 78 8
31 131 9
1 60 8
131 96 2
135 112 6
7 33 1
68 89 7
61 1 1
57 132 1
40 135 1
126 27 2
129 39 4
40 77 1
34 137 2
39 16 3
114 63 3
47 137 2
139 98 3
129 133 3
140 2 2
31 64 1
62 111 1
37 136 4
62 144 2
147 142 2
33 20 1
15 42 3
39 62 2
37 42 1
133 81 3
83 121 3
94 100 1
37 74 3
1 122 2
56 39 4
92 141 3
35 60 3
49 4 2
28 129 1
114 28 4
42 73 4
129 3 2
90 96 4
66 32 4
88 34 2
135 36 1
135 9 1
76 54 2
36 1 2
104 35 1
92 82 2
43 110 1
137 64 1
120 115 1
48 61 4
8 72 4
65 39 1
20 67 1
28 34 4
137 118 3
138 118 2
88 46 3
99 60 2
114 109 4
137 4 4
71 28 1
18 75 4
50 120 1
18 72 2
124 65 4
69 146 4
109 82 4
29 32 3
95 127 1
87 82 4
8 98 2
131 72 1
59 70 3
130 76 4
82 64 4
10 65 1
69 110 1
139 111 2
72 25 1
111 137 4
33 82 3
11 137 2
77 68 3
115 126 1
25 65 3
4 17 3
86 120 1
28 35 2
44 112 3
50 129 2
32 62 4
34 118 1
5 71 2
59 31 2
126 24 4
5 122 3
16 114 1
117 4 1
136 132 1
143 28 2
17 119 2
116 7 3
47 18 1
52 126 2
94 120 3
71 58 1
54 106 2
137 114 2
40 132 4
137 127 1
16 100 4
89 145 1
60 68 1
67 39 3
85 51 1
8 95 2
97 20 1
44 101 3
101 122 1
137 73 4
46 39 4
30 111 1
0 125 1
39 133 4
47 121 2
88 78 1
73 135 2
18 95 3
47 133 2
52 37 1
130 92 2
31 110 4
149 56 1
29 20 3
52 82 1
41 110 3
46 91 4
130 86 1
105 54 4
35 45 2
4 147 1
15 77 1
14 33 3
140 63 2
40 3 4
86 128 2
23 34 3
20 107 4
95 58 1
15 18 2
136 26 1
148 104 2
70 91 2
130 108 4
66 123 4
89 119 2
126 104 2
97 60 3
36 125 2
123 10 1
107 52 2
105 142 3
3 75 4
95 109 3
2 42 3
94 4 1
53 20 3
143 118 1
130 96 2
95 61 2
132 70 2
86 136 1
125 87 2
63 81 2
8 26 2
88 92 4
129 134 2
77 58 4
127 31 1
34 48 1
53 118 2
85 3 4
118 98 2
56 111 1
81 33 2
81 83 1
36 103 2
149 112 1
106 134 1
131 148 3
34 57 4
131 61 2
26 82 3
47 84 4
62 38 4
32 21 1
28 74 1
100 63 2
133 68 1
57 69 1
122 88 4
31 94 3
22 31 2
39 95 4
43 124 2
11 79 2
82 30 1
66 145 3
137 81 2
88 110 2
100 25 1
112 31 2
125 40 3
113 123 2
24 89 4
29 113 4
118 3 3
111 40 2
66 105 3
79 53 3
75 133 4
24 25 2
28 144 4
81 9 2
70 39 1
91 148 3
0 30 2
12 108 1
99 32 3
138 79 2
91 117 2
88 68 1
116 121 1
134 23 3
2 130 4
84 64 2
34 142 2
81 41 3
21 85 1
126 72 1
77 76 4
41 58 1
20 82 1
60 109 1
86 9 3
12 14 2
46 125 1
82 88 2
84 27 4
121 102 1
9 78 2
1 29 3
69 41 4
24 84 3
122 9 3
70 81 4
76 135 2
47 15 2
133 15 2
115 71 1
28 147 3
38 68 4
106 61 2
18 119 2
75 69 1
106 74 2
11 101 3
131 149 1
148 145 4
121 2 4
7 22 1
25 142 1
61 63 2
97 68 1
128 18 3
117 97 1
102 81 4
113 103 2
70 144 3
22 91 1
87 131 4
67 112 1
33 16 4
21 11 3
138 2 3
129 118 3
109 136 2
65 45 4
120 8 2
9 87 4
108 85 1
129 26 3
5 49 3
113 119 3
8 61 4
69 10 2
84 116 2
27 78 4
96 13 2
42 143 1
60 141 4
138 137 2
129 59 3
131 137 3
118 61 4
137 9 3
122 132 4
6 39 1
149 82 3
33 71 2
43 84 1
99 35 1
45 102 4
96 103 4
49 142 1
10 61 2
54 40 4
76 43 1
25 37 4
74 19 3
70 117 2
60 146 3
148 59 3
64 23 1
42 7 4
2 36 1
118 68 2
58 59 3
87 17 4
46 41 3
40 53 3
18 29 1
76 57 1
64 2 3
118 142 3
59 39 2
129 70 3
114 140 1
71 25 4
143 0 2
5 88 2
58 42 2
5 91 2
140 133 1
125 26 2
0 21 1
105 140 2
22 18 3
69 5 2
110 77 1
126 97 1
68 74 4
114 81 4
94 111 1
4 72 4
120 131 3
37 93 2
84 8 1
46 146 1
27 2 2
7 59 3
76 5 3
134 145 4
26 140 3
116 135 2
28 33 3
126 135 2
136 56 3
98 35 3
78 76 2
139 32 3
124 10 4
73 148 1
90 58 1
58 65 3
22 20 4
11 42 4
117 73 2
122 146 4
70 136 4
133 78 2
115 1 4
143 66 4
50 72 2
32 114 4
37 12 3
132 96 4
149 55 1
21 142 2
37 39 1
131 85 2
13 147 3
25 148 2
16 22 4
22 137 3
49 39 3
26 31 3
114 60 4
10 35 2
110 94 1
21 12 1
53 138 3
14 40 4
149 95 4
135 132 3
24 47 3
55 75 4
11 61 1
131 53 4
26 53 3
91 10 2
18 36 4
127 149 2
107 72 2
91 52 4
53 70 1
130 84 3
144 61 4
140 4 4
75 81 3
23 7 3
76 14 2
135 99 4
16 48 1
121 20 3
2 146 2
4 128 1
13 25 1
77 107 1
51 124 1
1 91 4
138 95 1
120 90 1
39 118 1
128 10 2
78 102 4
124 85 2
80 114 4
18 138 2
86 4 3
86 18 1
83 5 3
87 32 4
40 122 3
37 30 3
113 23 3
57 46 4
127 25 1
44 108 2
62 81 3
51 91 4
87 27 4
133 114 4
33 123 2
96 84 1
62 117 4
30 14 4
85 88 3
72 16 4
109 24 1
113 21 3
140 31 2
