4975 200
0 53 2
0 188 6
53 15 6
15 157 2
188 28 5
0 13 2
0 38 5
13 65 6
28 176 9
28 186 7
53 5 4
186 132 7
0 147 3
28 66 3
186 75 3
13 97 2
65 101 4
28 3 3
0 198 7
15 84 1
3 68 7
75 44 8
84 148 8
198 88 9
101 100 4
65 160 7
3 141 2
3 90 2
100 156 8
198 137 9
68 43 1
68 27 2
88 52 8
176 1 5
147 85 6
13 197 9
1 138 7
66 199 2
188 24 8
38 50 8
66 48 7
44 2 1
38 99 7
50 179 3
3 40 2
3 182 7
132 21 7
43 128 7
40 74 9
137 125 4
28 25 1
15 73 5
73 115 4
50 191 2
137 71 5
125 104 7
182 81 8
138 14 1
73 152 5
141 4 2
186 60 6
38 70 2
71 133 9
48 167 2
44 166 3
2 177 7
97 117 9
99 189 5
101 98 8
176 155 8
147 180 5
100 170 5
73 107 5
179 142 5
50 63 3
98 139 4
155 168 2
68 126 3
191 80 6
189 164 6
156 19 1
156 16 4
198 171 4
84 140 5
68 118 3
1 46 7
68 79 3
186 135 6
139 83 1
79 12 5
75 178 6
117 36 4
126 150 2
24 56 8
182 154 1
160 10 2
46 32 7
3 95 5
38 33 1
74 35 4
56 158 4
186 175 4
28 9 4
3 122 8
53 67 1
186 121 1
115 111 2
118 183 1
135 64 6
156 72 4
179 103 8
178 87 2
70 94 7
25 58 9
148 124 8
125 11 3
28 169 2
139 153 1
137 69 4
158 61 8
121 49 5
10 109 4
169 194 5
139 57 7
171 130 6
83 129 7
178 136 6
21 192 1
147 146 8
88 112 7
83 119 6
156 55 2
179 144 1
109 37 4
66 127 3
122 193 9
168 165 1
191 76 4
182 30 6
179 131 7
71 163 8
40 181 7
115 159 9
3 106 8
188 8 1
24 26 3
170 102 3
49 86 6
24 89 4
189 62 6
30 151 1
115 172 9
166 31 3
111 54 3
89 120 2
135 82 7
135 195 4
50 114 4
192 162 1
181 59 3
163 77 1
142 20 4
148 17 2
147 190 4
151 41 9
65 6 6
133 7 9
61 161 3
167 47 7
71 108 7
50 174 9
14 92 2
137 91 9
197 51 3
199 123 1
90 96 3
188 22 1
0 149 2
101 134 5
95 29 2
175 173 2
175 18 2
173 23 6
100 34 7
144 45 4
141 187 5
5 110 5
172 185 3
89 196 5
154 78 7
27 93 7
177 113 8
45 39 4
88 105 2
196 145 5
111 116 5
167 143 6
3 42 4
12 184 3
24 141 4
13 131 4
10 20 4
197 62 4
12 28 3
85 184 3
27 67 2
3 32 2
57 0 1
177 133 2
194 95 2
37 149 3
55 150 2
142 50 4
35 20 4
86 83 2
167 108 2
139 85 3
67 106 4
160 77 1
32 30 4
154 2 2
72 58 3
177 94 1
47 148 2
152 187 4
50 69 3
84 149 1
55 124 3
75 183 4
72 68 2
9 46 2
162 68 4
16 160 1
103 109 3
130 106 4
189 191 1
55 140 1
173 123 3
50 167 3
10 119 4
146 85 4
142 161 4
155 167 3
30 172 4
129 100 4
190 113 1
16 142 2
19 123 3
95 47 1
58 38 1
142 113 4
132 74 4
18 58 1
17 143 1
59 165 1
15 163 3
32 6 1
98 57 3
183 129 3
16 177 4
147 1 2
54 64 3
40 124 1
55 171 1
142 56 3
2 175 2
104 61 2
76 120 1
143 141 1
33 147 3
18 132 1
20 135 1
173 170 4
41 6 1
70 152 3
196 72 3
134 87 4
23 34 3
40 119 3
165 66 4
158 76 1
6 158 1
143 59 2
82 18 3
49 22 1
110 146 1
105 144 1
90 105 2
2 136 3
81 54 3
73 50 1
195 78 4
138 98 3
2 36 2
98 33 4
113 116 2
129 17 1
67 126 2
133 32 2
143 197 1
113 157 2
93 133 4
158 177 2
29 156 4
23 187 3
87 23 4
106 18 3
92 41 1
2 9 3
106 12 1
185 74 2
187 102 3
29 176 1
140 138 1
106 97 2
192 182 3
191 62 3
170 150 3
60 90 3
182 32 4
98 14 3
44 3 1
49 94 3
54 51 2
78 18 1
184 64 4
180 89 2
93 180 4
153 119 1
177 145 1
0 8 4
71 65 4
106 11 1
33 134 1
61 157 1
72 27 3
154 79 3
153 186 4
127 54 2
93 110 2
131 148 3
177 85 2
32 123 2
129 185 1
106 62 1
103 81 3
72 149 4
167 45 4
80 142 1
124 79 3
33 74 4
6 183 1
192 131 1
151 69 2
112 80 1
36 88 4
78 16 1
146 24 1
92 26 2
171 17 3
39 104 2
86 183 4
113 86 2
76 58 1
133 57 3
161 22 4
51 74 1
146 66 4
110 185 2
88 187 1
118 18 1
10 81 3
29 16 3
176 34 3
112 50 2
122 82 2
51 158 1
116 46 3
154 188 4
82 143 4
93 64 3
158 92 3
81 138 3
158 163 1
123 197 3
35 83 2
50 145 1
79 134 2
175 190 1
129 70 3
3 2 1
151 97 4
23 156 1
59 76 1
168 118 2
17 29 2
98 99 3
170 90 3
39 91 2
20 169 2
119 164 2
145 133 1
174 123 4
114 0 1
196 17 2
73 134 3
25 34 4
9 121 2
142 63 4
124 35 3
158 58 1
116 54 1
141 183 2
192 8 4
139 87 4
178 121 2
