1213 50
0 5 6
5 47 2
5 36 6
47 32 3
0 16 2
16 19 7
32 27 7
19 41 8
16 45 9
45 8 5
5 33 9
36 42 5
19 11 1
36 24 9
11 14 4
36 22 3
5 21 8
0 26 1
14 3 1
14 2 8
16 1 9
32 43 4
8 20 4
21 34 7
47 4 6
24 46 4
47 18 7
19 31 5
33 9 9
21 10 2
42 15 7
32 6 7
0 38 8
36 29 1
42 25 9
1 44 7
21 49 1
45 35 9
44 40 3
1 17 7
33 13 8
19 7 8
44 28 1
45 37 1
16 12 7
0 30 3
15 48 2
29 39 4
25 23 6
40 38 4
47 27 2
43 26 1
34 38 3
27 3 4
18 15 1
48 38 4
17 24 2
44 7 2
39 36 2
47 7 4
21 36 3
18 41 1
39 27 2
49 23 2
22 7 3
31 7 3
24 21 4
22 3 3
37 28 3
24 37 1
26 1 4
25 6 3
34 49 2
9 15 3
5 14 4
38 33 1
16 25 3
20 4 1
1 15 3
10 5 4
1 41 1
32 15 3
17 10 1
28 42 1
42 29 2
47 41 2
16 11 3
6 20 4
48 33 4
30 40 2
28 31 2
3 19 4
22 49 1
39 4 1
45 0 4
32 8 1
40 7 2
19 29 3
29 8 1
32 12 1
8 41 1
43 0 2
18 24 1
14 48 1
24 26 4
18 21 1
33 35 3
29 45 3
42 7 2
6 11 3
14 22 3
29 46 3
0 6 4
20 25 4
46 44 3
15 4 1
22 42 4
36 0 3
0 35 2
46 3 3
35 41 3
33 41 2
1 28 4
34 48 1
43 24 2
7 15 3
1 10 3
15 22 1
6 9 4
32 28 1
1 3 1
48 13 2
13 15 3
44 38 4
26 16 2
45 47 1
23 37 4
38 1 1
32 38 3
42 47 2
45 32 2
45 49 1
8 12 1
23 8 2
30 13 1
14 13 2
45 34 3
48 44 3
32 24 4
24 9 1
11 30 3
17 43 3
49 27 3
5 15 4
12 18 1
19 8 1
44 42 3
40 5 3
12 36 3
39 9 3
26 23 1
17 0 3
11 0 4
47 17 4
18 23 2
0 39 2
18 17 3
39 3 1
7 17 4
26 13 3
6 16 3
49 4 3
35 42 1
34 27 2
14 23 3
1 13 4
11 40 1
17 4 3
24 8 1
28 11 3
46 25 3
36 25 1
35 31 3
38 27 1
12 22 2
23 31 1
34 7 3
42 4 1
7 41 2
24 12 2
35 2 3
44 45 2
16 48 1
16 30 1
39 45 1
16 31 4
42 49 4
28 36 3
4 44 3
5 38 4
28 43 1
16 35 3
44 37 4
1 12 1
11 43 2
22 26 2
30 7 3
37 29 3
34 1 2
4 18 2
3 29 4
16 32 2
25 8 4
12 13 3
29 25 2
6 31 2
49 32 4
0 42 4
9 36 3
23 4 1
12 0 3
12 27 2
37 36 2
41 23 2
38 28 4
34 32 3
35 12 1
34 37 4
46 4 2
43 38 1
31 24 4
9 30 1
0 7 3
11 32 4
49 12 4
8 9 2
19 17 1
20 5 4
0 25 4
14 34 4
12 20 1
27 26 3
34 18 3
37 27 3
12 7 4
25 40 2
20 39 1
1 9 3
43 33 1
11 5 3
27 23 4
28 0 1
34 30 2
39 43 1
41 20 4
31 14 3
33 19 4
3 32 4
33 16 2
20 36 1
49 36 1
45 1 4
22 25 1
35 49 2
49 9 3
39 8 3
23 38 3
12 42 4
32 10 3
30 4 2
42 1 4
7 14 1
22 43 3
5 25 2
22 23 3
39 35 2
40 45 2
24 28 2
16 2 3
38 11 2
29 22 3
34 19 3
21 44 2
18 26 3
22 37 3
18 37 3
35 32 1
36 27 2
10 16 1
41 25 4
34 12 3
28 35 3
26 39 3
45 17 2
9 45 2
42 14 2
2 42 4
42 33 3
11 2 1
3 44 1
8 11 4
7 13 2
19 1 3
13 21 3
16 9 2
27 41 4
3 26 4
44 49 3
24 29 2
12 38 3
18 27 3
25 44 1
13 46 2
22 35 1
1 35 1
5 46 1
49 5 1
33 28 4
28 7 4
14 19 2
21 20 2
47 0 1
22 1 3
14 6 4
22 19 1
23 43 2
11 46 1
43 35 1
19 13 4
8 6 2
2 39 4
4 29 3
39 42 3
4 6 2
37 47 4
41 46 3
33 39 3
22 5 2
37 43 1
38 19 2
27 13 2
21 45 4
9 13 3
43 47 1
12 10 3
14 21 3
47 22 1
49 16 1
28 12 2
28 5 1
4 3 4
10 7 2
47 39 4
33 7 1
3 11 4
4 14 4
32 4 1
49 11 4
2 32 2
40 47 3
5 45 4
1 47 4
4 12 2
2 3 2
7 36 3
43 18 2
20 26 2
0 33 1
3 0 3
20 47 3
20 1 1
34 35 4
3 47 4
30 49 4
31 44 2
23 19 2
4 10 4
47 44 4
25 27 2
22 33 4
36 32 2
33 25 1
8 28 3
38 35 2
18 32 3
20 0 3
41 0 1
49 33 3
45 41 3
16 24 3
18 46 4
37 7 2
42 18 2
22 2 3
30 22 4
44 6 1
36 3 3
7 3 1
5 1 4
22 38 4
45 26 4
32 22 3
29 27 2
2 26 2
12 17 2
19 40 2
0 2 4
34 2 4
33 46 4
20 22 2
34 6 3
1 40 3
49 10 2
49 17 4
48 46 1
41 9 2
1 0 3
37 19 3
31 25 1
26 17 1
45 31 4
26 6 2
14 12 4
14 43 4
30 8 3
24 2 2
6 22 3
37 16 3
27 11 3
31 46 3
31 0 4
43 31 3
17 40 2
24 23 2
48 22 2
12 11 4
48 30 3
47 25 3
8 22 2
29 5 3
29 13 3
7 18 4
40 26 3
10 45 2
10 39 1
30 29 1
28 22 4
10 23 4
8 46 2
36 17 3
21 2 2
48 42 1
32 19 1
20 19 4
24 7 2
14 16 4
14 17 4
37 31 1
37 6 2
43 36 3
49 18 3
44 33 1
13 31 1
38 16 4
47 10 3
24 19 2
40 42 1
38 47 1
9 38 1
11 45 1
34 29 3
15 20 1
15 27 2
29 44 2
35 40 3
27 2 3
2 37 1
42 19 4
20 23 1
45 24 2
44 26 2
36 46 4
10 19 1
13 49 4
36 26 2
43 46 3
43 15 4
33 27 1
12 23 1
34 44 3
17 48 3
42 46 2
48 5 3
37 12 1
47 28 2
14 33 3
29 7 1
40 4 1
27 16 4
7 39 3
43 21 1
17 21 2
38 24 4
32 48 3
5 27 2
48 2 4
0 40 1
23 0 3
13 40 3
1 6 1
10 43 4
40 21 2
29 9 2
14 8 2
34 8 1
29 11 2
33 32 3
31 18 1
44 0 3
43 49 2
39 48 2
43 6 4
5 17 3
5 23 1
43 19 3
38 8 1
24 25 4
1 29 1
35 37 4
1 4 3
3 43 1
46 28 3
32 29 3
29 40 4
23 39 2
41 26 3
35 48 1
48 1 1
35 47 4
29 43 3
2 43 4
10 27 1
30 46 2
31 17 1
4 28 2
30 43 2
13 10 2
6 38 3
30 33 2
42 3 2
6 33 2
8 2 1
22 34 4
8 26 3
9 23 4
48 29 2
48 31 2
31 39 2
24 34 3
39 1 1
48 45 3
33 47 1
27 31 3
38 7 3
17 15 1
30 26 4
39 34 3
13 36 3
3 17 4
41 11 2
10 26 3
25 45 1
37 11 1
48 0 4
45 30 1
6 24 2
25 11 4
29 10 2
40 9 3
38 20 3
49 29 2
38 29 1
49 48 4
5 42 3
45 12 4
22 21 3
35 7 1
33 20 2
36 11 3
10 40 4
48 7 3
35 5 2
3 40 4
10 34 2
10 3 2
9 21 4
30 17 2
3 49 1
46 2 2
35 24 2
31 3 4
27 30 1
30 32 2
9 0 4
25 21 1
6 17 3
38 18 1
49 24 2
21 42 4
28 6 3
28 34 4
36 4 3
31 33 4
11 1 4
32 1 3
22 45 1
26 42 4
47 21 3
29 23 1
39 17 3
9 44 4
42 10 2
37 9 3
49 47 1
20 44 1
27 46 1
37 38 3
47 26 3
6 3 4
25 14 3
34 25 2
22 10 2
20 3 3
14 36 2
35 4 2
44 24 3
49 6 2
16 21 4
12 19 2
31 11 4
20 2 4
27 20 1
6 35 3
37 33 4
31 21 2
36 16 4
33 15 2
46 22 1
6 2 4
41 48 1
18 35 2
31 49 1
21 15 3
30 41 4
40 15 1
15 41 2
9 14 3
40 27 2
13 43 4
9 5 1
38 30 3
8 31 3
18 11 1
22 13 3
45 13 3
19 36 2
39 38 1
4 24 4
35 26 3
42 24 4
24 10 3
47 19 3
43 9 2
19 46 1
37 13 4
15 47 4
34 42 4
41 2 3
41 39 3
46 45 4
15 35 2
49 2 4
44 11 1
0 15 3
6 42 3
36 31 3
21 38 1
21 4 4
14 24 1
25 43 4
44 30 2
15 26 1
26 11 3
6 48 3
6 47 2
9 35 1
31 9 2
15 14 4
41 44 2
27 45 3
48 23 1
17 9 4
38 14 1
3 16 1
17 46 3
44 18 1
22 4 4
17 16 1
36 33 3
41 3 4
45 28 4
23 45 1
23 7 4
24 30 4
43 20 2
40 28 1
14 26 1
38 41 3
39 25 1
18 28 4
44 10 4
15 3 1
5 34 3
16 34 2
33 2 1
9 4 3
