1213 50
0 12 9
0 14 7
12 42 2
0 48 6
0 28 6
0 21 3
28 4 8
4 32 5
28 25 3
21 1 9
4 11 1
0 27 5
28 15 6
25 13 2
11 17 8
15 22 4
27 34 4
25 20 9
13 7 3
20 46 6
13 5 1
42 24 5
7 41 6
42 19 4
24 6 1
13 23 1
41 2 6
13 35 9
23 39 9
14 49 6
2 3 7
34 16 7
34 33 2
32 36 8
17 26 9
27 9 8
24 8 3
12 29 9
16 31 2
22 44 6
12 38 9
7 18 8
22 43 3
19 30 4
13 45 2
49 37 6
0 10 8
41 40 1
39 47 3
49 27 2
36 46 1
42 18 1
31 46 1
22 1 2
20 31 1
41 45 1
41 14 4
28 6 3
0 46 3
47 24 4
20 35 1
27 8 3
21 28 1
4 48 2
15 2 3
40 7 2
49 13 3
43 28 3
46 48 4
10 25 2
25 14 4
32 44 3
3 26 1
31 36 4
17 34 3
43 46 1
13 12 3
23 33 4
38 30 4
22 9 4
23 0 1
10 23 3
7 1 4
13 31 2
20 16 3
44 36 2
37 4 4
5 32 2
38 49 2
33 49 1
21 13 2
5 37 1
13 37 4
28 2 1
6 48 1
40 45 4
49 2 4
3 4 1
0 7 4
8 43 2
5 28 4
10 35 2
12 1 3
38 37 4
31 18 4
9 24 1
17 36 3
35 39 1
45 20 2
48 21 2
26 16 1
29 44 1
5 7 3
9 44 4
35 38 2
46 18 2
46 6 3
24 10 4
33 4 2
15 30 2
33 5 3
29 48 4
17 14 1
20 48 2
30 9 2
43 44 2
30 23 2
34 2 3
1 26 3
20 7 2
17 32 2
37 33 2
2 39 2
15 39 3
45 5 3
10 4 4
30 18 3
4 21 3
13 22 3
6 2 1
35 18 2
23 45 2
22 40 3
49 1 1
9 41 4
23 46 3
19 43 1
23 5 2
21 31 4
33 15 4
5 43 1
46 29 2
21 30 3
19 5 2
0 42 2
9 46 3
10 14 3
47 26 3
11 33 4
33 47 4
10 36 3
25 18 4
43 32 4
18 5 4
40 6 4
5 38 4
43 25 3
0 17 2
40 29 3
47 23 1
4 5 1
22 30 1
19 16 4
14 33 2
22 5 4
6 31 4
35 40 3
44 37 1
40 5 2
38 8 3
31 39 2
32 35 1
10 26 2
3 8 1
42 32 4
12 40 3
40 26 2
31 5 1
0 44 2
48 13 3
36 18 1
8 41 4
25 31 4
12 25 3
19 46 4
2 47 1
11 44 4
10 6 1
49 45 4
21 16 4
15 31 2
24 16 4
37 21 2
40 13 2
6 39 2
45 48 3
22 46 4
25 42 3
44 13 4
11 35 1
18 4 2
11 9 3
39 22 4
11 32 4
44 8 3
37 15 1
38 48 3
9 8 4
2 24 1
23 2 4
36 40 1
24 39 4
16 29 2
41 36 3
45 8 1
37 26 3
8 35 1
6 35 2
32 29 2
21 39 3
22 0 3
43 40 3
9 15 1
43 31 1
11 8 2
9 10 2
23 40 4
44 45 2
20 27 1
27 11 3
42 44 4
43 29 3
35 4 1
30 46 2
6 32 1
4 29 2
6 27 1
19 18 2
40 9 1
25 23 4
49 47 4
39 8 3
4 17 3
17 45 3
19 48 3
30 33 1
46 2 3
40 11 3
25 40 1
48 31 3
10 34 3
12 35 1
24 19 4
11 49 1
11 34 1
47 34 4
21 34 3
32 38 1
0 38 4
26 21 4
13 30 1
39 20 4
14 43 1
3 7 1
27 43 2
33 43 4
41 20 2
18 9 4
24 41 4
29 7 3
31 14 1
13 28 1
49 9 1
9 20 1
9 12 1
40 3 1
26 23 4
9 35 3
6 38 1
21 38 2
40 42 2
49 32 1
31 33 2
21 19 2
37 0 3
34 15 4
34 29 4
38 39 2
46 44 4
0 24 3
29 8 1
30 0 3
33 41 3
41 22 2
11 28 1
0 40 1
42 29 2
11 15 4
42 6 4
21 36 3
12 6 2
20 0 1
37 25 4
20 8 2
3 38 4
34 23 1
26 2 3
31 3 3
41 43 3
45 36 4
44 3 2
21 24 3
14 13 3
12 32 4
6 34 2
12 10 1
1 5 3
21 20 3
48 9 2
31 44 1
1 43 4
38 17 1
26 11 4
30 14 1
0 26 1
35 7 3
3 34 3
23 41 1
37 2 4
29 26 3
11 36 4
32 10 4
24 34 4
3 21 2
23 37 2
27 13 1
37 16 3
0 8 1
28 35 3
21 49 1
34 20 3
32 33 4
47 12 4
29 0 2
48 39 2
13 47 2
38 29 1
45 7 3
25 24 2
12 49 3
5 30 2
11 2 2
1 8 4
14 8 1
25 39 4
37 48 1
18 14 3
31 32 2
19 26 2
15 7 1
14 40 2
3 1 3
19 10 2
33 9 4
4 9 1
27 37 4
30 48 1
40 10 3
23 8 2
40 47 4
19 17 2
16 47 4
47 5 1
34 18 1
12 20 3
38 1 2
42 23 1
6 7 1
29 28 3
47 48 2
3 43 4
28 38 1
48 32 4
44 1 4
20 18 3
0 4 2
26 31 3
21 11 3
34 5 3
46 13 2
21 9 3
22 3 2
32 16 1
15 32 3
47 17 1
23 49 4
2 27 1
19 35 1
28 14 3
9 2 2
9 32 1
46 40 3
34 46 3
4 44 3
14 26 2
24 29 3
47 30 3
23 1 4
20 29 1
17 30 3
23 21 1
39 41 4
43 24 4
0 32 3
41 12 1
35 29 2
30 6 1
30 11 4
37 47 1
24 15 1
26 24 3
13 11 1
21 15 3
33 24 4
45 10 4
17 1 1
39 1 2
49 36 1
23 15 1
40 30 2
19 15 1
29 2 4
25 7 1
7 42 4
22 49 1
26 22 2
39 12 2
12 17 2
7 39 3
35 49 2
37 39 1
14 39 2
23 35 2
0 34 3
27 32 3
7 10 4
46 38 4
33 16 3
35 1 2
6 47 2
37 14 3
21 40 4
19 12 1
37 36 3
45 11 1
47 44 1
42 5 1
6 36 1
43 37 4
20 19 1
20 26 3
20 30 4
44 2 1
6 41 3
45 42 4
4 43 2
9 34 3
3 35 2
41 25 4
33 19 2
0 41 3
27 42 3
27 29 1
40 33 3
36 14 1
35 45 1
16 10 1
34 13 4
6 25 1
24 18 3
39 40 2
37 35 1
28 46 2
25 9 1
8 19 4
46 21 4
48 5 1
25 38 1
43 7 1
24 17 3
28 24 4
43 49 2
41 42 4
1 34 4
41 47 1
40 32 4
8 32 4
2 1 4
29 30 1
29 5 2
40 4 3
44 19 1
43 42 3
30 12 4
36 26 1
14 9 2
48 22 4
1 0 4
11 39 4
3 20 2
6 21 4
7 22 1
35 22 2
17 13 4
8 49 1
42 33 3
14 29 2
26 18 4
41 32 1
7 2 4
38 23 4
31 10 3
35 25 2
35 34 3
25 11 4
34 49 1
45 26 1
4 6 4
47 20 3
27 14 4
6 1 1
3 37 2
6 5 2
8 40 4
38 11 4
28 26 3
0 18 3
2 42 2
9 38 2
3 17 2
29 1 1
2 48 3
36 25 2
