1238 100
0 81 8
0 48 4
0 69 8
0 60 8
0 85 9
69 49 7
69 6 8
69 20 2
0 96 2
49 7 4
7 14 6
48 32 8
96 11 5
69 19 9
14 36 8
85 46 8
81 78 8
48 39 8
69 51 4
11 94 1
6 30 3
32 17 4
20 41 2
14 2 6
49 67 5
49 87 8
14 5 8
11 50 7
20 8 7
6 27 7
11 71 7
36 12 9
41 97 2
19 95 9
0 80 4
60 77 8
85 72 7
7 9 5
6 23 3
41 29 2
69 4 9
39 21 6
95 61 8
85 64 8
85 70 8
5 92 5
87 56 7
87 33 9
48 44 3
29 34 8
17 89 2
48 66 5
48 55 6
2 75 2
20 98 4
67 88 9
7 25 9
44 1 7
55 82 5
66 18 7
64 63 4
72 59 6
87 47 3
29 74 7
64 43 1
30 16 1
66 3 8
41 65 4
3 54 8
4 76 8
98 62 4
16 40 1
70 86 7
69 83 7
3 99 5
40 28 3
76 31 4
70 24 5
0 13 7
18 93 5
29 38 6
83 35 6
3 37 4
19 91 1
28 84 4
25 57 6
6 26 4
26 52 8
2 10 9
5 68 1
9 90 3
11 22 7
7 15 6
26 45 9
54 73 8
4 42 2
86 53 8
15 58 9
47 79 2
3 64 3
69 85 2
1 60 2
49 50 4
85 34 3
98 53 3
55 35 1
33 80 2
65 44 2
94 97 4
67 0 3
14 51 4
43 70 4
73 69 4
98 6 1
71 47 4
26 88 4
73 58 2
80 98 4
41 19 2
78 65 4
98 72 2
17 34 1
91 84 1
95 85 3
34 38 3
24 80 4
75 83 4
73 91 3
23 21 1
34 22 2
94 12 2
88 30 4
55 78 1
6 49 3
47 4 3
8 89 1
77 8 1
54 5 1
85 39 2
44 72 2
37 22 4
56 73 2
56 89 2
35 96 1
92 39 2
74 62 1
93 2 3
79 70 3
95 4 3
75 86 4
91 1 1
20 11 1
5 89 1
34 30 2
89 47 3
61 36 1
93 38 3
61 22 3
60 2 3
41 67 3
25 64 2
91 30 2
13 97 1
93 88 2
30 29 1
5 32 1
92 4 4
81 19 3
17 15 4
26 82 2
31 60 1
28 8 4
80 3 3
48 37 4
86 16 2
4 79 4
43 42 4
89 18 1
68 23 3
55 2 4
71 28 1
19 71 2
7 23 2
52 7 1
44 28 2
20 83 4
88 15 1
15 84 3
45 48 4
25 52 1
55 94 4
19 36 2
78 94 4
27 64 4
2 56 4
44 30 4
42 55 1
60 30 4
59 82 3
65 4 1
73 0 2
78 4 1
77 40 1
69 30 2
27 71 2
72 61 4
94 17 3
18 85 3
24 14 3
59 79 2
31 71 4
32 91 1
40 44 2
10 18 2
31 44 1
50 71 4
85 3 4
8 33 2
44 76 4
72 66 2
57 13 3
67 69 2
64 40 1
75 38 3
63 69 3
37 44 2
45 21 1
47 46 1
47 34 4
48 50 4
81 4 1
33 16 2
54 84 3
24 68 1
70 58 3
29 75 4
85 57 1
95 59 2
73 94 1
2 88 1
57 48 2
74 30 1
63 72 2
45 6 1
17 22 1
49 63 4
80 78 4
24 5 1
73 93 1
15 75 4
36 97 2
84 68 2
95 52 2
98 37 2
83 6 4
92 45 4
92 78 2
32 71 3
85 12 4
5 39 3
88 60 3
13 45 3
58 93 4
45 86 3
15 72 3
34 95 1
49 91 2
83 94 1
98 83 3
67 53 4
7 96 1
53 5 2
91 20 2
47 53 3
90 91 3
68 63 3
54 90 2
63 30 4
62 76 2
3 48 2
22 20 3
85 49 4
17 44 4
32 82 4
3 97 4
34 82 3
0 94 4
35 72 2
2 3 4
86 97 2
95 90 1
20 6 3
78 53 3
9 53 3
77 3 2
82 84 1
9 29 4
43 71 3
51 48 3
40 58 3
51 49 3
13 20 3
0 49 1
78 33 4
6 99 3
32 73 3
0 9 2
14 33 2
70 51 2
57 62 2
31 57 3
73 5 1
86 40 2
82 81 3
42 87 2
60 41 2
71 91 1
54 91 3
71 76 1
44 88 1
11 51 4
74 38 3
11 14 1
92 77 4
93 50 3
51 13 3
79 42 3
24 25 1
90 49 3
48 36 4
35 27 1
43 35 1
2 83 1
83 88 1
78 85 3
66 75 3
65 48 3
71 97 4
11 88 1
17 71 4
27 20 1
22 8 1
46 94 1
28 32 3
39 57 1
34 59 4
77 35 2
14 52 3
42 32 3
37 92 4
19 73 1
18 23 4
19 17 4
31 61 4
29 36 3
53 37 2
27 28 4
70 20 3
85 45 3
75 22 3
83 90 4
72 45 2
16 80 1
4 50 1
59 35 2
91 47 4
63 47 4
62 67 1
83 64 4
36 0 2
2 71 4
86 88 2
51 44 1
12 72 4
47 74 4
99 54 1
45 89 1
15 55 3
86 13 3
52 53 3
79 24 1
89 82 2
99 69 2
79 58 1
56 45 4
65 70 3
76 85 2
99 68 2
89 90 3
14 72 4
69 40 4
57 44 2
95 80 2
14 62 4
11 25 2
40 31 4
75 46 4
30 66 3
92 55 2
87 7 1
3 0 1
60 96 2
93 64 3
95 78 2
24 90 2
38 14 1
21 89 3
70 26 3
70 38 4
83 30 2
64 54 4
58 46 2
15 6 3
72 52 2
62 65 1
20 68 1
77 74 3
8 76 1
5 66 1
69 37 1
88 79 3
63 13 1
49 3 1
17 7 3
88 58 1
62 18 1
39 65 1
80 32 3
62 80 1
10 86 1
93 37 2
14 65 4
56 91 4
37 52 4
34 28 4
20 37 1
7 89 2
92 98 4
66 84 4
90 12 2
58 92 3
25 36 3
18 6 2
24 85 1
53 79 3
92 85 3
88 31 3
58 96 4
25 61 4
74 2 1
34 23 4
22 31 1
84 41 4
3 76 3
97 88 1
68 15 1
90 68 4
66 41 3
17 27 3
93 85 2
3 59 3
1 68 4
42 12 2
61 21 2
94 27 3
50 1 4
36 30 4
65 80 3
97 90 3
98 60 2
24 95 2
58 18 1
96 78 1
84 97 4
45 38 1
55 85 2
87 92 2
29 10 4
59 71 3
88 73 1
48 6 3
75 96 4
58 60 2
8 75 4
39 4 3
54 43 3
87 67 3
22 4 4
32 98 2
49 19 4
64 42 4
84 3 3
98 25 2
66 2 4
31 49 3
94 9 4
74 24 4
59 60 3
34 71 2
74 0 1
68 43 1
81 44 3
21 99 1
56 11 3
91 85 4
69 15 3
51 85 3
89 34 1
63 8 1
13 2 2
49 93 2
36 79 3
2 39 3
67 44 2
57 6 1
70 14 4
72 81 3
99 36 3
60 45 2
23 47 2
61 66 1
96 3 2
42 47 4
4 44 3
20 31 2
24 15 1
60 19 3
5 86 4
9 21 4
6 62 2
39 66 3
47 35 4
7 90 3
67 14 4
44 91 3
5 74 2
68 65 2
98 4 2
51 32 4
48 38 1
98 86 4
78 8 2
16 19 1
65 84 1
32 61 4
18 49 2
56 64 1
15 57 4
64 80 4
71 38 3
45 67 4
8 80 1
17 78 2
53 77 3
41 5 1
15 73 3
66 50 2
73 8 3
88 5 2
44 26 1
92 11 1
89 61 2
94 98 1
62 31 2
34 27 4
74 75 2
9 26 4
36 4 2
60 75 3
78 46 3
55 39 4
30 76 1
19 39 2
59 45 3
31 81 2
13 71 3
73 60 2
21 91 2
9 27 4
16 53 4
92 41 1
