190 20
0 19 8
19 17 2
19 7 5
0 2 7
7 9 1
2 18 8
9 15 5
9 1 4
19 13 6
2 4 2
19 14 9
14 11 3
4 8 9
7 5 6
11 10 9
14 3 3
13 16 1
14 12 6
7 6 4
19 18 1
16 10 4
0 11 3
5 9 2
5 16 1
4 12 4
10 17 3
1 10 2
3 4 3
11 5 2
6 14 3
6 15 4
12 16 2
1 19 4
7 18 2
6 9 2
3 1 4
11 17 4
11 19 3
0 18 2
18 6 4
2 13 3
5 13 1
7 15 1
3 10 3
14 15 3
2 6 3
5 15 3
18 13 4
19 4 1
3 6 2
5 3 2
2 7 2
8 3 2
8 12 3
11 16 3
13 9 4
9 2 2
1 6 4
5 10 3
3 2 1
1 15 2
17 1 1
5 19 1
12 7 2
6 12 3
3 17 1
19 8 4
4 5 3
5 2 4
19 2 1
18 16 3
8 0 1
17 2 2
3 13 1
7 11 3
1 11 2
13 10 3
18 15 2
0 6 2
12 2 1
14 10 4
4 17 2
9 10 3
16 6 3
3 11 2
18 12 3
18 3 4
1 12 1
7 8 3
6 10 1
17 14 3
0 14 4
18 11 4
12 9 4
1 5 3
15 16 1
13 15 3
5 17 3
14 4 2
14 2 4
18 10 2
17 12 4
5 12 3
15 0 1
13 7 1
8 9 1
10 7 3
11 15 1
8 17 4
7 1 3
8 5 3
4 7 1
5 6 2
19 3 2
4 10 2
11 13 2
11 4 3
14 7 4
12 3 3
6 8 3
3 7 4
7 17 4
15 4 2
0 7 1
11 2 4
19 16 4
0 4 2
18 14 3
6 11 2
2 10 3
16 17 3
16 7 1
0 3 4
4 1 3
13 1 1
9 16 2
1 16 3
3 16 4
15 10 4
1 18 3
8 15 3
2 15 4
11 9 4
0 13 3
16 4 3
0 12 4
19 9 3
15 17 2
17 13 1
6 4 4
14 16 1
9 0 2
11 8 4
19 12 3
3 15 4
5 18 4
1 8 3
13 4 1
13 6 1
9 17 3
17 0 4
0 10 4
16 0 4
9 3 4
19 10 4
12 15 4
17 6 1
13 12 1
14 5 4
12 11 2
12 10 2
14 1 2
8 18 4
18 9 1
18 4 3
1 2 2
17 18 2
14 13 1
14 8 3
14 9 4
19 6 2
5 0 3
2 16 2
1 0 2
15 19 4
4 9 3
13 8 2
16 8 1
8 2 4
8 10 1
