190 20
0 4 1
0 13 2
4 8 1
4 7 8
4 1 9
0 12 9
1 2 2
2 10 6
10 15 4
10 6 6
10 18 3
1 14 4
13 5 6
6 11 9
10 9 6
4 16 3
9 3 9
12 19 6
19 17 5
17 6 1
9 5 1
11 13 3
10 4 1
12 15 2
4 11 3
13 7 1
8 2 1
8 6 2
3 11 1
3 4 1
4 14 1
11 8 1
11 12 3
0 3 2
7 1 3
9 12 4
15 13 2
17 8 1
9 19 2
1 15 4
1 8 4
3 18 4
6 5 3
14 3 2
0 8 2
19 1 1
5 16 1
4 12 3
13 6 3
11 16 2
14 10 4
12 2 3
19 2 4
0 1 4
6 4 1
9 2 1
10 13 2
14 18 1
12 6 4
11 0 3
2 15 1
5 7 1
2 18 1
8 16 4
16 0 2
4 15 3
1 5 2
7 16 1
3 8 2
18 8 3
1 11 2
9 6 4
1 10 1
10 0 1
1 17 1
16 3 3
19 14 3
11 15 3
0 6 4
13 3 2
12 18 4
15 19 2
18 19 4
0 18 4
5 3 1
12 8 2
16 6 4
8 14 4
16 15 3
16 18 3
10 17 1
15 3 1
4 9 1
18 6 1
19 11 1
9 16 3
16 2 1
11 18 3
2 13 3
14 15 2
16 12 1
2 14 3
7 17 3
12 14 4
13 1 1
12 17 2
7 11 3
1 6 1
11 9 1
3 7 4
3 2 1
14 9 4
18 17 4
18 7 4
3 10 4
13 12 4
9 17 4
9 1 2
19 0 1
17 15 4
2 5 4
3 6 2
18 13 2
17 16 3
17 0 2
5 0 2
6 15 2
19 8 1
4 17 1
7 6 4
3 12 2
7 14 3
8 10 1
4 5 3
19 13 1
15 8 3
10 19 3
5 12 4
2 6 4
19 5 4
1 3 2
5 14 2
14 13 3
0 2 1
16 14 2
12 7 3
19 3 4
15 0 2
2 11 2
0 9 2
5 17 3
13 16 3
16 19 2
5 11 1
18 4 2
10 7 1
7 19 4
13 17 3
10 11 4
9 13 1
2 4 3
7 15 3
5 10 3
19 4 3
2 7 4
17 14 1
5 8 3
5 18 1
6 14 4
10 16 1
1 12 2
1 16 1
11 17 4
18 9 4
15 9 4
12 10 4
2 17 4
7 9 3
14 0 2
17 3 1
6 19 2
11 14 4
8 9 1
7 8 4
18 15 2
13 4 2
0 7 4
15 5 2
8 13 4
18 1 4
