2794 150
0 93 9
0 67 8
93 114 4
114 4 8
114 128 8
114 82 8
93 144 9
128 122 7
114 18 2
82 1 3
82 80 9
114 64 8
4 136 1
80 7 3
4 126 1
114 141 7
141 10 9
18 11 9
82 110 6
4 31 5
110 27 3
126 35 3
136 81 7
80 100 5
100 63 7
18 26 9
27 33 3
33 3 5
82 60 9
35 72 7
81 65 1
81 96 3
3 147 2
114 120 4
1 16 5
10 47 4
67 22 4
80 149 8
120 119 3
93 46 1
46 130 3
110 88 4
3 43 7
0 143 4
63 19 9
110 85 6
67 109 3
60 99 7
26 8 9
130 71 3
128 56 6
46 125 1
64 117 3
71 145 9
26 32 4
43 70 7
80 86 3
19 76 7
122 25 2
149 91 2
65 123 6
35 107 9
26 137 7
67 78 7
32 55 2
143 139 9
7 133 5
65 105 3
25 66 8
88 84 2
91 134 5
43 23 4
93 132 3
22 21 2
88 92 6
10 111 3
125 62 4
0 87 7
8 148 6
55 135 3
33 40 2
64 51 6
47 97 9
35 9 4
3 79 6
76 138 3
25 14 1
93 50 9
50 29 2
88 42 8
3 39 8
76 74 2
1 115 2
67 12 1
134 142 3
78 73 4
19 106 7
125 30 7
110 98 4
31 28 8
114 103 3
123 129 8
135 68 1
33 95 3
28 53 9
128 77 7
95 2 2
19 131 2
78 90 5
33 6 1
32 34 9
93 36 6
99 140 9
84 54 8
18 104 4
2 83 1
145 13 3
30 59 2
142 113 3
28 75 2
137 48 6
117 89 9
81 112 1
98 121 2
67 108 9
46 41 4
73 94 4
33 102 8
36 44 8
82 116 1
25 15 4
64 57 2
40 101 8
112 24 1
128 17 6
65 20 8
36 37 7
90 52 4
18 61 4
102 146 6
77 58 3
136 124 6
126 127 6
81 45 6
86 5 5
0 38 1
72 118 1
143 49 6
16 69 8
86 133 1
73 43 2
73 3 3
139 129 1
143 37 1
64 0 3
125 123 4
41 72 1
56 130 2
102 30 2
81 67 2
28 7 3
67 48 1
124 131 1
55 103 1
32 100 1
127 92 2
14 83 4
67 34 1
22 71 4
53 135 4
119 86 2
119 4 3
83 36 2
50 5 3
27 34 3
1 145 1
22 145 4
117 62 3
108 25 4
112 76 2
134 26 4
149 77 4
131 132 4
115 109 4
83 132 2
0 78 1
2 44 2
26 27 4
12 76 4
143 62 2
8 135 2
21 128 2
59 93 1
87 15 1
61 89 3
43 85 2
112 50 3
16 131 3
143 107 1
28 71 4
146 126 3
71 106 1
42 100 1
86 64 2
9 7 2
36 133 2
50 122 2
65 100 2
61 142 1
114 23 1
134 58 1
38 6 4
135 0 3
106 85 3
45 50 1
38 42 4
129 53 1
58 56 1
106 68 3
132 109 4
86 47 4
63 129 3
116 6 3
72 69 4
28 20 3
77 85 4
12 108 1
22 41 2
53 88 1
92 69 4
112 111 1
110 1 4
135 126 3
40 12 4
53 5 4
136 129 4
83 49 3
90 57 2
69 117 1
65 21 3
147 89 2
43 132 1
10 43 3
126 74 1
115 32 4
122 102 1
40 10 1
44 141 3
56 13 4
63 102 3
94 113 4
130 42 2
91 17 2
147 84 4
42 102 3
81 139 2
7 149 4
66 87 4
135 11 3
19 62 4
105 93 3
94 37 3
14 138 3
40 66 2
126 101 3
70 91 2
145 143 4
135 54 4
57 92 4
49 68 2
40 34 4
27 117 2
89 17 1
90 27 1
20 77 3
146 50 4
99 122 4
40 29 1
81 127 3
144 112 2
125 8 3
116 134 2
90 79 1
69 105 4
53 42 2
0 123 1
30 89 2
91 33 2
58 30 2
112 93 4
75 21 4
59 26 3
145 10 2
137 35 3
29 149 3
79 20 4
16 91 2
94 117 4
18 132 4
0 43 4
13 65 2
47 88 1
128 19 1
26 135 2
38 107 3
87 95 3
87 110 2
28 136 1
86 146 1
1 116 2
66 92 3
102 107 2
143 99 4
34 88 1
73 144 4
31 78 3
22 40 4
134 82 2
83 131 3
105 144 3
79 9 4
107 104 2
111 121 4
10 100 2
31 7 3
57 13 3
60 75 1
103 145 4
1 84 2
102 14 3
135 125 3
28 108 3
29 58 4
17 117 1
116 70 3
107 2 2
82 66 2
16 19 1
132 135 1
55 140 4
149 130 3
53 15 1
136 56 2
139 84 1
14 32 3
24 12 2
117 28 3
12 144 4
56 133 1
43 38 2
1 102 3
9 110 4
108 88 2
30 37 1
15 65 1
119 128 2
59 119 1
57 93 1
75 58 1
118 92 3
5 96 1
56 69 2
49 88 4
15 47 2
0 96 2
73 132 3
89 73 2
120 3 4
127 77 1
122 129 1
4 48 4
143 57 3
146 24 4
116 33 4
30 10 3
79 14 3
122 111 2
94 45 3
149 18 3
60 131 3
149 112 3
51 126 3
83 112 2
91 103 3
22 63 1
4 71 3
118 14 1
54 139 3
76 77 2
95 113 2
90 47 3
134 125 1
51 17 1
88 64 2
117 10 3
108 20 3
70 82 4
58 109 4
71 45 3
19 145 4
5 9 1
145 80 4
117 115 4
116 76 2
75 51 4
81 0 2
51 24 3
56 148 3
68 130 2
120 7 4
41 94 3
93 115 4
66 48 2
140 139 3
110 2 4
63 132 4
110 58 4
49 108 3
80 79 2
41 25 4
127 32 1
51 70 4
147 73 1
47 68 1
130 143 3
140 92 1
47 106 4
67 116 3
105 84 3
144 33 1
74 92 2
68 138 1
69 46 2
41 6 3
55 17 2
16 55 2
107 31 2
80 93 2
98 38 2
3 82 1
129 130 2
98 70 4
35 87 3
107 36 4
137 133 3
110 93 4
26 2 3
106 107 4
58 79 4
17 135 3
87 100 2
85 149 1
5 97 4
41 71 2
95 135 4
26 123 3
102 131 2
89 59 3
61 52 3
13 110 2
146 104 2
80 40 2
145 9 4
12 34 1
74 11 1
147 66 2
127 40 2
25 48 4
138 107 2
75 98 3
98 2 3
50 12 3
84 18 3
78 60 4
42 62 2
58 147 4
14 81 3
124 23 4
87 129 1
87 136 1
16 56 4
18 133 3
121 132 4
64 35 1
78 50 3
20 100 1
131 143 4
86 12 2
132 92 4
57 77 3
12 100 3
15 20 4
144 11 3
78 144 4
45 72 4
121 90 2
98 129 4
52 141 3
12 69 2
135 61 2
46 39 2
132 75 2
109 13 3
54 17 1
71 63 1
15 70 4
20 22 3
148 58 2
80 30 4
22 118 2
79 42 2
52 73 2
128 82 1
66 4 4
40 73 2
81 73 4
31 85 3
119 19 1
122 76 1
97 82 4
131 149 3
29 34 2
100 22 4
94 98 4
81 11 2
120 71 3
46 110 4
146 14 4
46 23 2
27 36 4
113 58 4
98 62 3
134 70 3
100 138 1
26 140 2
0 13 3
68 140 4
9 113 1
87 37 1
73 125 3
26 9 1
125 137 4
74 14 3
28 79 2
84 99 4
102 62 1
33 141 3
38 130 4
102 0 4
59 131 2
136 79 3
84 12 2
42 30 2
124 5 2
122 83 4
43 36 3
21 64 4
13 125 2
56 15 2
9 61 1
87 85 4
82 43 3
7 3 2
81 31 3
133 30 3
55 90 2
9 28 3
128 55 3
47 118 3
121 118 4
51 1 2
126 149 1
58 115 4
120 72 3
6 94 4
106 115 1
27 32 1
79 36 3
148 57 3
34 144 4
113 36 2
12 60 3
8 87 1
33 24 1
18 16 3
55 107 4
30 3 3
127 115 1
91 89 2
118 101 4
148 111 3
5 61 1
125 32 3
33 135 4
121 129 1
138 35 3
148 35 3
53 105 4
59 107 1
2 136 4
64 59 4
22 93 2
2 41 4
63 69 2
111 101 1
60 132 3
36 101 1
15 13 4
74 50 3
132 105 3
36 124 1
11 33 2
98 49 2
49 86 3
104 31 2
119 25 1
92 58 1
44 145 4
96 132 4
19 67 2
83 58 4
46 86 2
87 82 2
137 8 4
17 138 2
88 85 2
81 18 1
100 1 2
69 93 4
137 114 3
125 45 3
34 11 2
2 144 1
136 145 4
126 76 2
9 45 3
56 71 4
114 45 3
125 120 2
15 28 1
112 77 2
148 3 2
109 5 1
143 54 1
99 73 2
0 103 1
56 72 4
74 75 4
1 131 2
93 34 2
119 113 1
53 113 2
99 98 4
1 75 1
143 108 4
125 20 2
121 22 2
7 134 3
114 66 2
95 103 3
65 135 3
50 107 4
114 68 2
3 116 1
30 2 1
106 37 1
76 96 1
85 1 2
98 48 3
127 103 2
9 32 4
14 2 1
113 80 4
33 137 3
18 93 2
133 80 4
127 113 3
107 148 1
50 37 2
49 60 3
142 14 4
125 97 2
127 108 1
35 79 1
79 74 4
2 63 3
145 85 3
74 136 1
81 38 1
102 51 4
125 80 1
17 58 1
64 129 2
31 97 1
148 44 2
124 108 1
40 132 3
8 102 2
128 72 2
27 59 4
66 141 3
36 135 2
43 53 2
117 78 2
125 87 4
46 146 1
16 25 3
20 24 3
87 62 2
67 6 3
50 57 1
13 70 3
76 62 3
95 144 3
69 19 2
29 11 4
15 16 4
147 57 1
5 68 4
29 60 1
54 34 2
135 145 1
86 83 4
64 19 1
102 45 1
113 109 1
40 121 1
43 63 1
76 23 1
71 119 1
1 47 2
17 144 1
146 148 4
103 121 2
37 65 1
140 98 4
110 125 2
113 35 1
86 30 1
16 129 1
119 43 1
134 137 1
66 14 1
105 51 1
101 138 2
106 48 1
144 119 2
149 95 4
52 129 2
49 135 4
84 138 2
148 84 2
127 47 4
148 85 3
147 122 3
8 77 3
114 56 2
1 21 2
101 96 1
114 14 1
118 9 2
62 77 4
9 54 3
9 82 3
12 5 4
17 124 2
47 64 4
129 24 3
85 65 2
60 90 2
68 116 1
37 126 1
28 87 3
67 85 1
2 115 4
107 32 4
1 13 3
91 99 1
58 61 2
4 146 4
129 1 1
136 101 3
84 6 3
89 132 4
95 130 3
91 94 2
132 71 1
18 27 2
149 90 1
101 102 2
139 38 1
101 25 2
21 104 1
38 92 4
116 140 3
97 52 1
75 68 4
116 10 4
123 81 2
8 68 2
128 120 4
94 87 2
23 105 3
82 126 3
142 66 1
9 132 4
18 35 2
118 32 4
73 148 3
55 1 2
70 92 1
79 30 1
22 104 4
73 2 3
76 66 3
113 147 3
57 43 1
47 16 4
145 68 4
4 27 1
146 44 3
44 123 2
64 66 4
79 83 4
80 148 1
138 49 3
42 21 3
81 101 2
80 3 1
24 37 1
144 131 2
58 142 2
50 126 2
34 148 2
6 118 4
107 33 3
82 63 1
142 38 3
50 106 4
70 145 1
135 37 4
92 28 3
25 95 4
14 99 4
23 103 3
78 91 1
24 143 2
76 144 4
79 60 4
97 51 4
135 41 2
21 69 4
51 123 1
16 32 3
63 87 2
45 78 1
36 23 4
132 140 3
2 52 3
38 77 3
149 103 1
61 34 4
82 44 2
7 89 2
72 135 1
148 16 2
35 97 2
3 62 3
3 88 3
45 90 3
48 85 3
66 144 4
56 84 1
53 9 4
42 71 1
107 72 1
0 129 1
47 146 3
82 64 2
47 72 4
27 101 3
7 92 2
33 49 1
81 59 2
87 9 3
143 46 4
80 16 3
133 16 4
36 132 4
117 85 3
103 48 4
77 147 4
118 71 1
3 141 1
66 31 2
79 26 2
66 119 2
118 38 4
128 102 1
1 88 2
42 105 1
90 4 4
74 87 2
71 14 3
43 21 3
28 85 1
142 107 1
35 116 3
43 128 4
31 148 1
36 15 3
139 83 2
37 58 3
113 10 2
127 121 4
48 140 4
70 39 1
50 113 3
12 20 3
29 96 2
146 75 1
97 89 2
14 103 3
25 115 3
119 32 4
107 17 1
119 114 1
85 26 1
73 61 4
82 10 1
121 52 1
134 49 4
139 136 2
99 21 4
81 23 2
30 95 4
121 142 4
96 8 1
120 64 2
85 3 1
61 22 4
31 3 2
4 39 2
48 79 1
82 132 1
118 44 3
105 18 3
112 21 4
58 38 1
32 18 2
32 4 3
59 123 1
1 112 1
20 127 1
34 140 1
57 91 2
91 2 1
124 145 1
124 103 4
63 60 2
73 28 1
105 10 2
139 70 2
139 56 4
128 104 1
110 11 4
84 34 2
63 65 3
27 71 3
64 4 3
121 123 3
28 89 4
30 33 2
117 37 3
144 61 3
32 61 1
84 124 3
91 60 3
124 67 1
101 18 4
116 133 4
61 39 2
113 149 3
97 84 3
68 118 4
3 29 4
141 145 2
141 60 4
143 103 4
92 6 1
54 97 1
23 80 2
92 17 3
133 35 1
80 14 1
10 58 1
124 129 2
57 15 2
131 71 2
105 125 3
80 130 3
62 32 2
63 32 3
133 11 1
18 50 2
4 80 3
22 62 3
67 117 1
14 60 3
2 76 3
110 62 2
54 89 4
22 24 4
116 87 2
133 125 1
32 149 1
12 39 1
15 51 4
59 56 2
143 97 2
46 79 3
94 80 1
122 52 2
76 30 4
133 147 4
18 69 3
138 30 1
99 87 3
125 130 4
80 119 1
18 111 2
81 91 2
52 71 4
62 147 4
139 115 2
75 143 2
35 73 3
125 25 2
107 145 1
149 94 1
24 105 4
82 98 1
105 71 4
65 36 1
121 105 3
94 14 3
24 0 1
65 111 2
61 79 2
134 43 1
75 125 1
37 98 3
96 50 1
26 78 2
111 120 3
68 82 3
9 76 3
88 125 1
118 67 2
72 134 3
107 9 4
136 38 1
16 0 1
91 21 4
143 102 4
134 73 4
146 96 2
69 102 3
99 78 1
17 63 4
132 148 4
101 65 2
9 24 1
76 54 3
35 147 3
36 18 2
33 59 2
61 84 1
130 103 2
95 15 2
107 49 3
103 83 4
6 105 4
2 130 1
97 8 3
18 98 2
46 116 4
131 101 3
86 126 2
43 102 2
114 10 3
97 90 1
44 24 3
17 90 1
124 94 2
18 130 3
39 38 1
100 45 2
39 60 1
41 29 3
46 45 1
5 31 1
103 142 3
72 44 4
71 142 1
28 62 4
86 141 2
75 36 2
118 113 3
96 1 1
62 48 3
24 74 4
149 107 3
78 41 4
82 108 1
111 46 4
51 133 2
33 60 1
41 1 3
139 117 4
88 25 2
137 64 3
138 83 4
143 116 2
11 37 4
117 24 3
42 118 4
97 122 3
38 56 1
121 147 3
29 43 2
51 82 4
70 36 1
73 117 3
19 134 2
106 109 2
49 130 4
34 42 3
133 22 1
111 8 1
100 13 3
47 26 1
11 50 4
82 140 1
114 136 3
40 45 4
130 39 4
29 100 3
117 21 2
129 127 2
116 26 1
53 103 3
93 135 3
88 122 1
81 144 2
16 121 4
70 128 4
62 60 1
44 135 2
101 78 1
73 88 1
0 108 2
104 139 4
53 26 4
53 41 2
21 58 4
91 51 4
128 16 4
56 54 2
93 5 2
80 75 1
113 30 3
83 5 1
137 83 4
9 20 1
139 106 3
134 133 2
7 60 2
50 72 3
6 89 1
23 30 4
114 84 3
32 148 2
130 132 1
60 89 2
34 68 3
141 109 1
137 99 2
72 117 3
17 45 3
141 102 4
32 75 1
111 55 3
82 46 4
93 131 3
51 135 1
33 83 2
112 122 2
64 8 1
81 49 2
72 119 1
0 8 3
19 107 1
105 75 3
6 15 4
81 58 2
79 117 3
45 1 3
125 109 2
124 100 1
129 91 1
9 75 3
143 43 3
4 129 2
0 83 4
32 67 4
133 139 1
104 138 2
140 136 3
79 130 1
148 36 4
114 142 1
121 99 1
146 127 1
8 83 2
129 65 2
125 28 1
75 82 3
94 85 1
121 146 1
100 43 2
33 39 3
46 121 3
20 33 4
3 32 3
148 129 4
40 30 3
14 44 2
35 110 1
112 20 4
121 73 1
25 141 4
15 86 1
