4900 100
0 9 8
1 65 2
2 22 9
3 22 3
4 5 9
5 54 4
6 44 6
7 98 4
8 44 2
9 88 5
10 36 4
11 59 5
12 31 7
13 67 6
14 67 6
15 13 9
16 80 3
17 61 4
18 4 7
19 61 4
20 45 7
21 62 4
22 89 2
23 89 2
24 52 7
25 1 2
26 5 4
27 62 4
28 68 2
29 53 9
30 12 7
31 60 1
32 30 4
33 8 3
34 82 5
35 50 3
36 50 3
37 81 3
38 84 3
39 24 1
40 83 8
41 5 5
42 77 6
43 40 3
44 56 7
45 65 8
46 81 7
47 82 9
48 10 6
49 21 1
50 14 8
51 14 8
52 65 4
53 29 2
54 92 3
55 45 2
56 63 7
57 63 7
58 20 4
59 26 4
60 25 8
61 91 3
62 41 5
63 16 5
64 28 8
65 63 7
66 32 6
67 18 6
68 20 3
69 30 3
70 88 4
71 24 7
72 43 5
73 70 9
74 77 9
75 59 8
76 31 7
77 67 9
78 19 3
79 31 5
80 96 3
81 31 7
82 72 5
83 44 5
84 54 5
85 26 6
86 15 3
87 15 5
88 37 6
89 14 7
90 72 6
91 33 5
92 62 9
93 50 9
94 44 9
95 96 9
96 57 6
97 41 4
98 33 3
99 80 6
91 17 4
33 76 4
28 3 1
20 89 3
56 25 1
4 22 2
29 70 3
65 18 1
74 14 4
16 25 4
97 45 4
44 74 2
56 7 3
92 11 1
8 3 4
69 98 4
77 3 2
19 6 1
6 46 3
98 60 2
48 70 3
6 71 4
85 66 2
24 81 3
30 52 3
46 2 4
70 33 4
29 94 3
49 32 1
52 50 1
6 90 1
97 58 3
11 32 1
5 36 3
7 46 3
67 92 2
1 14 3
28 19 3
15 7 1
4 56 1
7 83 4
48 59 4
11 67 4
3 61 1
55 66 1
29 52 3
39 15 4
86 20 4
91 86 4
80 29 2
14 70 3
37 86 1
24 95 3
55 11 2
11 47 3
64 63 2
11 74 3
60 68 1
54 94 1
94 20 3
92 97 3
82 30 2
80 17 4
60 69 4
66 54 1
1 58 3
96 97 4
31 78 1
94 90 4
90 15 4
31 65 2
99 49 4
35 8 4
21 50 4
58 79 3
75 60 3
0 33 3
13 92 4
30 91 4
0 97 3
2 89 2
87 45 2
96 0 1
59 3 2
10 81 3
18 17 4
74 12 3
82 64 4
23 17 1
15 63 1
89 66 1
2 80 1
28 10 4
12 13 1
8 61 1
9 94 4
4 34 2
31 20 4
55 31 1
96 86 4
69 46 1
46 79 1
72 22 1
60 55 2
31 18 4
84 91 3
1 47 2
3 32 4
50 47 3
38 40 4
96 28 3
29 23 1
59 20 3
44 52 4
17 21 3
20 90 1
67 7 2
12 42 2
83 79 2
48 91 1
70 60 3
57 10 1
23 87 3
64 16 1
86 46 2
41 23 1
33 21 2
79 37 3
62 95 4
96 35 4
77 88 2
56 39 3
96 79 3
82 35 1
74 34 3
10 37 1
62 3 3
86 1 2
12 45 2
98 58 4
43 29 3
28 0 3
4 1 1
48 25 1
80 24 2
43 35 2
57 72 4
51 8 1
33 85 4
66 11 3
0 39 3
7 27 4
72 7 3
35 90 2
84 61 4
49 54 3
79 53 4
30 96 2
6 80 3
40 23 4
97 12 2
78 63 3
71 66 4
7 99 1
22 58 3
18 75 3
72 51 3
51 49 3
43 52 1
65 64 3
85 91 4
22 93 1
92 89 4
93 69 4
68 44 4
38 72 2
69 20 4
30 80 1
44 9 1
75 16 2
45 23 4
40 22 2
22 66 3
15 84 2
31 57 1
71 14 1
86 38 4
7 16 2
40 17 3
63 2 1
44 63 4
68 25 1
27 77 1
41 82 1
4 60 2
7 41 3
63 60 3
15 74 1
74 89 1
79 87 3
7 10 2
30 48 2
26 42 2
42 72 1
42 62 4
86 85 4
62 81 4
34 42 2
16 14 2
5 95 4
38 48 1
7 45 1
77 0 3
9 45 4
31 69 3
2 38 2
57 24 1
98 83 4
36 28 2
7 14 3
20 12 1
6 26 1
11 18 2
0 19 2
19 54 4
17 69 1
74 56 4
52 12 4
97 6 4
6 34 3
23 34 3
75 13 2
72 49 2
16 99 1
47 34 2
84 35 4
35 49 3
