4900 100
0 27 7
1 39 5
2 8 6
3 8 6
4 0 9
5 75 7
6 72 4
7 75 5
8 99 9
9 93 6
10 98 7
11 62 6
12 53 1
13 91 9
14 88 2
15 56 5
16 63 2
17 71 7
18 39 5
19 8 8
20 66 3
21 73 5
22 48 7
23 17 7
24 55 8
25 74 9
26 21 5
27 35 5
28 40 8
29 36 2
30 43 5
31 5 9
32 5 2
33 88 5
34 15 5
35 51 8
36 13 5
37 89 5
38 47 9
39 70 8
40 56 5
41 53 5
42 22 7
43 73 3
44 64 5
45 1 6
46 81 3
47 57 6
48 71 5
49 69 5
50 76 2
51 72 9
52 1 9
53 86 1
54 46 8
55 16 5
56 36 2
57 45 2
58 30 6
59 47 4
60 79 9
61 69 6
62 91 3
63 11 1
64 59 4
65 18 5
66 29 3
67 2 8
68 91 3
69 24 7
70 41 1
71 70 9
72 25 2
73 59 8
74 31 7
75 77 3
76 72 5
77 33 3
78 38 7
79 65 1
80 16 8
81 3 1
82 46 9
83 15 5
84 78 5
85 62 7
86 90 4
87 8 4
88 50 4
89 87 7
90 55 3
91 17 3
92 65 3
93 33 4
94 34 9
95 75 6
96 20 8
97 7 2
98 71 6
99 12 5
22 50 2
97 49 4
25 60 1
93 62 2
86 63 2
79 13 1
94 27 1
71 86 4
31 13 3
66 69 3
57 62 3
29 1 3
49 32 4
10 63 2
36 59 3
69 28 3
98 69 1
21 97 3
45 69 3
11 33 3
2 17 3
34 13 4
13 43 4
18 32 1
39 15 1
23 51 3
92 55 2
3 9 4
63 73 2
38 70 2
8 98 1
67 69 4
91 11 3
29 80 1
58 77 4
97 18 2
77 72 1
90 15 3
70 25 4
78 21 4
76 16 4
14 65 1
80 88 3
47 51 2
91 18 1
58 35 4
48 73 1
23 10 4
2 18 4
9 94 4
36 31 4
55 31 4
6 60 1
71 78 1
92 10 3
86 34 1
96 86 4
24 25 4
85 35 4
18 3 2
80 86 2
90 65 1
72 64 1
51 4 3
27 73 4
14 34 2
68 67 2
76 48 2
95 73 4
64 16 3
10 29 3
58 73 2
30 12 2
77 40 2
82 35 3
84 97 2
82 75 4
45 93 1
0 76 1
81 92 1
97 54 1
16 44 4
68 95 2
24 66 1
66 5 1
66 61 2
32 63 1
88 61 3
0 39 4
18 35 1
63 33 1
84 61 3
37 86 4
72 55 4
26 8 4
18 85 4
90 98 1
13 6 4
27 65 3
97 31 3
53 85 2
2 81 1
22 93 4
68 44 2
50 27 1
4 28 1
19 75 1
5 88 1
75 43 4
66 23 4
71 14 1
2 15 4
14 31 2
17 24 4
67 63 3
29 78 1
74 89 4
92 31 1
98 65 1
90 13 1
16 42 2
86 85 3
56 37 1
44 22 2
66 46 1
38 8 3
44 4 4
17 85 2
28 51 3
69 85 3
52 46 3
4 93 1
69 52 1
87 82 1
17 69 1
91 21 3
12 29 2
30 27 2
27 72 2
15 27 4
43 89 1
4 29 4
64 50 1
43 32 1
51 69 1
60 43 4
96 40 4
64 33 2
80 98 1
89 53 4
92 20 2
80 54 2
43 80 3
76 31 1
93 49 1
51 7 4
57 82 1
87 38 2
69 60 2
40 44 3
13 26 2
46 8 2
1 40 4
96 61 1
32 62 3
18 98 3
5 34 3
14 15 1
43 63 4
7 2 4
46 4 1
29 99 3
58 82 1
39 32 4
86 74 3
89 46 1
89 72 2
96 54 3
