612 50
0 14 1
1 49 6
2 7 8
3 12 8
4 32 2
5 32 9
6 44 8
7 22 7
8 43 1
9 47 9
10 32 8
11 5 1
12 36 9
13 35 4
14 37 9
15 29 9
16 36 6
17 28 1
18 25 3
19 9 4
20 34 6
21 1 3
22 46 7
23 46 6
24 43 3
25 38 4
26 41 1
27 12 5
28 49 1
29 35 9
30 13 5
31 1 3
32 4 9
33 26 7
34 31 4
35 26 3
36 8 1
37 5 5
38 17 3
39 10 6
40 20 6
41 49 1
42 34 6
43 21 5
44 25 4
45 30 8
46 45 1
47 26 6
48 16 1
49 28 1
13 39 3
28 15 4
2 36 3
37 47 2
30 15 4
14 33 4
3 36 4
33 35 2
32 11 1
34 44 4
19 6 4
14 19 3
10 8 2
48 5 2
33 27 1
18 11 3
5 44 1
15 4 4
49 46 3
17 12 2
38 8 4
29 33 4
1 4 4
24 9 1
29 25 1
9 17 1
36 37 4
6 0 4
30 44 4
9 10 4
40 39 1
38 11 4
37 21 3
48 14 2
32 42 2
9 34 3
3 42 1
18 23 3
23 44 3
42 21 2
37 24 2
40 11 4
48 26 3
48 24 1
6 9 1
17 15 2
27 22 3
25 6 1
12 19 3
20 23 3
46 9 2
8 14 4
19 10 4
18 36 3
24 25 2
19 26 4
2 8 4
40 43 4
47 0 4
4 0 1
32 25 1
27 36 4
42 6 1
45 34 2
27 18 1
17 10 1
11 20 2
38 2 2
29 5 4
25 23 3
37 48 1
3 39 2
39 43 4
41 15 4
5 8 2
22 24 2
13 49 3
48 11 2
14 3 1
40 38 3
33 43 4
34 1 4
29 4 1
33 17 2
26 40 2
33 22 4
41 36 1
31 37 4
43 25 4
18 0 3
17 40 4
17 31 2
43 5 2
40 29 2
37 22 4
41 17 1
6 20 1
23 1 2
16 0 2
2 6 2
41 35 4
42 5 2
32 12 2
5 23 1
6 45 2
16 46 3
15 27 1
4 45 4
23 38 2
42 25 2
4 17 4
44 10 3
29 9 2
42 45 1
22 36 1
31 13 4
47 10 3
3 13 2
13 11 3
34 24 3
14 9 3
25 39 2
39 29 4
6 24 4
41 13 1
0 9 4
25 4 4
15 1 3
37 16 1
48 0 4
37 26 1
10 46 3
35 14 2
20 49 4
14 26 4
29 37 2
43 36 4
1 26 1
16 6 3
1 46 1
17 34 1
39 17 3
40 5 1
12 2 4
36 46 4
23 37 2
2 33 2
2 16 3
13 45 3
15 39 1
48 41 2
8 40 2
24 10 3
0 38 3
8 9 1
22 23 2
24 42 4
40 47 3
28 35 2
5 35 2
22 30 4
11 21 3
11 9 3
23 45 3
20 46 4
16 5 2
34 49 3
3 45 1
33 16 2
25 12 3
32 48 4
