31188 500
0 438 8
1 144 2
2 461 9
3 82 1
4 175 4
5 132 2
6 267 5
7 418 9
8 137 1
9 413 1
10 106 7
11 131 9
12 239 4
13 345 6
14 350 1
15 166 8
16 400 8
17 410 9
18 129 1
19 407 8
20 181 9
21 452 9
22 331 9
23 2 3
24 18 5
25 308 7
26 167 5
27 255 5
28 15 7
29 160 8
30 297 8
31 469 1
32 274 8
33 27 3
34 8 2
35 44 3
36 13 1
37 135 8
38 70 9
39 229 1
40 267 4
41 344 6
42 296 5
43 332 8
44 471 7
45 82 5
46 423 1
47 412 2
48 57 6
49 347 8
50 231 8
51 319 7
52 269 3
53 387 9
54 245 7
55 39 3
56 147 8
57 299 1
58 269 5
59 441 8
60 56 9
61 86 1
62 47 7
63 43 2
64 415 9
65 225 4
66 339 3
67 85 2
68 439 9
69 388 6
70 398 4
71 112 5
72 398 6
73 65 8
74 189 2
75 442 1
76 113 6
77 395 6
78 385 3
79 390 5
80 467 8
81 461 1
82 22 4
83 446 7
84 262 2
85 144 7
86 452 5
87 345 7
88 405 3
89 81 3
90 28 8
91 148 3
92 424 5
93 316 5
94 41 8
95 432 1
96 283 3
97 33 4
98 266 4
99 385 1
100 43 6
101 86 7
102 406 6
103 220 9
104 108 8
105 465 3
106 305 5
107 416 1
108 175 9
109 100 6
110 285 1
111 157 2
112 156 7
113 88 6
114 49 1
115 453 6
116 285 1
117 471 2
118 461 4
119 404 1
120 368 1
121 489 1
122 156 3
123 443 6
124 498 6
125 306 2
126 116 2
127 217 1
128 52 7
129 69 7
130 26 9
131 370 1
132 252 7
133 200 5
134 464 9
135 487 7
136 18 3
137 44 9
138 480 9
139 265 7
140 148 6
141 275 6
142 490 5
143 150 2
144 474 8
145 5 4
146 232 8
147 197 5
148 202 1
149 342 8
150 93 8
151 201 3
152 106 5
153 301 3
154 399 1
155 412 1
156 412 1
157 41 6
158 440 5
159 448 3
160 282 5
161 39 5
162 89 2
163 156 9
164 407 5
165 372 3
166 346 8
167 287 9
168 96 6
169 283 5
170 119 5
171 289 7
172 258 2
173 177 7
174 213 2
175 278 4
176 95 1
177 449 2
178 488 9
179 63 7
180 121 5
181 91 5
182 453 7
183 409 4
184 274 9
185 135 1
186 310 8
187 62 4
188 183 2
189 464 1
190 261 7
191 283 8
192 305 6
193 79 9
194 334 7
195 402 3
196 43 9
197 139 8
198 479 4
199 252 1
200 205 5
201 143 4
202 81 1
203 48 8
204 222 9
205 433 8
206 85 8
207 391 9
208 377 8
209 413 9
210 487 3
211 425 2
212 68 4
213 72 8
214 0 7
215 169 6
216 161 9
217 90 6
218 453 5
219 325 5
220 29 1
221 21 7
222 386 2
223 389 5
224 11 2
225 425 9
226 390 5
227 132 6
228 487 8
229 413 6
230 376 9
231 260 6
232 54 2
233 282 1
234 367 5
235 53 9
236 211 5
237 254 6
238 374 7
239 69 7
240 6 5
241 298 2
242 185 6
243 220 7
244 167 3
245 223 7
246 49 4
247 320 5
248 141 7
249 231 7
250 257 1
251 25 1
252 307 8
253 313 2
254 313 2
255 214 7
256 202 7
257 103 5
258 407 3
259 74 1
260 466 6
261 293 5
262 47 7
263 104 2
264 362 9
265 408 2
266 340 1
267 129 8
268 443 5
269 26 4
270 87 7
271 125 9
272 116 6
273 197 2
274 204 4
275 98 6
276 60 4
277 174 5
278 374 8
279 335 4
280 325 4
281 191 2
282 68 8
283 103 8
284 180 3
285 70 5
286 374 6
287 47 8
288 460 1
289 225 8
290 264 2
291 329 3
292 156 8
293 181 9
294 58 1
295 214 5
296 464 7
297 179 6
298 456 6
299 243 4
300 243 9
301 440 8
302 87 3
303 65 8
304 494 5
305 243 5
306 234 9
307 57 8
308 431 2
309 495 3
310 293 2
311 118 3
312 487 1
313 79 3
314 62 7
315 334 1
316 441 3
317 151 5
318 372 6
319 67 3
320 450 8
321 6 8
322 321 1
323 396 4
324 20 1
325 259 3
326 442 3
327 77 6
328 382 2
329 190 9
330 37 8
331 317 2
332 292 6
333 215 1
334 46 8
335 245 9
336 429 5
337 311 7
338 406 5
339 139 9
340 474 3
341 7 6
342 493 3
343 145 4
344 118 1
345 32 1
346 220 3
347 250 6
348 346 2
349 179 2
350 70 1
351 307 7
352 231 7
353 182 3
354 169 5
355 499 6
356 165 8
357 119 8
358 123 1
359 71 6
360 175 3
361 33 8
362 388 7
363 268 4
364 261 6
365 285 7
366 239 5
367 52 5
368 99 7
369 91 8
370 424 4
371 194 5
372 178 1
373 57 6
374 315 3
375 244 2
376 42 2
377 80 2
378 51 1
379 405 7
380 282 3
381 272 9
382 165 4
383 395 2
384 208 5
385 153 2
386 468 5
387 343 7
388 339 3
389 280 8
390 113 8
391 397 8
392 16 4
393 370 2
394 75 2
395 438 4
396 438 4
397 375 8
398 204 9
399 104 7
400 213 2
401 207 7
402 307 7
403 80 8
404 161 6
405 436 3
406 303 1
407 116 9
408 464 7
409 364 8
410 379 5
411 296 4
412 89 1
413 87 6
414 309 7
415 267 8
416 146 5
417 353 6
418 240 9
419 240 9
420 243 5
421 457 8
422 226 4
423 284 6
424 160 8
425 387 1
426 23 6
427 295 8
428 197 9
429 198 9
430 275 9
431 6 6
432 252 6
433 375 7
434 484 5
435 331 6
436 306 6
437 8 2
438 102 5
439 456 6
440 451 7
441 279 5
442 272 4
443 90 1
444 375 3
445 246 7
446 54 1
447 77 1
448 130 2
449 241 6
450 132 5
451 208 5
452 64 5
453 64 5
454 124 7
455 238 8
456 85 9
457 321 1
458 99 6
459 245 3
460 21 1
461 131 7
462 385 6
463 486 1
464 495 2
465 476 7
466 484 6
467 92 5
468 492 3
469 108 3
470 187 7
471 194 7
472 92 9
473 127 6
474 199 9
475 199 9
476 110 6
477 349 1
478 366 2
479 64 9
480 494 2
481 225 4
482 498 4
483 373 3
484 94 2
485 433 3
486 19 3
487 358 1
488 89 2
489 105 3
490 223 2
491 415 4
492 329 5
493 147 9
494 281 3
495 470 6
496 21 6
497 317 1
498 285 7
499 9 5
332 449 3
464 295 2
420 248 4
391 456 1
366 405 3
1 139 1
272 82 2
146 230 4
377 380 3
124 125 1
23 348 3
276 350 4
470 229 3
156 59 4
77 453 2
174 481 3
113 243 1
95 373 1
252 284 2
262 111 3
479 469 4
265 327 2
16 485 2
222 253 2
178 312 4
137 246 4
346 428 1
329 494 2
47 12 2
185 236 1
482 334 3
357 240 4
172 324 2
201 208 4
420 189 3
20 443 4
369 66 1
241 195 4
180 61 4
330 420 3
312 225 3
316 266 4
150 141 3
454 151 4
99 376 1
266 250 2
250 494 2
446 381 1
411 413 4
111 365 2
138 204 3
310 215 2
92 222 2
386 431 2
182 44 3
376 86 3
344 183 4
252 209 4
86 174 4
75 91 3
154 179 4
376 404 4
267 437 3
218 195 1
20 44 4
217 10 3
50 318 2
386 94 4
248 335 2
332 139 2
421 104 1
38 498 4
434 314 3
246 350 2
407 378 3
179 46 1
59 89 4
87 272 4
65 239 1
422 339 2
173 302 2
324 341 2
178 257 3
109 58 4
311 403 3
244 128 2
279 474 1
462 331 3
205 115 3
440 420 2
113 469 1
449 0 3
274 409 4
207 49 4
308 75 1
246 364 2
490 461 2
315 204 3
415 425 4
125 101 3
208 207 1
186 36 1
284 443 3
414 389 4
437 228 4
105 492 1
278 205 2
244 20 2
134 322 1
213 323 2
459 6 3
339 379 3
367 82 3
243 197 3
312 50 1
372 92 4
499 15 3
26 153 1
179 54 1
18 125 2
249 454 4
293 341 4
42 98 2
440 166 3
330 126 3
52 226 2
415 209 3
39 455 3
18 35 4
219 494 3
271 40 3
480 284 2
482 319 2
284 15 2
437 45 1
37 427 4
451 74 3
169 385 4
78 42 3
220 199 1
61 236 3
167 265 3
307 25 1
22 313 3
82 93 3
379 111 3
9 136 1
196 174 3
169 78 3
179 405 3
294 72 4
0 406 3
331 209 4
423 273 2
89 382 1
482 108 4
64 11 2
180 343 1
385 172 3
142 279 3
325 13 1
448 285 2
102 253 1
14 412 1
78 30 2
315 219 4
88 444 3
222 407 4
419 53 3
213 11 2
11 320 1
345 267 1
282 368 2
34 346 4
310 481 2
478 132 4
324 56 3
49 203 4
467 333 1
286 126 2
182 428 4
287 16 2
135 165 3
401 267 2
495 448 3
18 249 1
111 73 3
342 10 1
204 191 3
38 173 2
467 135 3
26 168 3
497 297 1
81 405 2
33 136 3
44 360 1
413 332 2
73 362 4
313 491 3
380 329 4
492 334 1
196 402 2
382 230 2
398 331 1
458 302 1
110 61 4
143 70 3
253 297 4
239 215 4
404 331 3
