95 20
0 4 1
4 6 4
6 7 7
4 19 2
7 9 9
9 5 1
9 8 5
8 11 4
8 17 2
8 14 2
14 16 2
4 1 4
14 10 2
1 12 4
10 18 1
9 15 8
11 2 8
5 13 7
17 3 8
12 19 2
5 10 1
4 11 2
0 9 2
15 8 2
9 2 3
15 6 1
12 7 4
6 19 2
10 15 1
12 6 1
0 15 1
14 5 4
19 5 4
5 8 3
6 17 3
9 10 3
17 1 1
11 17 1
18 17 3
4 15 4
5 17 1
0 10 4
0 8 4
7 19 3
13 7 3
19 0 4
16 7 2
16 3 2
1 8 2
19 3 1
8 2 4
0 13 3
16 0 1
13 2 4
3 6 2
5 6 4
14 18 4
1 14 1
7 8 4
16 11 4
14 2 3
2 3 4
2 10 1
1 19 3
15 12 3
9 14 1
12 0 1
6 18 3
2 1 2
12 14 1
15 16 1
11 15 4
16 13 1
17 16 1
13 10 3
4 9 1
18 12 2
3 8 4
11 0 2
13 12 1
10 4 1
3 18 2
3 15 1
19 11 4
17 19 2
8 13 3
15 19 3
15 14 3
3 14 1
3 0 4
8 16 1
10 11 3
10 12 1
13 4 4
11 9 2
