95 20
0 4 1
0 9 2
0 11 2
4 15 2
9 14 6
4 5 3
5 3 9
3 16 2
9 17 1
5 2 9
16 1 8
4 19 6
0 6 8
19 13 1
14 10 2
5 12 7
15 8 8
6 18 1
19 7 2
16 9 3
16 18 4
19 6 3
17 8 4
5 1 2
2 7 1
13 7 3
7 12 1
5 10 1
13 10 2
17 6 2
9 19 1
1 0 3
14 7 3
16 12 1
17 16 3
16 19 3
19 0 1
9 10 1
7 11 3
1 7 1
10 8 2
19 12 2
0 5 2
1 18 2
9 11 2
9 8 4
13 4 3
8 5 2
13 18 2
0 12 3
9 3 3
5 17 4
18 4 1
16 2 3
10 19 3
12 4 1
11 10 2
19 8 4
1 15 2
2 4 4
3 2 4
3 6 3
15 2 1
19 1 4
7 8 1
5 9 2
19 14 3
3 19 1
16 5 4
15 0 4
11 16 4
10 17 4
18 9 2
16 14 3
10 12 1
14 3 1
15 12 4
3 0 1
14 4 4
18 11 4
19 2 4
2 6 4
6 7 2
17 7 2
15 17 3
15 14 1
17 18 3
5 7 2
14 6 2
4 7 2
9 4 4
15 6 1
2 11 3
14 5 2
10 3 3
