95 20
0 13 3
0 11 2
13 16 7
0 10 8
11 18 6
18 9 9
13 15 6
10 3 9
18 7 9
0 17 2
11 14 7
13 6 1
17 2 9
11 19 2
16 5 7
14 4 7
5 8 1
5 1 7
4 12 2
18 19 2
18 0 3
18 4 4
13 19 1
2 7 1
15 11 2
8 13 4
7 11 1
1 0 4
17 8 3
2 1 4
6 14 1
0 4 4
0 8 4
10 15 4
10 18 1
3 7 3
0 6 3
10 2 1
2 3 1
0 3 1
18 13 4
14 7 2
18 5 2
8 4 1
6 2 3
11 13 1
15 16 2
16 8 1
12 16 2
13 4 1
17 6 4
5 4 1
16 14 1
9 11 1
2 4 1
12 10 4
17 14 4
6 3 4
7 6 4
8 9 2
5 15 4
5 14 2
16 10 4
3 8 1
9 0 2
16 3 1
19 16 3
15 19 3
7 12 2
17 16 3
15 9 2
14 19 4
14 9 3
19 2 4
11 8 2
2 15 1
8 18 1
17 3 4
0 19 2
6 11 3
17 4 2
14 3 1
13 2 3
0 12 2
5 6 1
4 7 3
1 10 1
16 0 4
2 8 2
10 11 4
14 13 4
18 1 4
11 16 2
15 8 3
19 12 1
