1238 100
0 66 7
1 23 9
2 94 6
3 44 4
4 32 7
5 68 5
6 20 2
7 12 2
8 92 3
9 91 1
10 12 5
11 75 1
12 81 4
13 62 8
14 76 5
15 84 6
16 50 5
17 92 1
18 25 3
19 72 3
20 49 4
21 81 5
22 80 3
23 74 3
24 4 4
25 24 2
26 34 9
27 0 3
28 41 1
29 96 7
30 22 8
31 97 2
32 97 2
33 5 9
34 64 5
35 21 8
36 5 9
37 46 3
38 62 5
39 6 9
40 39 4
41 80 3
42 75 4
43 24 6
44 31 6
45 86 5
46 32 9
47 70 3
48 3 4
49 63 6
50 42 7
51 71 3
52 59 1
53 98 5
54 29 9
55 34 3
56 8 9
57 23 9
58 71 5
59 27 4
60 93 3
61 10 4
62 10 8
63 53 5
64 95 2
65 38 1
66 87 2
67 31 2
68 77 6
69 22 8
70 37 6
71 81 5
72 35 3
73 49 7
74 31 9
75 81 4
76 43 2
77 29 5
78 32 2
79 61 2
80 1 3
81 45 3
82 25 5
83 82 3
84 74 9
85 21 5
86 61 6
87 35 6
88 38 6
89 41 9
90 26 7
91 53 4
92 90 7
93 51 4
94 5 5
95 86 5
96 65 1
97 55 8
98 90 8
99 67 4
72 3 4
61 73 3
14 73 1
37 48 1
44 41 3
16 70 4
16 78 2
36 71 4
23 89 3
6 80 1
89 36 3
29 0 2
55 78 2
23 84 4
39 35 4
55 32 4
81 66 1
55 37 3
1 84 3
62 30 4
11 95 4
5 41 1
41 34 3
71 2 4
0 32 3
80 28 4
86 38 4
73 18 3
29 73 2
59 34 2
62 42 3
72 4 1
62 85 3
52 85 4
74 10 3
15 32 1
66 49 2
0 82 1
3 80 1
86 75 2
63 41 1
22 37 2
86 5 4
20 70 2
95 33 4
33 1 3
93 7 3
51 12 4
55 49 4
71 33 2
49 35 2
84 40 2
80 62 1
34 23 1
13 14 2
44 1 2
71 42 4
29 93 3
90 12 4
97 1 3
42 89 2
60 5 4
30 64 4
9 22 1
96 97 4
55 77 4
12 61 3
75 2 4
