1238 100
0 21 4
1 14 9
2 24 7
3 62 8
4 67 6
5 55 4
6 36 9
7 23 6
8 13 1
9 68 6
10 25 8
11 9 2
12 96 4
13 22 6
14 6 5
15 86 8
16 11 2
17 85 2
18 54 6
19 73 4
20 49 5
21 78 3
22 57 5
23 70 2
24 77 2
25 1 3
26 31 4
27 31 9
28 11 2
29 25 5
30 53 1
31 40 4
32 84 3
33 55 5
34 84 5
35 94 6
36 42 3
37 11 5
38 93 1
39 25 4
40 46 5
41 88 9
42 99 9
43 11 1
44 46 5
45 77 2
46 53 5
47 99 2
48 4 6
49 77 3
50 58 4
51 37 1
52 27 1
53 87 4
54 21 7
55 73 6
56 71 2
57 35 4
58 84 3
59 5 6
60 68 1
61 76 4
62 16 5
63 29 2
64 3 2
65 29 2
66 14 7
67 79 4
68 0 9
69 21 3
70 66 2
71 78 6
72 99 5
73 95 4
74 8 5
75 10 6
76 9 6
77 2 2
78 31 6
79 22 3
80 69 5
81 58 3
82 6 1
83 85 6
84 1 1
85 52 1
86 77 3
87 43 1
88 77 7
89 92 7
90 70 7
91 26 6
92 48 3
93 43 4
94 3 5
95 85 4
96 64 2
97 20 6
98 57 6
99 46 6
2 66 2
51 86 2
95 72 4
47 20 4
97 29 3
47 96 1
31 14 2
34 82 2
87 6 4
92 25 4
24 14 3
37 95 2
5 4 4
9 32 2
9 91 3
1 80 2
17 69 1
74 86 1
65 8 2
43 92 2
88 12 4
5 93 2
9 93 4
77 61 2
23 78 1
74 36 4
35 0 4
6 94 3
52 9 4
24 39 3
66 33 3
20 61 2
62 45 3
8 90 3
46 84 3
49 95 4
75 51 3
89 43 4
75 44 4
13 83 2
2 23 4
9 40 1
72 88 2
99 18 1
30 9 1
69 60 1
29 13 4
1 21 2
83 73 2
74 52 2
13 24 4
16 53 3
54 96 1
77 96 1
24 80 1
85 11 4
61 75 1
95 79 2
32 51 4
80 34 2
17 70 4
36 84 2
69 86 1
47 80 1
36 35 4
81 89 2
37 86 1
6 91 1
86 14 3
84 81 1
9 98 3
59 91 3
57 74 1
62 37 3
48 52 4
85 19 4
27 39 4
61 41 1
69 27 2
91 4 4
97 26 4
23 20 2
53 78 3
67 41 1
92 97 3
10 41 4
56 84 3
60 61 3
51 80 4
47 86 3
86 46 3
75 67 4
98 61 2
38 61 1
95 84 3
56 33 2
47 43 3
64 71 2
41 53 2
92 27 4
33 61 4
66 58 4
21 25 3
13 51 1
45 27 2
79 27 4
60 50 1
97 45 4
6 57 1
37 57 3
37 68 1
26 10 2
52 88 4
16 48 3
66 40 2
10 95 1
84 79 1
41 34 1
23 67 2
40 37 3
41 51 2
35 90 1
37 85 1
80 95 1
41 45 4
84 85 4
85 88 4
11 23 3
21 42 4
44 76 3
7 76 3
75 98 4
80 52 3
11 38 1
11 10 3
3 6 1
35 83 2
82 63 2
44 62 2
49 75 1
68 36 1
1 26 4
81 72 2
84 87 1
57 59 1
14 72 2
90 42 2
51 57 1
53 48 3
3 53 3
92 24 2
43 54 2
29 56 3
22 18 1
45 40 3
37 43 3
23 60 2
30 10 3
18 19 1
87 70 2
36 50 2
68 85 4
51 2 4
83 64 1
6 95 2
69 4 1
20 30 4
29 50 3
70 6 1
99 70 4
75 86 4
76 17 4
69 48 1
50 2 1
70 81 2
34 15 4
62 9 2
36 30 2
78 25 4
70 93 3
57 32 1
69 90 3
18 11 3
2 0 1
46 70 4
22 46 4
36 73 2
68 93 1
21 56 2
25 5 3
36 56 4
94 39 1
42 95 3
41 24 2
28 47 3
10 82 2
45 54 1
36 60 2
33 35 2
30 49 2
64 26 3
72 36 3
44 8 4
99 65 1
31 96 3
70 47 1
26 16 3
44 97 4
14 4 1
6 25 1
10 9 1
