123502 500
0 110 9
1 432 2
2 245 2
3 245 2
4 309 8
5 419 3
6 309 9
7 471 4
8 423 6
9 327 8
10 108 4
11 315 8
12 74 7
13 397 4
14 401 9
15 179 9
16 413 4
17 133 7
18 435 4
19 193 6
20 83 8
21 233 2
22 360 4
23 78 2
24 499 4
25 409 5
26 169 3
27 372 3
28 187 1
29 261 8
30 495 5
31 148 2
32 478 1
33 378 8
34 275 4
35 152 3
36 426 7
37 446 1
38 234 5
39 471 7
40 497 1
41 295 1
42 147 1
43 489 7
44 166 6
45 281 3
46 120 4
47 314 2
48 33 5
49 499 7
50 4 2
51 445 9
52 461 7
53 18 9
54 377 3
55 474 8
56 442 8
57 102 1
58 223 4
59 275 5
60 429 5
61 375 2
62 476 8
63 131 1
64 426 6
65 492 2
66 64 4
67 221 8
68 341 7
69 364 8
70 129 5
71 221 6
72 422 5
73 371 3
74 217 7
75 395 2
76 148 5
77 418 2
78 121 5
79 413 9
80 113 9
81 112 3
82 58 4
83 212 1
84 456 9
85 147 8
86 337 2
87 153 5
88 494 3
89 260 3
90 333 5
91 7 7
92 43 2
93 136 4
94 206 6
95 140 3
96 240 4
97 195 7
98 401 8
99 29 4
100 195 2
101 305 3
102 111 6
103 321 5
104 246 7
105 182 9
106 462 8
107 117 8
108 242 1
109 373 6
110 210 3
111 490 9
112 151 3
113 94 7
114 245 5
115 249 5
116 200 3
117 69 6
118 454 7
119 147 6
120 276 8
121 320 6
122 340 5
123 340 5
124 340 5
125 236 3
126 325 1
127 133 8
128 63 6
129 28 6
130 23 3
131 415 4
132 137 8
133 333 3
134 237 2
135 241 7
136 499 7
137 71 5
138 370 2
139 42 9
140 133 3
141 323 5
142 97 8
143 299 1
144 132 4
145 368 1
146 373 1
147 186 9
148 25 3
149 389 6
150 187 4
151 419 1
152 308 6
153 307 3
154 267 9
155 243 7
156 29 8
157 327 8
158 274 1
159 46 2
160 112 4
161 177 3
162 59 4
163 117 1
164 350 3
165 272 4
166 237 6
167 172 3
168 272 4
169 262 6
170 397 1
171 174 7
172 370 7
173 242 5
174 322 3
175 347 6
176 316 7
177 116 4
178 202 2
179 0 2
180 398 2
181 223 9
182 170 7
183 479 3
184 323 5
185 279 3
186 248 3
187 246 5
188 298 1
189 494 5
190 32 5
191 416 2
192 398 4
193 475 6
194 326 6
195 148 1
196 425 7
197 310 9
198 478 4
199 496 4
200 68 8
201 403 3
202 34 9
203 71 3
204 386 7
205 476 6
206 118 3
207 204 8
208 435 2
209 417 1
210 265 5
211 71 5
212 402 6
213 443 6
214 225 9
215 197 9
216 151 9
217 197 1
218 32 3
219 156 8
220 325 7
221 126 2
222 406 4
223 491 6
224 230 6
225 278 4
226 150 2
227 466 4
228 71 2
229 364 1
230 401 4
231 419 4
232 387 6
233 341 6
234 472 5
235 325 1
236 15 8
237 259 7
238 402 5
239 136 8
240 214 9
241 495 3
242 325 8
243 384 5
244 480 4
245 190 9
246 187 6
247 356 5
248 268 3
249 268 3
250 62 7
251 348 8
252 186 6
253 122 8
254 102 9
255 52 7
256 380 3
257 66 6
258 314 9
259 428 8
260 446 7
261 155 1
262 56 3
263 232 9
264 498 9
265 334 2
266 179 2
267 462 2
268 431 5
269 245 6
270 186 7
271 292 6
272 172 7
273 339 2
274 386 3
275 416 1
276 420 5
277 94 6
278 417 6
279 289 2
280 116 4
281 89 8
282 62 7
283 68 5
284 301 6
285 323 9
286 61 6
287 260 2
288 257 5
289 110 5
290 15 1
291 405 5
292 255 5
293 54 4
294 173 3
295 428 3
296 65 6
297 143 1
298 311 8
299 400 1
300 44 2
301 146 8
302 223 9
303 225 5
304 259 9
305 21 2
306 257 4
307 494 3
308 342 6
309 317 4
310 116 8
311 289 6
312 281 8
313 7 7
314 153 4
315 202 2
316 213 5
317 271 2
318 297 1
319 9 7
320 139 8
321 109 4
322 246 5
323 412 5
324 259 8
325 409 4
326 114 3
327 318 2
328 448 7
329 343 3
330 91 8
331 319 4
332 440 8
333 420 5
334 365 4
335 63 8
336 395 2
337 206 4
338 265 7
339 390 1
340 470 4
341 31 4
342 30 6
343 195 1
344 25 3
345 34 8
346 225 9
347 474 4
348 222 7
349 370 5
350 117 1
351 66 8
352 187 8
353 44 5
354 222 6
355 175 7
356 225 8
357 208 8
358 440 3
359 490 4
360 132 5
361 465 2
362 352 2
363 359 6
364 445 2
365 251 4
366 338 1
367 414 8
368 55 8
369 495 3
370 47 5
371 104 1
372 10 2
373 348 2
374 59 7
375 474 5
376 59 5
377 76 8
378 5 6
379 212 9
380 159 4
381 121 2
382 337 8
383 11 1
384 12 6
385 328 2
386 437 8
387 18 6
388 330 9
389 488 2
390 380 7
391 33 4
392 192 5
393 163 3
394 127 5
395 157 1
396 93 4
397 116 3
398 75 7
399 427 7
400 84 7
401 355 6
402 197 6
403 392 2
404 27 7
405 137 5
406 94 3
407 309 1
408 443 7
409 415 4
410 62 9
411 334 2
412 379 2
413 189 1
414 189 7
415 220 5
416 381 6
417 496 6
418 312 6
419 61 4
420 197 1
421 42 7
422 474 9
423 415 8
424 226 5
425 339 9
426 381 3
427 134 5
428 381 2
429 227 7
430 236 3
431 429 7
432 458 1
433 155 1
434 263 2
435 65 5
436 172 7
437 83 3
438 260 1
439 239 9
440 237 5
441 31 5
442 155 9
443 414 5
444 89 4
445 276 5
446 412 3
447 499 4
448 87 5
449 219 6
450 82 6
451 309 6
452 153 9
453 234 2
454 12 3
455 42 4
456 190 4
457 146 4
458 192 5
459 379 1
460 127 6
461 312 8
462 414 2
463 89 1
464 466 2
465 199 2
466 250 8
467 343 4
468 253 7
469 73 1
470 290 6
471 56 7
472 358 5
473 454 9
474 489 8
475 496 9
476 447 4
477 206 6
478 115 5
479 215 4
480 47 1
481 297 2
482 123 4
483 212 4
484 212 5
485 381 8
486 473 6
487 477 4
488 131 2
489 266 2
490 483 4
491 52 7
492 135 4
493 374 6
494 168 1
495 433 3
496 493 8
497 449 8
498 174 2
499 433 3
153 66 2
126 18 3
329 49 4
393 78 4
376 497 2
456 416 4
158 329 3
480 111 4
402 168 4
497 422 4
157 324 3
459 20 4
112 467 4
87 17 2
6 418 4
263 280 4
123 76 4
351 213 4
15 231 4
89 62 2
63 424 3
50 37 4
403 217 3
154 332 3
154 390 3
37 23 1
360 415 2
250 106 4
280 402 2
180 451 1
11 415 3
48 270 2
10 77 3
383 179 4
227 35 1
60 165 3
10 277 3
407 72 2
134 353 4
206 42 4
310 317 2
73 80 2
456 469 2
478 268 3
141 92 2
398 36 2
401 363 1
252 218 2
497 473 3
344 353 1
351 363 4
165 456 3
451 376 4
434 349 4
446 365 1
437 257 2
374 433 1
186 269 2
235 366 2
374 235 3
303 125 3
12 307 1
105 77 3
287 151 3
27 35 3
366 150 3
102 34 1
126 366 4
326 19 2
73 225 3
301 8 1
332 433 3
329 3 4
66 246 1
205 93 3
55 332 1
469 33 3
465 414 3
417 140 4
317 115 2
235 123 4
216 114 2
417 397 2
417 300 4
211 428 1
237 358 3
282 122 4
2 485 1
435 498 3
192 76 4
380 372 3
238 106 2
250 423 4
468 196 1
344 343 4
59 428 3
327 408 3
430 258 4
258 18 3
206 175 2
480 458 2
100 262 1
498 473 4
267 30 1
30 148 3
286 39 3
257 74 1
211 157 3
243 283 2
256 378 1
225 386 4
368 343 1
348 19 4
406 377 2
27 197 3
36 358 1
101 432 4
68 167 3
293 97 4
172 174 4
135 251 3
172 431 1
378 229 3
416 134 3
306 476 3
433 476 4
6 115 2
115 411 4
11 64 2
385 22 3
171 260 4
412 442 2
237 129 1
443 497 4
145 428 3
170 27 3
68 139 1
120 38 4
279 491 3
55 150 1
373 89 2
76 164 4
29 128 2
201 326 2
203 472 2
479 417 3
423 206 2
480 54 1
162 369 1
379 222 3
408 446 2
42 464 3
67 389 2
244 288 2
342 335 1
335 386 1
159 288 4
340 463 3
419 422 1
218 437 3
428 53 3
468 63 1
218 108 1
153 95 3
153 266 3
251 298 4
316 35 1
361 73 4
267 147 3
419 382 2
335 319 2
498 295 4
46 408 4
435 499 2
211 117 1
374 487 1
315 385 4
296 383 3
32 395 3
169 363 2
269 346 1
458 321 3
113 66 4
480 468 1
277 496 3
0 21 3
417 81 1
77 106 1
485 395 4
234 181 4
158 234 2
241 6 2
496 24 4
249 496 3
391 284 2
421 89 3
299 129 1
206 217 3
152 70 2
61 478 3
171 465 2
89 22 2
250 198 1
253 336 3
369 404 3
158 423 4
