124875 1000
0 742 3
1 626 4
2 48 5
3 982 6
4 665 3
5 540 3
6 968 6
7 643 6
8 738 2
9 215 4
10 343 1
11 166 1
12 22 9
13 747 6
14 839 8
15 976 1
16 121 9
17 305 5
18 132 8
19 330 8
20 409 3
21 262 9
22 70 5
23 601 4
24 732 5
25 297 7
26 547 9
27 588 3
28 254 4
29 575 7
30 926 6
31 812 9
32 160 2
33 654 4
34 602 9
35 126 8
36 304 9
37 817 8
38 314 8
39 380 6
40 131 4
41 2 3
42 278 4
43 427 7
44 974 4
45 237 2
46 675 6
47 400 8
48 542 1
49 636 7
50 10 5
51 572 5
52 498 4
53 634 2
54 401 4
55 482 3
56 95 9
57 206 1
58 947 3
59 519 2
60 289 5
61 826 8
62 573 2
63 610 1
64 465 4
65 873 5
66 285 3
67 710 9
68 447 5
69 989 2
70 96 1
71 783 6
72 911 7
73 312 4
74 345 6
75 79 4
76 550 1
77 772 2
78 704 2
79 638 1
80 248 9
81 307 7
82 714 7
83 655 6
84 457 3
85 108 9
86 956 7
87 1 7
88 926 6
89 434 2
90 475 7
91 296 3
92 624 7
93 473 3
94 406 4
95 299 4
96 611 5
97 37 2
98 80 4
99 361 6
100 293 7
101 710 3
102 365 7
103 673 8
104 925 4
105 476 6
106 125 7
107 7 3
108 142 8
109 804 1
110 217 2
111 146 8
112 581 1
113 148 5
114 208 5
115 159 3
116 296 7
117 978 4
118 400 4
119 946 1
120 263 1
121 840 9
122 309 5
123 913 1
124 133 8
125 881 2
126 213 9
127 663 9
128 547 9
129 152 4
130 128 7
131 56 6
132 28 8
133 323 6
134 341 5
135 588 2
136 886 5
137 298 2
138 523 5
139 809 1
140 291 4
141 947 2
142 963 1
143 424 9
144 361 7
145 341 9
146 979 5
147 986 5
148 186 2
149 676 7
150 908 4
151 483 1
152 837 4
153 289 8
154 277 4
155 929 8
156 914 4
157 77 5
158 824 1
159 285 9
160 373 4
161 614 8
162 491 9
163 665 3
164 659 2
165 363 8
166 94 7
167 510 7
168 863 2
