124875 1000
0 346 8
1 0 9
2 895 3
3 699 6
4 422 8
5 634 6
6 367 9
7 714 1
8 158 6
9 884 6
10 872 5
11 49 5
12 174 1
13 946 2
14 44 1
15 197 5
16 312 8
17 969 9
18 997 2
19 235 3
20 640 9
21 289 2
22 202 5
23 767 8
24 35 1
25 407 3
26 278 5
27 960 3
28 519 6
29 598 9
30 840 2
31 654 7
32 935 4
33 369 6
34 473 3
35 677 8
36 419 5
37 519 6
38 714 3
39 177 4
40 369 9
41 770 3
42 986 5
43 962 4
44 22 2
45 19 3
46 253 3
47 686 4
48 485 7
49 775 2
50 926 5
51 36 8
52 318 2
53 913 6
54 490 2
55 979 7
56 13 8
57 887 4
58 931 3
59 614 4
60 410 8
61 261 1
62 448 8
63 469 8
64 140 9
65 748 1
66 210 8
67 888 6
68 382 6
69 116 9
70 851 4
71 45 7
72 548 9
73 456 8
74 108 3
75 482 8
76 564 8
77 304 6
78 224 2
79 160 6
80 123 7
81 144 7
82 953 7
83 26 2
84 603 9
85 510 4
86 428 1
87 53 1
88 724 1
89 59 6
90 214 9
91 862 8
92 223 1
93 515 5
94 680 2
95 508 1
96 767 9
97 35 8
98 563 9
99 533 3
100 51 6
101 750 8
102 447 9
103 853 8
104 470 2
105 886 2
106 394 6
107 970 9
108 776 2
109 875 3
110 858 4
111 877 4
112 664 6
113 983 9
114 983 4
115 186 9
116 240 1
117 84 9
118 44 4
119 81 6
120 556 7
121 633 6
122 921 4
123 600 9
124 695 6
125 767 5
126 791 5
127 329 3
128 459 4
129 757 6
130 534 9
131 165 1
132 314 2
133 540 7
134 397 3
135 526 9
136 869 5
137 386 6
138 117 9
139 209 5
140 195 6
141 861 6
142 349 9
143 900 3
144 943 2
145 370 4
146 752 6
147 561 5
148 41 5
149 993 8
150 204 2
151 301 7
152 724 7
153 793 7
154 115 2
155 444 6
156 711 6
157 964 5
158 700 2
159 799 9
160 855 1
161 83 4
162 358 2
163 603 7
164 382 4
165 259 6
166 706 3
167 318 5
168 253 3
169 770 7
170 321 7
171 5 6
172 729 8
173 921 1
174 605 7
175 719 7
176 7 7
177 207 1
178 646 5
179 911 1
180 209 6
181 748 2
182 333 4
183 431 5
184 197 4
185 103 6
186 902 1
187 557 1
188 811 5
189 185 5
190 570 2
191 134 1
192 580 7
193 2 8
194 380 5
195 259 5
196 662 1
197 627 7
198 670 1
199 70 8
200 829 2
201 931 9
202 198 5
203 171 9
204 681 5
205 816 9
206 599 5
207 865 5
208 966 7
209 117 7
210 419 2
211 207 2
212 973 6
213 608 5
214 823 3
215 126 8
216 434 3
217 870 1
218 469 6
219 764 6
220 324 5
221 37 9
222 411 1
223 19 4
224 222 4
225 589 5
226 563 2
227 776 4
228 818 5
229 81 4
230 366 1
231 765 2
232 144 2
233 328 6
234 702 7
235 474 5
236 402 3
237 283 1
238 655 2
239 117 7
240 398 7
241 476 9
242 746 3
243 329 8
244 569 1
245 877 5
246 609 1
247 798 2
248 748 4
249 6 6
250 73 2
251 602 5
252 675 7
253 60 6
254 460 6
255 562 2
256 854 6
257 122 4
258 293 3
259 498 1
260 23 2
261 722 1
262 872 8
263 416 2
264 747 2
265 925 1
266 732 8
267 729 1
268 792 3
269 631 2
270 909 4
271 22 9
272 645 6
273 183 3
274 511 3
275 691 2
276 953 8
277 957 4
278 306 4
279 797 5
280 209 1
281 645 7
282 311 5
283 37 6
284 513 5
285 366 3
286 510 3
287 125 6
288 80 7
289 85 6
290 14 2
291 328 9
292 540 7
293 846 8
294 155 7
295 19 2
296 797 1
297 575 8
298 220 6
299 774 4
300 881 4
301 682 7
302 995 6
303 104 1
304 610 6
305 468 9
306 964 2
307 322 1
308 855 2
309 729 9
310 358 8
311 649 6
312 681 6
313 289 6
314 360 2
315 907 2
316 547 2
317 397 1
318 693 6
319 714 8
320 847 5
321 790 9
322 731 2
323 851 3
324 948 5
325 604 1
326 514 6
327 679 3
328 575 2
329 542 3
330 50 4
331 985 8
332 876 2
333 26 7
334 882 4
335 556 1
336 477 3
337 921 4
338 912 2
339 208 3
340 591 6
341 472 5
342 865 4
343 376 7
344 631 2
345 2 5
346 10 7
347 645 5
348 310 8
349 507 2
350 650 7
351 150 9
352 507 5
353 559 3
354 200 9
355 568 8
356 705 7
357 758 1
358 206 4
359 867 7
360 956 1
361 710 6
362 571 5
363 523 2
364 948 8
365 98 3
366 379 9
367 254 8
368 771 2
369 163 4
370 35 5
371 716 3
372 838 8
373 179 5
374 585 7
375 924 6
376 915 6
377 387 9
378 375 3
379 378 3
380 352 5
381 686 8
382 499 1
383 624 4
384 381 5
385 572 7
386 467 1
387 794 8
388 227 8
389 894 8
390 308 7
391 429 4
392 662 6
393 676 5
394 530 9
395 381 9
396 767 9
397 551 6
398 960 6
399 879 4
400 939 5
401 792 9
402 817 2
403 712 6
404 914 2
405 527 2
