124875 1000
0 166 5
1 392 8
2 667 7
3 832 1
4 482 6
5 71 9
6 372 7
7 523 8
8 88 5
9 705 7
10 816 2
11 265 8
12 720 8
13 111 4
14 344 7
15 404 5
16 302 2
17 367 8
18 464 8
19 43 9
20 947 3
21 807 9
22 209 3
23 358 6
24 352 5
25 830 3
26 879 7
27 73 7
28 726 2
29 362 2
30 729 4
31 857 7
32 15 5
33 643 7
34 374 6
35 103 1
36 534 5
37 166 7
38 341 2
39 11 3
40 69 4
41 383 8
42 118 6
43 890 9
44 366 2
45 911 9
46 591 8
47 351 8
48 452 9
49 189 1
50 816 8
51 843 4
52 248 8
53 299 4
54 81 3
55 653 7
56 177 8
57 274 5
58 140 7
59 252 5
60 10 3
61 559 8
62 172 6
63 502 3
64 246 6
65 483 5
66 426 2
67 313 7
68 758 3
69 428 6
70 278 9
71 7 7
72 823 8
73 154 6
74 572 3
75 494 7
76 760 5
77 836 9
78 992 9
79 573 7
80 699 8
81 473 7
82 839 3
83 63 9
84 315 4
85 376 1
86 121 7
87 308 3
88 498 5
89 996 4
90 915 8
91 20 8
92 541 3
93 665 8
94 773 5
95 528 4
96 298 9
97 239 2
98 122 5
99 690 8
100 353 1
101 718 8
102 315 7
103 216 5
104 672 2
105 861 6
106 699 2
107 394 5
108 804 2
109 835 7
110 976 4
111 440 9
112 3 2
113 762 1
114 315 5
115 242 7
116 661 1
117 639 4
118 587 4
119 675 4
120 253 4
121 930 3
122 384 1
123 408 3
124 595 8
125 752 5
126 348 9
127 277 9
128 255 1
129 666 4
130 568 5
131 918 9
132 464 9
133 538 1
134 581 6
135 490 5
136 510 8
137 975 1
138 270 8
139 877 7
140 795 5
141 912 5
142 396 3
143 274 3
144 580 1
145 35 7
146 672 7
147 429 5
148 534 6
149 188 9
150 334 3
151 576 7
152 870 4
153 211 5
154 253 2
155 556 5
156 726 6
157 455 1
158 916 2
159 303 1
160 684 3
161 828 6
162 360 7
163 536 4
164 40 4
165 709 8
166 628 3
167 869 4
168 295 4
169 303 6
170 705 7
171 269 3
172 287 6
173 527 6
174 384 3
175 340 3
176 967 3
177 778 1
178 30 8
179 421 3
180 521 8
181 146 4
182 224 1
183 876 6
184 595 9
185 636 5
186 142 1
187 741 6
188 744 6
189 830 4
190 451 8
191 182 9
192 932 5
193 108 6
194 371 7
195 391 6
196 713 1
197 554 6
198 313 3
199 474 4
200 33 5
201 265 8
202 162 1
203 860 8
204 453 3
205 960 5
206 499 4
207 964 5
208 24 9
209 675 7
210 212 4
211 468 8
212 526 1
213 78 7
214 106 7
215 281 5
216 604 7
217 414 5
218 919 6
219 684 2
220 312 2
221 475 9
222 526 3
223 461 5
224 110 5
225 901 4
226 436 5
227 644 7
228 19 6
229 53 7
230 483 9
231 133 3
232 225 2
233 916 3
234 36 8
235 402 4
236 907 9
237 555 5
238 80 5
239 979 3
240 149 8
241 887 5
242 272 5
243 403 4
244 809 8
245 852 9
246 96 3
247 469 7
248 416 9
249 734 7
250 925 2
251 792 1
252 612 6
253 116 2
254 557 3
255 611 3
256 45 8
257 501 5
258 456 8
259 589 4
260 535 7
261 901 8
262 456 5
263 806 8
264 171 2
265 861 7
266 833 8
267 739 3
268 679 8
269 884 5
270 26 2
271 802 6
272 618 1
273 118 2
274 31 6
275 718 7
276 724 6
277 573 1
278 336 4
279 276 7
280 171 9
281 297 9
282 242 7
283 494 5
284 223 8
285 515 5
286 680 3
287 508 1
288 767 2
289 881 8
290 563 6
291 533 3
292 650 2
293 647 2
294 447 9
295 136 7
296 702 7
297 963 5
298 886 2
299 336 4
300 799 6
301 776 9
302 250 1
303 845 1
304 62 7
305 400 3
306 788 8
307 983 3
308 961 7
309 408 9
310 722 8
311 202 2
312 88 8
313 81 6
