9950 200
0 182 8
182 152 5
182 38 1
152 41 6
152 190 6
152 154 4
182 140 9
0 99 8
154 46 5
140 69 6
99 103 2
46 130 7
152 70 3
190 132 2
99 147 8
38 63 5
41 19 1
103 67 8
0 157 2
63 107 8
147 44 1
152 131 8
190 141 7
46 114 5
190 128 1
131 12 7
67 176 3
190 120 7
128 166 5
70 172 4
44 65 9
19 16 8
182 58 5
19 40 7
16 177 3
154 39 3
103 2 2
190 139 7
2 197 6
0 30 7
65 18 5
107 178 1
152 127 7
107 111 3
182 14 1
154 25 3
25 191 8
176 105 2
172 106 9
63 199 6
166 48 2
65 79 1
103 161 4
65 64 5
58 151 8
130 36 8
64 137 9
128 98 6
190 96 1
16 45 4
44 163 5
111 198 1
48 136 7
44 10 3
70 24 2
18 153 4
10 129 7
0 149 8
39 82 3
36 118 3
191 167 8
82 15 5
197 181 7
199 91 6
2 35 2
198 134 1
96 43 2
167 164 7
44 104 6
18 13 7
191 76 3
16 75 1
152 66 2
181 150 1
70 146 2
182 144 5
15 145 8
111 29 5
29 162 9
145 113 1
99 143 1
178 180 2
16 42 6
176 61 1
154 158 4
40 8 2
38 11 8
16 95 5
43 101 8
40 56 4
56 88 6
98 86 9
146 159 6
143 84 1
30 57 2
159 110 2
40 117 8
15 22 1
182 47 1
106 9 9
76 148 2
163 123 7
82 54 5
123 4 6
120 62 5
25 125 1
18 21 6
24 17 5
146 184 8
17 32 8
43 27 4
91 5 5
130 85 9
114 196 2
19 55 6
10 68 5
84 126 6
199 31 1
181 135 3
41 170 1
47 93 2
127 142 4
129 33 1
35 119 6
119 169 7
135 78 2
10 1 2
144 60 8
5 73 7
147 71 1
66 156 2
152 171 7
46 183 3
82 192 5
12 53 4
60 97 9
91 194 6
157 168 8
144 81 2
176 23 1
199 195 6
18 173 8
191 80 8
55 92 6
58 133 9
85 7 2
136 186 2
194 112 3
32 108 2
194 175 4
146 52 6
158 160 3
141 90 5
0 3 4
147 87 4
175 77 2
151 100 8
1 50 4
152 28 8
100 165 7
85 49 3
194 193 7
9 185 1
196 109 9
100 116 5
96 187 6
100 51 8
196 102 4
183 26 7
21 94 2
2 155 5
110 124 8
193 20 3
166 179 8
102 89 6
14 122 5
164 115 2
170 59 1
49 121 5
167 34 8
27 188 2
21 83 7
121 37 8
62 189 5
154 6 7
167 72 4
35 138 9
23 174 5
136 74 1
86 88 2
190 27 4
104 53 3
63 71 1
44 89 4
66 72 4
105 150 1
164 124 3
199 43 2
40 84 3
199 154 1
176 21 2
7 90 1
170 193 3
174 86 4
145 103 4
136 23 1
165 53 2
116 109 3
92 128 1
21 100 2
13 4 3
187 119 2
99 187 4
109 13 2
102 114 2
10 114 2
0 169 3
166 50 1
184 93 2
170 135 4
88 112 4
1 85 3
118 53 1
93 78 1
193 178 3
35 190 1
171 70 4
190 165 2
145 171 2
163 116 2
139 182 4
154 93 3
21 118 2
94 76 1
128 47 2
57 19 2
112 77 4
174 167 3
103 112 2
159 120 3
97 41 3
96 22 1
36 31 3
11 169 4
37 44 2
15 56 3
151 88 2
97 46 2
192 122 2
73 27 1
146 104 1
