9950 200
0 145 9
145 42 3
42 164 4
164 99 6
145 116 1
42 76 2
164 159 8
42 4 5
116 34 8
159 130 6
42 57 9
130 142 5
42 69 3
99 75 1
34 95 7
0 123 9
57 68 8
68 39 2
34 28 6
69 140 1
75 65 6
69 80 9
65 81 2
57 25 4
75 86 7
28 38 8
130 132 1
76 58 2
123 31 6
142 196 4
68 66 4
0 143 8
142 22 9
130 172 7
99 89 3
28 183 4
159 35 7
4 192 8
80 187 9
57 190 5
116 97 3
75 83 4
140 117 6
142 161 5
86 129 1
183 9 4
196 114 7
39 126 1
97 105 9
140 2 9
99 47 7
35 195 8
22 185 2
22 55 5
38 119 9
31 32 3
81 74 4
97 177 8
74 84 5
83 141 6
31 78 9
55 88 9
81 194 1
119 150 6
183 144 8
196 18 8
66 107 3
81 56 7
69 125 8
114 134 9
183 44 4
116 60 2
141 191 3
4 8 1
80 40 4
164 1 6
196 171 2
195 12 1
55 19 4
68 197 9
107 73 9
74 37 5
18 186 2
42 173 9
75 87 7
8 61 1
194 100 8
186 49 8
116 14 7
187 121 1
68 168 3
121 77 9
190 26 9
142 156 7
105 96 6
49 139 1
86 170 6
58 198 8
77 51 7
31 71 7
123 109 9
81 90 5
144 67 4
28 102 4
65 167 4
74 101 4
191 103 6
140 182 8
26 33 4
190 106 8
197 24 1
130 189 8
12 160 2
42 120 1
141 124 9
145 127 1
69 85 2
192 179 9
185 178 3
69 13 3
139 23 8
195 188 6
100 199 9
168 43 3
83 149 8
67 163 7
139 53 1
145 79 6
120 131 5
177 54 1
13 165 1
123 138 7
124 29 9
86 155 6
188 72 6
102 93 8
138 148 3
4 152 7
78 15 2
55 118 4
32 59 6
117 128 1
47 91 3
131 7 4
141 63 6
165 6 8
142 52 1
173 64 5
198 11 7
160 133 5
150 175 9
161 162 9
100 158 2
40 184 4
171 111 8
172 153 4
76 110 7
170 3 3
43 82 4
134 17 2
85 112 6
0 5 2
177 48 2
53 16 1
44 166 2
194 122 3
81 154 6
126 21 3
15 30 1
198 62 5
186 113 5
53 10 7
40 108 2
26 27 9
188 181 1
89 98 4
18 41 4
125 94 9
22 45 4
34 104 8
68 137 3
89 174 1
134 157 9
143 146 5
0 169 1
23 36 9
40 46 1
169 20 8
143 147 7
145 135 2
58 115 1
126 193 8
29 70 2
197 151 3
196 92 5
11 180 2
187 136 6
80 176 5
25 50 6
85 35 2
159 36 2
182 50 2
174 38 3
1 76 3
30 65 2
154 115 3
122 29 4
140 31 3
38 20 1
36 190 2
155 167 1
164 41 4
26 34 3
108 14 2
34 4 1
58 133 4
3 179 4
121 141 3
136 36 4
61 97 2
190 58 2
104 24 3
175 117 1
134 155 4
84 165 1
180 47 1
97 130 4
162 1 4
19 96 3
115 69 1
135 161 1
159 152 3
51 108 2
138 67 4
65 175 4
140 5 3
133 38 3
134 46 1
61 140 2
26 106 1
11 114 1
5 3 3
94 189 2
188 82 4
9 124 3
194 86 3
88 11 4
110 195 2
134 14 3
132 48 4
62 86 4
123 188 4
105 184 1
135 166 2
147 167 1
191 169 4
125 108 1
159 187 1
19 120 3
18 36 2
184 110 1
145 73 3
72 54 1
159 170 1
110 189 3
155 87 4
155 186 4
59 87 2
65 73 1
92 18 4
79 45 2
192 170 1
53 196 3
175 154 1
23 181 2
88 197 3
76 183 2
119 55 2
84 162 3
9 185 1
70 110 1
197 168 1
169 1 1
98 151 3
18 161 2
150 34 2
194 170 3
28 44 2
195 183 3
74 105 1
88 86 2
100 33 2
98 117 2
109 138 4
143 145 4
88 147 4
164 21 4
47 97 3
29 111 4
24 131 2
43 166 3
137 98 4
178 71 2
49 74 2
181 19 4
53 179 4
151 79 4
39 94 4
1 147 2
189 158 1
155 46 2
129 181 1
116 144 1
13 150 3
8 128 3
108 46 2
12 49 4
18 62 2
140 3 1
66 21 1
121 64 2
80 63 1
12 156 2
128 141 1
1 131 2
95 8 2
121 15 1
87 98 1
24 67 1
103 135 4
161 137 4
3 35 3
110 43 2
6 64 1
108 3 3
192 174 3
65 125 3
81 97 1
71 147 2
45 175 4
177 101 1
34 127 4
30 103 4
82 193 4
196 122 3
76 53 3
38 70 1
190 72 4
180 105 4
14 144 3
182 71 1
181 86 2
194 157 3
191 113 3
190 41 1
75 38 3
118 50 1
16 125 4
40 129 1
82 145 4
161 99 4
88 35 3
102 112 3
86 191 1
67 196 1
88 189 3
51 175 1
58 172 1
17 46 3
111 80 2
177 178 3
158 23 4
140 172 2
42 19 3
39 173 4
123 185 1
12 88 2
13 135 1
107 180 4
155 189 3
51 1 1
187 185 1
32 139 1
165 175 2
86 83 1
138 158 3
182 72 2
24 10 4
104 150 1
111 136 2
69 127 1
179 8 3
117 12 4
23 170 4
117 72 1
26 121 3
96 47 1
52 114 2
44 37 1
21 2 4
99 91 3
52 182 2
90 13 1
24 188 4
