9950 200
0 144 2
144 72 8
72 62 1
72 60 4
0 117 9
0 78 7
72 73 9
144 101 7
144 32 5
60 85 8
73 188 3
117 67 8
188 61 3
78 35 7
117 65 4
65 170 7
67 13 7
61 194 3
65 132 7
65 27 6
73 26 1
188 29 3
60 100 8
194 130 7
65 124 8
72 104 7
104 48 7
60 44 3
60 40 5
27 186 7
132 52 6
0 150 7
29 149 7
32 184 9
124 178 4
149 4 9
60 127 6
78 8 9
100 33 3
61 25 9
61 105 9
29 77 7
72 174 3
8 134 2
134 20 1
62 2 2
72 177 1
178 147 3
33 17 5
40 111 8
127 82 9
124 162 9
149 86 4
104 135 6
60 110 5
147 1 6
44 180 4
105 123 2
77 131 5
35 56 3
52 88 7
178 57 1
65 7 1
44 171 2
27 115 6
127 137 1
73 54 8
60 80 2
8 152 4
78 185 4
178 50 7
185 38 7
127 156 5
7 45 2
35 76 9
184 95 4
20 167 2
130 192 8
73 176 8
101 145 9
132 103 9
149 79 1
130 84 7
134 181 5
132 90 3
48 187 9
111 146 4
152 34 2
0 18 3
110 182 8
127 120 1
137 195 4
146 47 8
170 96 3
84 189 4
34 59 8
76 21 2
50 68 3
162 11 2
79 93 9
50 191 2
104 128 8
127 3 9
96 49 3
35 74 8
105 133 7
176 125 2
181 114 7
111 51 4
149 196 1
88 164 4
120 41 7
88 81 9
54 112 2
123 183 4
18 36 3
13 175 9
3 108 4
103 39 2
182 158 9
170 198 9
4 99 5
123 30 9
156 141 2
111 155 9
155 122 6
30 139 1
177 46 9
32 161 5
32 165 4
101 136 9
20 28 4
112 142 2
146 71 9
40 148 9
28 151 1
125 97 2
189 119 7
147 153 8
161 15 3
178 98 7
48 172 1
125 69 8
162 37 4
167 169 4
137 121 9
137 173 5
13 55 4
85 53 5
18 64 1
80 118 7
153 106 9
44 22 4
55 113 9
139 14 7
17 70 9
55 23 5
144 197 5
104 19 9
18 159 2
61 10 2
38 143 9
100 109 4
36 42 8
80 24 3
153 83 7
182 154 2
174 116 8
69 92 1
64 9 5
104 157 6
0 12 6
73 129 5
141 5 6
176 102 1
5 190 3
165 75 4
170 6 9
34 199 4
151 166 6
61 126 6
57 138 9
62 89 6
41 163 3
0 168 7
59 160 1
182 193 9
8 31 6
157 16 8
9 43 9
54 179 8
143 107 3
104 63 6
122 91 1
8 58 9
136 94 4
79 140 7
176 87 1
108 66 3
12 14 3
39 9 3
103 164 4
147 25 3
194 159 4
121 197 3
124 101 4
131 171 1
177 105 1
144 78 2
61 95 3
97 30 3
103 38 4
179 96 4
32 39 3
131 148 3
188 86 2
59 16 1
43 71 3
198 23 1
143 37 4
120 5 1
67 134 1
83 129 4
21 179 3
113 83 1
38 65 3
148 170 2
172 174 2
151 124 4
109 73 1
13 130 1
95 20 4
14 191 1
131 192 4
136 58 1
88 90 1
68 109 3
102 144 4
119 9 1
30 174 2
81 151 1
158 152 3
62 31 4
152 13 1
70 35 2
199 131 4
108 106 1
74 145 2
101 97 2
106 178 2
156 117 3
192 143 4
79 164 2
65 142 3
12 8 3
73 180 1
109 143 2
96 190 1
66 179 1
84 82 3
193 31 2
38 140 1
48 139 1
109 155 3
72 134 3
36 95 2
102 172 1
122 86 1
117 126 2
198 77 1
29 26 1
79 89 1
33 86 1
187 58 4
