11063 150
0 8 8
8 100 7
0 85 6
8 80 7
85 115 7
8 19 3
19 112 9
85 34 4
19 32 2
115 63 2
80 143 9
80 125 4
80 90 9
8 130 3
80 4 7
85 41 5
19 99 9
90 134 8
32 65 1
90 139 8
125 64 6
99 58 9
85 17 1
34 72 1
19 106 1
72 148 7
130 95 2
134 53 6
90 54 1
72 105 5
0 39 5
106 89 6
105 7 8
134 92 2
112 113 7
89 88 7
125 71 3
58 48 9
71 9 1
65 123 1
125 144 4
0 83 9
54 36 6
90 44 3
113 109 7
65 33 3
64 11 8
17 56 6
71 107 6
33 16 4
56 133 7
0 31 5
4 50 5
32 136 6
64 87 3
106 27 6
125 98 4
7 94 7
87 135 1
17 25 2
85 145 1
80 13 4
100 117 9
148 55 7
19 69 7
145 76 7
76 75 5
76 45 3
8 12 1
48 147 2
106 67 4
75 129 7
88 78 3
98 40 9
133 120 9
16 21 1
53 46 2
63 68 9
92 116 8
58 49 9
106 2 4
21 43 6
64 61 6
134 42 6
54 26 7
135 103 8
55 93 7
58 79 7
78 74 6
56 102 5
72 5 6
46 24 7
31 38 3
40 84 3
19 149 1
123 86 5
49 14 9
100 119 2
72 10 4
48 30 6
7 127 8
72 18 5
64 96 1
83 110 5
123 101 1
123 20 4
32 22 8
148 15 7
67 59 1
116 6 3
89 104 8
106 140 8
63 35 1
35 146 4
48 137 8
116 132 1
50 23 4
109 73 7
90 138 3
147 142 6
148 3 1
135 29 6
43 47 5
7 52 8
95 131 8
139 126 9
134 60 7
52 37 9
113 28 4
34 77 4
103 111 9
142 97 2
101 62 8
106 108 2
87 114 4
71 124 9
133 57 6
88 66 1
30 128 5
6 82 7
68 118 3
130 141 8
2 121 5
147 51 1
129 91 4
26 1 2
94 70 2
99 81 5
95 122 6
130 58 4
34 114 2
37 85 4
77 89 1
94 59 2
29 144 3
37 143 2
59 25 3
88 132 3
119 86 1
63 111 1
64 54 3
57 127 3
81 115 4
21 8 4
18 14 4
130 79 2
128 84 4
92 25 2
70 80 1
75 115 3
72 67 3
122 134 2
80 78 4
114 78 4
94 109 2
32 111 3
113 105 3
73 3 2
100 17 3
29 3 4
90 36 2
78 128 1
62 87 4
60 65 2
140 22 1
98 86 1
45 37 1
26 17 4
29 49 1
70 55 3
134 126 4
37 6 4
87 67 2
113 14 3
47 106 1
137 86 2
114 3 3
116 128 3
18 82 1
66 94 4
117 110 3
136 19 4
24 108 4
36 123 2
43 6 4
39 111 4
144 66 4
98 9 3
28 43 2
50 76 4
107 79 2
21 114 4
92 65 3
24 93 3
146 81 3
37 141 1
136 77 1
7 140 3
71 115 4
33 17 1
72 66 3
96 10 4
60 70 3
129 61 2
146 57 1
107 122 4
118 47 4
59 101 4
73 92 1
54 27 2
39 67 1
69 99 4
123 31 2
66 52 4
128 0 4
11 40 1
63 144 3
107 132 2
83 111 1
61 78 3
5 82 4
127 46 4
134 66 4
146 132 2
130 76 2
116 27 2
105 42 4
14 39 1
146 67 1
101 60 3
56 57 4
85 138 2
11 90 1
106 129 3
56 98 3
7 31 1
46 134 3
134 31 1
22 108 1
59 8 1
80 106 2
125 110 2
123 11 1
78 132 1
129 82 2
97 55 3
17 42 1
94 36 2
76 110 2
37 130 2
130 122 1
142 5 3
70 100 2
97 14 4
19 61 4
2 102 1
73 49 4
139 44 4
80 101 3
76 141 3
62 61 3
50 62 2
23 36 1
133 134 1
116 95 3
75 25 1
91 89 1
105 50 3
129 96 4
107 33 4
74 136 4
35 60 3
54 75 3
83 51 2
11 9 2
65 72 1
143 30 4
148 91 3
11 25 3
124 38 3
21 145 3
3 5 3
27 109 2
89 83 2
81 18 3
134 105 4
120 39 3
0 123 4
58 59 3
128 25 1
29 47 1
13 102 3
10 25 3
35 18 2
20 127 2
38 58 4
44 115 1
71 134 3
60 27 2
9 34 3
36 62 2
130 128 1
143 78 4
76 86 2
64 29 2
16 79 3
23 76 2
130 92 1
1 33 3
129 83 4
111 67 4
131 43 3
106 8 1
102 31 2
66 135 3
26 129 1
32 143 2
81 114 4
3 101 2
39 31 2
123 149 4
66 48 1
13 117 2
49 88 4
15 88 3
120 33 1
95 29 4
42 54 4
45 143 2
93 144 2
86 30 2
65 57 1
86 40 2
36 144 4
118 2 4
145 88 1
75 131 4
55 134 4
66 57 4
66 121 4
90 68 1
96 47 4
41 9 1
69 55 2
135 39 1
30 146 3
119 142 3
66 39 4
102 24 1
100 147 3
100 138 1
71 148 2
71 31 3
72 73 4
67 121 2
31 75 2
99 2 4
28 149 4
7 118 4
18 58 4
88 77 2
76 28 4
65 130 3
5 62 2
18 134 4
28 128 3
35 47 4
29 108 1
80 119 1
41 97 3
68 51 2
36 149 4
111 132 3
57 82 1
104 43 2
73 88 2
117 134 3
73 21 3
72 48 4
140 103 3
127 83 3
103 9 4
88 111 4
5 122 1
7 34 2
127 66 4
97 19 2
24 132 3
44 119 2
17 115 2
0 117 3
130 109 2
83 4 1
84 67 4
47 103 4
37 48 1
23 7 1
93 125 4
30 129 4
27 89 1
146 92 3
71 65 3
85 116 3
26 94 1
2 69 2
86 84 2
56 113 2
141 21 1
128 34 2
13 132 4
38 57 4
12 11 1
73 34 3
58 46 1
95 99 3
123 67 3
142 149 1
25 76 3
24 73 1
55 110 1
57 32 4
65 70 3
13 78 2
134 81 1
2 143 3
144 97 4
126 86 3
46 147 4
14 90 3
106 72 3
81 136 4
53 125 1
103 75 3
50 64 4
78 71 1
135 125 3
24 147 1
55 27 3
114 84 2
80 149 2
120 11 1
142 38 4
77 68 4
110 56 4
85 39 4
20 18 2
83 126 3
6 113 2
122 119 1
62 89 1
38 21 3
117 58 2
59 138 4
90 125 2
34 44 2
123 115 2
60 33 1
87 116 4
45 6 1
45 90 4
27 74 2
119 6 3
7 82 3
23 15 2
141 39 1
5 130 2
134 47 3
87 75 1
53 29 3
104 105 2
24 3 3
89 6 4
122 45 3
130 14 1
2 21 4
18 146 2
117 77 2
84 100 2
31 97 4
49 118 2
39 137 2
71 24 2
51 40 2
93 137 1
73 76 1
87 40 3
18 98 4
148 38 1
54 28 4
88 72 3
132 1 4
2 107 1
76 61 2
103 97 2
25 123 3
60 137 1
9 138 2
72 40 4
147 13 3
36 138 2
45 73 1
4 9 1
142 129 2
95 75 4
84 99 3
74 115 4
12 137 3
99 22 2
52 83 4
133 84 2
124 80 1
