612 50
0 36 1
0 6 8
36 20 3
6 45 5
45 11 6
6 12 4
36 48 5
36 47 9
48 4 8
47 33 8
0 2 2
2 22 8
6 28 2
28 3 1
48 43 7
2 10 5
3 30 3
30 41 5
36 19 4
36 13 5
2 34 8
48 39 9
22 38 7
48 18 9
39 44 4
2 32 6
20 37 3
6 27 2
32 21 3
20 25 7
33 46 5
32 1 4
46 26 7
27 15 4
2 23 7
21 7 1
3 16 8
39 9 2
34 14 9
13 24 6
18 29 7
1 5 9
22 17 3
16 31 3
23 40 9
7 42 9
18 8 2
15 35 1
7 49 6
48 32 2
32 19 4
29 8 2
29 28 2
18 13 2
45 5 1
21 18 3
37 48 1
36 23 1
46 29 2
31 23 1
47 13 4
5 32 1
36 25 2
30 23 1
12 4 4
36 9 4
31 21 1
31 33 3
7 30 1
1 22 1
9 24 3
28 7 1
26 22 1
20 44 1
37 10 2
14 15 4
48 41 3
18 26 4
36 27 3
45 31 1
33 3 4
11 10 3
16 42 1
49 41 2
38 32 3
25 45 4
12 45 3
32 40 2
46 3 2
3 20 2
17 9 3
26 27 3
28 30 1
19 18 4
7 39 4
14 8 2
30 2 1
45 27 2
32 0 2
29 22 2
1 16 4
23 22 1
1 20 4
0 35 1
38 28 1
17 45 1
42 47 3
45 43 3
24 29 1
40 17 4
10 1 1
12 0 4
3 11 1
45 36 4
43 4 4
6 7 4
30 4 1
0 38 1
23 24 3
10 6 1
22 11 3
13 43 3
31 4 1
16 8 1
29 14 3
40 42 3
24 41 4
9 49 1
13 5 3
35 30 4
9 31 4
26 2 2
11 29 3
19 9 3
28 10 2
28 25 3
28 5 3
24 10 4
41 19 1
41 32 4
18 23 1
15 4 1
16 21 3
14 1 4
28 46 4
44 11 1
37 32 2
8 12 2
21 24 4
38 46 3
33 21 4
8 23 3
15 30 2
49 37 2
48 26 1
43 27 2
42 37 4
47 7 2
39 4 2
6 16 4
25 24 3
48 27 2
38 3 1
19 27 4
15 45 4
22 12 4
37 46 3
2 39 3
26 49 1
33 28 4
44 48 3
28 13 3
4 46 4
14 36 4
47 10 4
16 43 4
47 30 2
29 23 4
10 18 3
12 42 2
21 8 2
43 38 4
28 35 2
30 37 2
16 46 4
32 11 1
40 21 4
18 40 2
47 11 2
47 4 1
11 38 3
14 22 1
41 3 3
26 33 3
35 41 2
38 48 4
46 31 3
13 27 2
35 14 1
30 14 4
43 47 2
45 8 1
15 19 3
49 28 1
48 0 1
10 30 1
38 20 3
48 49 4
49 20 4
43 0 4
25 42 1
7 34 3
19 17 3
30 36 3
14 16 3
37 2 4
47 37 4
10 12 4
44 36 3
25 38 2
21 26 3
40 14 1
26 28 3
17 42 1
1 46 4
11 16 1
17 48 3
0 47 1
33 1 4
22 39 2
33 36 1
15 1 2
43 10 3
13 41 2
24 18 3
37 17 3
1 11 3
33 32 1
39 19 4
0 13 2
43 5 4
49 11 3
38 49 3
22 28 4
46 9 3
17 32 1
7 18 1
28 24 3
7 46 3
5 0 2
45 16 2
1 8 2
7 38 4
39 46 4
29 2 2
44 45 1
26 14 3
9 16 2
32 34 4
14 12 2
15 7 4
22 31 3
12 15 1
22 7 3
38 47 1
19 0 2
31 2 4
1 48 4
44 46 1
14 45 4
4 38 3
39 45 3
17 43 4
48 23 3
20 16 4
19 20 4
23 47 1
21 39 4
48 34 2
29 33 3
44 27 4
26 40 3
49 10 1
4 49 3
40 9 3
42 6 4
3 24 4
11 9 1
8 46 2
6 49 4
23 33 2
37 16 4
25 22 3
46 13 1
38 42 2
35 46 1
43 18 2
44 3 1
34 29 4
6 18 4
26 20 1
49 31 3
36 1 4
17 44 4
43 3 3
29 35 3
18 28 2
45 33 3
30 45 2
7 0 1
17 8 4
24 22 3
11 14 4
4 28 1
0 28 4
33 11 3
21 1 3
7 25 3
4 35 1
9 2 3
31 13 1
35 31 3
24 31 1
20 18 1
43 33 2
5 48 2
44 25 3
12 26 4
12 30 1
25 37 4
1 9 2
43 34 2
48 3 1
18 31 2
15 22 1
15 40 1
49 2 3
23 34 2
45 0 4
15 49 2
3 22 2
10 42 3
20 17 3
7 11 1
23 3 2
41 10 1
16 48 4
31 5 3
41 15 4
31 6 3
47 14 3
45 29 1
21 20 2
35 44 4
34 19 2
38 24 1
48 42 4
39 15 3
3 36 4
40 34 2
13 39 4
44 49 3
41 25 4
13 19 4
47 48 2
1 24 2
10 19 1
25 1 2
48 24 1
4 1 3
6 34 3
1 40 1
10 27 1
47 5 3
32 22 4
35 7 1
1 43 1
17 12 2
13 16 4
29 5 2
25 5 1
45 21 2
33 10 1
34 0 3
27 22 1
5 40 2
40 22 4
36 41 3
16 0 4
4 19 2
32 36 2
29 7 3
45 26 2
39 28 2
12 1 4
46 48 4
42 21 3
16 40 4
48 8 3
37 35 1
44 4 3
34 16 2
30 33 1
25 47 2
25 6 1
22 21 4
42 29 1
27 12 1
6 35 1
41 37 1
34 38 1
4 29 4
8 41 1
5 18 1
44 26 1
21 4 1
23 37 4
31 14 1
40 39 1
10 35 1
37 31 1
34 36 3
25 11 1
2 28 3
9 15 2
46 45 1
45 1 1
4 22 3
7 44 1
38 9 1
0 18 3
24 32 1
10 15 2
44 0 1
24 27 4
27 17 4
8 39 2
30 8 4
38 30 3
33 5 4
32 3 2
31 8 3
47 15 3
41 31 1
29 49 3
16 23 2
47 6 1
34 28 1
17 29 1
1 23 1
46 21 2
6 37 2
5 46 3
9 41 2
6 43 3
19 35 3
1 34 1
35 20 4
13 34 2
41 17 3
18 3 2
46 32 2
38 40 3
35 3 4
42 36 2
7 48 4
8 15 1
6 23 1
31 0 4
44 9 4
6 36 1
9 12 4
6 21 3
37 8 1
27 16 3
0 46 3
46 17 2
32 29 2
35 45 1
19 28 3
40 28 4
41 12 4
41 45 4
20 0 1
19 49 4
35 25 2
25 13 1
30 1 3
1 17 4
17 31 4
34 21 1
29 41 1
39 16 1
3 45 2
1 13 4
23 17 4
12 40 2
39 1 4
24 26 2
48 35 3
38 12 4
32 44 4
20 9 3
43 26 1
39 23 2
14 25 2
49 14 4
19 14 3
31 15 4
14 24 4
27 39 2
11 20 2
13 12 4
28 36 1
25 23 4
33 13 4
37 44 2
21 10 1
46 15 4
44 38 2
17 10 4
44 6 3
24 12 4
24 49 1
23 45 2
44 47 4
47 24 3
27 41 3
11 41 4
32 8 4
30 20 3
25 49 2
0 24 2
31 19 1
12 36 4
43 9 1
26 0 2
29 48 3
9 8 1
10 14 2
49 36 2
11 23 3
12 16 2
2 47 1
34 42 3
44 18 3
26 13 3
3 31 3
7 37 2
2 48 4
44 34 1
22 43 4
19 7 4
0 29 4
1 35 2
42 2 2
37 28 3
27 31 3
40 48 1
37 45 2
6 14 4
7 3 3
38 19 3
2 12 3
31 26 2
30 48 2
24 46 1
8 0 1
4 13 3
14 5 1
17 14 2
46 27 1
34 46 1
35 12 1
3 19 3
39 34 3
5 6 3
2 16 1
36 38 3
13 44 2
26 41 4
41 47 4
31 43 4
0 17 3
32 35 1
16 35 2
39 5 2
5 22 1
33 39 1
35 26 1
40 20 1
46 43 2
22 10 2
25 43 3
5 19 2
1 19 4
44 42 2
15 20 1
5 7 2
48 12 4
33 17 1
34 11 4
35 40 3
38 18 1
15 44 2
23 13 4
29 1 2
28 23 3
20 7 2
49 23 3
29 31 4
47 28 1
