5588 150
0 128 4
128 123 4
123 87 3
87 49 9
87 2 1
123 24 2
87 41 5
41 30 1
128 88 1
30 60 6
87 10 9
0 13 6
30 52 8
88 31 6
60 105 7
123 72 2
123 73 1
41 134 7
87 137 2
31 86 5
24 95 8
10 55 4
128 138 6
52 53 8
128 66 4
73 131 6
72 129 7
31 112 6
105 124 3
2 28 1
105 80 2
55 33 5
53 79 3
80 102 5
41 146 5
72 6 8
134 9 2
13 40 6
124 45 5
55 5 9
79 69 3
124 104 7
28 93 2
134 91 1
128 117 9
104 3 9
87 70 9
60 20 3
91 118 5
131 120 9
52 94 4
80 58 7
2 78 6
72 54 5
95 57 1
112 51 7
87 113 9
73 15 4
41 11 3
138 122 6
24 50 4
30 135 5
2 47 7
137 18 2
40 17 8
102 74 9
28 65 1
65 110 5
5 1 1
69 22 2
138 108 9
51 7 1
91 75 7
134 59 7
13 8 1
50 98 6
31 114 8
134 125 5
134 136 8
129 140 9
123 77 5
137 64 6
64 148 9
22 4 2
108 116 1
94 25 8
13 119 2
113 43 4
94 84 2
43 61 4
53 130 9
25 36 3
117 85 8
6 21 8
85 68 6
78 27 9
112 109 4
60 99 2
20 139 2
2 111 9
124 144 3
68 96 3
0 149 2
95 67 8
139 141 3
69 147 5
149 48 3
25 62 9
1 132 2
132 37 6
123 83 2
123 44 7
105 115 2
1 32 5
8 121 2
125 127 8
31 97 2
139 126 3
102 82 8
135 56 7
97 90 5
61 103 5
84 107 4
96 23 2
31 71 8
31 145 9
146 35 1
103 133 1
11 42 8
84 46 9
36 38 9
123 92 8
94 63 8
61 34 7
18 16 8
86 76 4
48 29 4
59 106 9
2 142 1
84 26 3
4 19 1
70 100 9
91 12 5
115 81 9
69 89 4
25 101 2
28 14 4
141 143 7
66 39 4
39 115 1
24 117 2
46 98 2
97 17 2
106 44 3
77 18 3
68 67 4
16 24 3
105 30 2
98 126 2
46 139 1
95 52 3
28 88 4
105 68 3
71 123 3
81 129 2
32 4 1
149 84 4
35 93 3
97 64 3
43 96 2
0 92 1
143 149 3
24 93 3
118 68 4
25 60 3
61 23 3
130 34 4
18 128 1
17 74 1
5 131 3
94 115 1
100 6 3
90 93 1
76 52 3
50 41 4
115 28 1
89 5 1
112 43 3
8 135 2
57 107 4
4 88 2
76 68 2
120 14 3
110 43 1
130 102 2
44 36 1
102 8 2
66 36 3
98 109 4
114 55 2
26 99 4
28 111 4
15 83 3
31 82 3
56 25 4
99 124 1
149 141 3
58 140 1
141 90 1
137 146 1
4 13 2
82 22 2
31 103 2
20 140 2
148 12 4
75 56 1
131 147 3
54 149 4
112 14 1
115 104 3
146 46 3
102 136 4
85 133 4
33 40 1
92 68 3
53 147 1
120 87 2
101 66 4
50 137 2
63 93 2
80 141 1
138 23 1
76 112 3
101 58 3
114 69 1
140 128 3
60 58 2
110 115 3
100 137 3
118 70 1
57 9 3
61 147 3
118 20 3
91 54 4
96 81 3
27 90 4
63 5 4
40 16 3
42 116 3
26 106 4
14 70 2
32 137 4
94 141 3
138 125 1
121 76 1
9 74 4
51 103 3
101 74 4
60 138 4
20 124 3
142 97 4
117 119 2
110 107 1
131 2 2
77 19 2
58 23 4
38 71 4
98 86 2
43 62 4
22 122 3
83 89 1
14 89 4
56 110 2
42 45 4
53 78 2
40 22 3
28 6 3
102 107 4
91 27 2
80 137 4
55 49 3
19 8 3
10 135 4
106 74 4
79 93 3
126 16 4
5 13 2
104 84 3
14 141 2
115 71 4
42 84 2
2 69 2
47 120 4
127 40 3
146 91 2
38 145 4
123 45 4
16 129 2
148 60 3
14 136 4
74 45 2
77 49 2
51 46 2
116 117 3
135 34 4
140 147 3
122 94 1
39 149 2
54 0 4
123 49 3
109 129 3
45 13 1
106 35 2
39 30 1
111 131 4
104 144 2
15 52 1
90 130 3
69 12 2
34 103 2
68 73 3
69 81 2
95 79 3
16 15 3
81 64 3
22 148 2
142 113 2
123 21 2
114 103 1
47 123 1
52 7 1
51 147 2
109 140 1
45 27 3
13 70 3
42 48 2
109 20 4
105 46 2
22 145 1
141 61 3
139 111 2
6 125 3
143 55 2
102 97 4
105 63 4
8 77 4
38 68 3
137 84 2
110 70 3
119 60 4
34 62 2
69 118 1
75 112 4
24 148 4
9 114 2
139 41 1
67 3 1
34 45 3
119 120 4
103 91 1
135 141 1
79 130 1
134 121 3
75 63 2
67 36 4
55 75 4
28 128 1
125 95 4
73 66 3
71 60 1
83 68 2
78 26 2
130 43 3
43 50 1
147 26 3
1 97 2
32 103 4
37 107 3
36 8 1
133 53 1
1 47 3
120 88 3
86 1 1
47 41 1
21 25 4
90 91 2
1 102 4
9 149 2
92 101 2
68 46 3
133 30 3
65 68 3
102 119 1
18 111 2
56 35 3
6 57 3
137 118 4
88 41 2
144 92 3
99 140 3
144 56 4
21 83 1
65 36 2
78 69 3
27 77 2
102 129 2
41 81 4
82 73 4
85 93 1
53 121 1
35 132 3
58 68 4
5 66 4
60 85 3
127 28 3
22 31 4
47 14 4
129 116 2
84 36 4
99 53 4
27 36 2
3 36 2
103 85 1
46 17 1
116 12 1
2 145 4
89 43 4
72 134 1
25 84 4
111 94 1
55 127 4
114 146 3
9 4 3
133 27 4
77 53 4
29 147 2
0 85 3
42 68 4
146 122 2
97 21 4
15 78 1
29 145 4
25 48 2
117 40 1
45 48 2
75 13 1
94 38 1
56 60 2
39 19 1
39 145 4
34 49 2
6 131 2
65 122 3
107 73 4
22 47 3
109 117 1
134 101 1
133 136 1
0 58 1
28 116 1
47 60 3
40 41 3
135 82 3
133 44 1
100 30 2
118 88 3
125 106 3
55 43 2
112 4 2
88 100 3
133 57 1
3 0 2
19 122 1
86 16 2
121 139 2
148 19 4
85 102 3
104 61 2
16 125 2
61 148 3
65 44 2
81 136 2
60 149 1
96 60 3
35 109 1
110 38 1
71 122 2
32 63 1
101 53 1
90 14 2
84 53 1
145 49 2
136 148 2
94 48 2
33 64 3
55 40 4
0 49 2
120 135 2
130 71 3
107 62 3
46 41 1
75 10 2
45 149 3
52 138 3
142 25 3
15 111 3
131 19 4
114 29 2
0 87 3
73 130 1
48 31 4
113 127 2
91 76 1
1 99 2
105 112 2
138 91 2
54 80 3
103 64 1
68 100 4
143 146 3
27 25 1
79 59 4
82 99 3
47 77 2
70 66 1
61 128 2
40 39 4
87 32 1
84 8 2
135 137 3
19 10 1
80 139 1
123 117 3
67 9 4
25 45 2
115 117 3
122 117 2
83 142 3
71 104 2
142 135 3
47 6 1
103 132 3
56 32 1
65 5 3
134 123 4
40 48 3
92 35 4
13 47 4
93 104 4
144 131 4
147 83 1
19 96 4
111 1 1
19 20 2
13 56 4
7 126 4
26 95 2
91 26 3
54 19 3
138 123 1
55 72 3
87 94 2
113 140 4
23 48 1
28 133 2
79 131 2
44 93 1
121 15 2
122 89 4
67 25 3
96 59 2
136 94 3
23 37 2
68 8 3
10 113 1
63 107 1
101 120 2
38 108 4
121 60 1
46 145 4
134 103 4
55 46 4
42 89 1
34 132 1
34 63 2
32 16 1
35 120 1
37 58 1
101 68 4
89 12 4
128 106 3
82 43 2
6 91 4
132 58 4
40 19 4
15 1 4
11 113 2
36 76 4
93 77 2
127 43 4
68 37 2
37 129 1
58 22 3
61 13 3
118 142 3
13 87 1
44 112 1
139 84 3
15 134 3
129 97 4
81 63 4
7 90 2
84 54 2
139 106 2
108 127 1
47 20 3
3 48 3
130 119 3
44 40 3
46 7 2
72 19 2
82 68 3
144 59 2
133 46 2
3 140 2
139 83 1
99 29 3
52 41 4
134 29 4
14 45 3
81 71 2
29 133 3
137 113 1
36 15 2
108 22 1
21 20 1
92 2 4
66 112 3
49 9 4
63 72 3
0 51 4
116 133 4
105 16 3
138 76 3
10 103 3
87 115 3
63 67 4
35 100 4
78 32 3
99 95 4
50 71 1
25 54 2
32 28 1
10 48 1
5 130 1
145 125 3
89 111 3
131 66 3
127 92 2
74 39 2
85 141 1
149 122 4
2 140 1
29 126 1
138 72 1
64 127 1
26 140 4
92 19 2
129 133 4
96 30 2
96 135 4
129 104 4
30 10 2
42 57 4
79 141 3
98 135 4
50 93 2
132 118 3
144 52 3
110 0 2
46 37 2
55 2 2
57 11 4
42 104 1
95 89 2
26 56 4
41 77 4
108 136 1
26 77 3
64 44 1
130 31 2
109 67 4
72 65 2
60 77 1
98 2 3
31 10 4
5 21 4
42 34 2
85 128 2
83 146 4
78 56 3
11 61 2
80 140 1
44 86 1
118 46 1
73 49 3
86 75 3
136 114 1
68 30 2
21 110 2
10 128 4
57 94 1
59 27 3
141 109 2
121 92 3
40 71 4
92 13 4
139 145 2
90 68 4
75 52 1
126 5 1
43 65 4
17 122 3
86 132 3
54 7 1
104 125 2
18 119 4
82 114 2
106 137 4
134 10 3
39 43 2
121 40 3
67 15 1
133 90 4
28 43 3
130 141 4
46 53 1
7 119 3
107 25 1
117 26 3
145 57 4
137 104 2
76 37 3
62 22 3
135 103 4
100 90 4
9 81 1
114 88 1
55 69 3
42 43 1
113 48 4
121 78 2
106 45 3
114 58 1
118 78 2
5 129 4
29 64 2
64 15 1
74 48 3
17 104 1
101 89 3
53 110 3
82 32 2
140 47 1
82 35 2
64 53 3
32 127 3
66 3 1
137 48 1
73 121 3
139 14 3
118 42 4
50 125 3
30 4 4
6 1 1
100 125 1
91 109 2
86 91 2
65 103 2
