5588 150
0 5 8
5 42 3
5 41 4
42 63 9
42 139 7
139 101 5
139 95 2
101 13 5
139 140 6
13 86 2
95 24 3
140 74 6
24 72 1
5 99 8
41 69 7
5 110 4
140 11 8
139 55 8
0 45 5
13 37 7
63 19 7
41 121 7
24 143 8
99 1 7
13 80 5
19 27 2
86 6 4
74 51 3
27 9 5
27 22 1
63 130 8
80 107 7
74 48 2
86 132 1
9 4 1
72 15 4
6 71 4
130 135 9
140 145 2
99 81 6
11 100 2
69 125 9
41 58 9
27 116 3
51 149 6
140 98 4
86 79 6
81 144 1
145 90 3
24 82 7
6 147 1
37 113 9
1 30 2
5 103 4
19 52 3
99 10 1
149 49 9
143 131 1
81 2 6
143 76 2
52 128 8
90 84 2
98 97 1
116 123 7
140 66 3
84 120 8
99 34 2
19 25 3
1 36 9
13 18 5
116 12 1
132 68 1
6 54 7
13 87 7
5 75 9
143 57 8
87 83 1
82 38 4
49 124 2
4 91 4
55 119 1
25 43 7
27 16 6
103 14 9
36 115 3
42 93 2
66 96 1
99 148 8
80 28 7
28 118 6
1 62 8
115 23 3
103 35 3
144 141 4
119 70 2
120 92 7
38 108 6
69 85 7
80 78 3
4 137 5
43 127 3
30 129 3
35 106 3
9 122 6
52 146 7
106 33 2
72 138 3
118 26 8
87 31 2
118 142 1
22 114 7
139 133 8
97 56 1
62 105 1
120 134 3
30 111 1
86 8 6
1 126 5
57 136 5
85 7 3
76 53 4
148 46 4
55 61 7
146 112 7
114 59 2
19 44 7
72 29 3
140 109 7
85 89 4
54 47 9
66 20 2
120 3 5
80 65 6
29 88 1
3 77 6
41 32 9
149 39 9
142 60 9
4 104 9
66 21 1
88 94 2
111 50 5
0 64 8
130 67 9
7 73 9
75 102 5
128 40 2
32 117 4
12 17 2
51 103 4
9 3 3
75 53 3
61 29 2
54 119 3
48 84 3
58 96 2
128 92 4
38 101 1
136 9 2
28 90 1
60 90 2
101 85 1
123 68 3
59 12 2
143 107 3
111 139 1
14 132 3
73 146 3
18 138 1
138 51 4
102 110 4
126 49 1
67 104 1
53 103 1
32 71 2
92 61 1
76 47 1
65 120 1
5 149 3
95 81 3
33 98 2
137 30 4
84 18 4
70 112 4
86 78 2
133 62 1
11 103 3
36 134 4
134 56 4
21 13 3
33 97 4
112 20 1
99 126 4
8 147 2
112 125 2
148 7 3
132 89 3
41 97 2
19 51 4
16 63 2
48 130 3
59 44 1
115 67 4
109 108 3
44 103 3
48 34 2
112 63 1
124 112 1
143 51 4
103 33 3
29 75 4
136 137 2
81 86 3
5 57 3
77 54 2
81 87 1
20 68 4
147 18 3
119 93 3
139 15 2
43 30 2
116 122 1
33 19 2
97 63 1
8 26 4
75 85 4
148 74 1
146 87 4
104 31 4
100 53 4
46 123 4
134 69 1
107 115 1
20 83 4
102 35 1
57 145 3
75 14 4
66 64 4
104 62 3
124 98 3
45 73 4
97 61 3
101 121 1
28 126 1
69 82 3
6 39 4
70 79 1
89 24 3
144 0 4
61 76 2
98 106 1
133 124 4
97 140 1
39 63 3
104 15 3
107 126 3
94 149 3
149 72 1
21 42 4
19 91 2
9 42 2
15 137 3
130 40 2
64 41 1
119 56 4
3 60 4
142 22 2
108 67 3
146 7 4
51 86 3
128 30 2
102 82 1
96 13 2
81 72 4
98 5 1
80 42 3
100 116 3
111 66 4
103 58 4
53 43 3
35 8 2
6 14 2
81 77 2
52 44 2
39 40 2
