2475 100
0 91 9
1 80 1
2 7 1
3 27 7
4 97 5
5 10 5
6 15 9
7 99 7
8 84 6
9 44 1
10 65 2
11 53 7
12 63 7
13 56 6
14 79 2
15 90 2
16 26 5
17 4 6
18 14 4
19 92 1
20 1 7
21 18 2
22 64 7
23 10 4
24 12 1
25 90 5
26 69 9
27 0 3
28 9 3
29 48 2
30 37 7
31 46 8
32 33 9
33 22 5
34 9 2
35 7 6
36 5 9
37 28 5
38 79 4
39 88 7
40 2 9
41 14 5
42 8 9
43 28 2
44 56 7
45 58 9
46 51 6
47 49 5
48 64 6
49 61 2
50 39 3
51 37 3
52 81 9
53 8 4
54 36 8
55 70 1
56 5 2
57 10 6
58 76 7
59 44 6
60 99 1
61 25 4
62 87 3
63 91 3
64 80 1
65 90 3
66 73 6
67 43 5
68 13 8
69 77 1
70 87 4
71 45 1
72 41 7
73 3 5
74 45 3
75 44 4
76 94 3
77 8 8
78 11 1
79 31 7
80 76 3
81 29 4
82 99 6
83 21 5
84 20 1
85 43 3
86 17 8
87 9 9
88 45 1
89 10 7
90 76 8
91 51 3
92 16 1
93 79 6
94 10 3
95 56 3
96 27 9
97 39 1
98 68 3
99 97 7
11 23 3
49 76 3
49 44 1
65 69 1
26 12 1
88 97 1
49 30 2
71 73 2
73 90 2
95 34 3
30 5 4
19 74 2
87 47 4
49 22 2
38 66 1
70 53 1
37 10 4
39 41 1
87 32 4
51 28 1
38 16 4
66 56 3
97 30 2
30 73 4
8 21 1
46 32 3
95 48 3
82 15 4
87 78 1
54 45 4
16 4 3
48 7 3
64 75 2
28 95 4
17 96 3
95 51 2
42 97 1
63 54 1
7 50 1
97 98 1
25 96 3
24 68 3
32 63 1
94 48 2
63 62 1
50 41 3
40 54 4
61 75 3
13 32 1
21 15 2
1 17 2
73 56 3
72 70 1
1 92 3
37 52 1
80 95 2
52 6 3
47 71 4
87 59 3
63 72 4
43 83 3
62 31 3
95 71 2
24 0 1
15 75 3
76 93 4
66 45 3
73 65 4
58 34 3
23 4 1
57 42 1
97 1 1
12 27 4
89 7 2
87 71 4
81 53 4
67 52 4
13 79 1
93 29 2
24 64 4
16 14 3
44 66 2
68 1 2
83 4 1
76 39 3
77 10 4
96 82 2
43 59 1
28 24 2
76 55 2
87 44 1
16 93 4
29 23 3
13 37 3
95 59 1
53 14 1
53 56 4
29 63 3
58 19 3
56 31 3
89 71 2
56 34 4
39 0 4
24 11 2
27 89 3
64 47 4
45 99 4
11 59 1
56 65 3
41 59 1
52 90 1
53 43 2
51 11 3
47 31 2
34 50 1
4 42 3
80 37 2
89 28 2
5 90 1
25 63 4
45 6 1
80 56 2
43 0 2
54 41 4
58 83 3
98 31 2
49 9 2
40 85 4
70 81 3
19 13 3
59 5 4
34 71 3
94 0 2
0 59 1
18 49 4
84 6 3
86 25 2
26 56 4
78 96 3
84 63 3
60 38 1
48 44 4
73 74 2
49 60 4
36 32 3
62 14 3
79 18 1
91 89 1
79 26 1
56 90 4
72 16 3
77 44 2
19 14 1
12 3 3
32 42 3
70 25 1
83 55 4
46 4 1
74 25 4
29 17 1
5 94 2
89 74 2
92 47 2
7 12 4
50 57 4
25 79 2
64 58 4
78 36 4
68 85 4
11 64 3
40 66 1
14 28 2
84 98 1
77 34 1
46 97 2
29 5 2
42 39 2
41 20 3
30 99 2
69 32 3
8 50 2
82 69 2
7 92 2
96 49 1
85 57 1
84 41 4
93 40 2
47 7 3
47 20 2
72 65 2
72 34 2
79 64 2
68 4 1
70 74 2
50 79 4
37 84 4
5 28 4
87 81 4
45 17 4
20 92 3
13 14 1
38 97 3
38 82 4
40 78 4
46 47 2
