2475 100
0 23 7
1 86 8
2 64 1
3 44 9
4 23 9
5 77 6
6 95 9
7 67 1
8 61 6
9 54 7
10 71 1
11 98 1
12 5 8
13 48 2
14 54 4
15 66 1
16 82 9
17 73 3
18 47 5
19 85 4
20 51 7
21 6 9
22 12 4
23 14 1
24 37 6
25 76 2
26 99 5
27 25 3
28 68 7
29 55 1
30 42 8
31 5 2
32 2 2
33 34 5
34 95 1
35 6 2
36 72 5
37 9 1
38 45 4
39 18 3
40 23 5
41 43 1
42 72 1
43 48 8
44 80 5
45 1 6
46 16 8
47 23 1
48 9 7
49 89 2
50 58 9
51 40 3
52 54 9
53 74 2
54 16 2
55 74 5
56 23 3
57 8 2
58 98 9
59 84 2
60 81 2
61 24 6
62 30 3
63 9 4
64 78 2
65 68 4
66 99 7
67 55 7
68 27 7
69 89 2
70 52 2
71 86 9
72 25 4
73 37 3
74 49 1
75 53 4
76 41 7
77 25 7
78 37 7
79 59 7
80 37 7
81 33 2
82 29 4
83 6 7
84 51 8
85 49 6
86 22 4
87 51 6
88 16 6
89 54 3
90 22 2
91 71 1
92 98 6
93 19 2
94 21 7
95 70 7
96 48 6
97 72 2
98 56 4
99 60 1
70 41 1
4 11 1
11 56 1
13 24 2
41 85 3
14 1 2
95 16 4
51 86 4
11 93 3
10 35 2
57 47 2
34 6 2
69 17 3
60 47 4
67 45 4
65 29 4
88 6 2
63 95 4
38 7 1
6 18 4
50 67 1
52 81 1
12 87 4
19 84 3
25 99 4
17 95 4
59 78 1
34 16 2
98 99 2
6 96 2
21 56 3
54 28 4
17 93 1
31 96 4
68 85 3
14 57 1
19 71 2
55 52 1
68 52 1
2 98 2
61 66 3
62 2 3
27 24 2
94 41 2
64 94 4
65 40 4
34 87 1
5 89 1
40 61 3
8 79 4
39 32 1
55 32 3
48 65 1
37 8 2
66 54 1
62 12 2
63 13 4
61 5 4
92 78 2
97 52 4
50 33 1
75 12 4
81 92 1
91 37 2
26 33 2
60 61 1
63 77 1
83 76 2
85 86 1
2 47 1
13 80 4
76 85 1
66 59 2
38 2 4
85 77 4
70 81 2
62 4 4
90 16 3
78 55 4
46 83 1
30 67 3
69 27 4
13 69 2
23 68 1
49 43 2
30 14 4
79 87 3
82 28 2
76 98 4
15 17 2
50 97 2
67 8 4
1 7 2
29 63 2
69 9 3
6 73 1
34 21 3
12 38 2
3 45 4
43 8 1
29 21 1
12 85 3
3 61 2
39 73 2
29 74 2
61 6 4
45 64 1
83 82 3
75 47 4
89 67 3
61 39 3
79 72 1
95 38 3
16 92 1
32 67 1
15 92 3
81 61 4
36 62 1
90 24 3
66 21 1
33 30 1
81 76 4
14 26 4
48 90 1
26 54 3
41 51 1
99 74 1
15 83 2
26 2 3
60 29 2
94 0 3
60 3 4
25 12 2
67 81 2
19 16 2
64 4 3
49 14 3
3 97 4
79 35 3
47 10 4
49 24 2
47 25 4
94 92 4
41 64 4
30 72 2
91 58 2
57 12 2
12 34 2
3 33 2
90 75 3
61 65 3
8 22 3
98 26 3
79 58 4
57 77 2
1 92 1
28 25 4
1 33 4
81 29 3
96 4 4
74 23 2
17 62 3
88 33 3
6 26 3
98 17 2
52 19 1
54 61 4
33 38 3
62 71 2
81 1 4
69 67 4
