306 50
0 23 3
1 11 6
2 1 3
3 32 8
4 43 9
5 31 2
6 10 9
7 31 9
8 21 1
9 47 8
10 7 2
11 40 9
12 49 5
13 2 1
14 18 1
15 16 9
16 43 5
17 24 4
18 11 3
19 41 7
20 1 2
21 20 8
22 48 9
23 12 7
24 10 8
25 44 3
26 2 5
27 3 4
28 9 8
29 17 7
30 38 5
31 11 7
32 31 4
33 29 7
34 48 9
35 28 4
36 9 3
37 18 6
38 24 5
39 11 9
40 38 8
41 18 3
42 17 3
43 42 5
44 30 3
45 33 8
46 36 9
47 28 6
48 22 1
49 12 3
42 24 2
16 36 4
4 23 1
21 14 2
31 28 1
38 20 1
2 47 4
29 42 4
8 47 3
13 29 4
39 45 2
47 18 3
33 35 1
11 47 1
40 17 1
42 1 4
38 31 2
13 14 4
15 11 4
32 21 3
1 49 4
16 30 1
41 43 3
9 15 2
4 7 3
15 41 2
2 22 1
40 6 1
15 48 1
38 1 4
21 29 4
27 16 1
44 10 2
12 36 1
22 30 4
48 25 2
2 25 1
44 33 1
14 43 2
42 40 1
7 17 3
19 47 2
27 39 3
8 28 1
20 30 3
45 28 4
46 10 3
4 37 3
43 22 3
35 19 4
18 32 2
14 23 3
2 30 3
0 38 1
4 30 3
24 15 4
17 1 3
11 37 1
39 29 4
45 32 2
5 35 4
1 16 2
34 3 2
4 41 4
32 38 1
25 47 1
36 8 2
12 45 2
11 23 4
25 20 4
17 35 4
43 44 1
19 25 2
37 42 1
22 42 3
48 14 2
25 12 1
49 28 2
24 18 1
9 0 1
48 31 3
0 29 1
16 40 2
34 45 1
29 12 1
29 32 1
32 36 4
21 23 3
43 33 2
1 34 1
43 1 1
6 25 3
15 20 4
11 5 1
5 29 2
12 20 4
39 35 2
3 13 1
22 36 4
34 23 2
42 2 1
1 15 4
14 4 4
34 30 3
45 43 2
37 2 3
35 30 1
27 20 1
19 39 2
28 41 3
25 3 3
23 37 4
21 47 4
33 37 4
46 42 1
40 4 1
33 28 3
3 37 3
17 22 2
28 15 2
36 23 4
29 25 1
19 17 1
30 18 4
32 11 4
10 16 1
3 0 2
43 29 2
2 24 4
32 4 2
26 19 4
5 28 3
3 48 4
1 36 1
16 31 2
15 47 2
27 29 3
28 17 2
46 47 3
18 10 1
26 12 4
23 31 2
12 3 2
4 45 3
12 47 3
46 25 4
14 42 2
10 26 1
13 30 2
7 43 2
20 11 4
43 13 1
18 5 2
13 45 2
4 13 3
36 10 1
46 28 3
25 34 1
26 21 2
33 27 1
49 27 4
28 48 1
18 7 4
9 1 1
7 47 4
26 44 3
48 41 4
6 19 4
41 42 1
8 35 4
2 40 2
33 1 1
43 28 1
9 25 1
40 14 1
11 36 2
6 39 4
26 46 3
44 5 1
45 30 4
5 41 3
5 21 4
28 26 2
18 40 1
10 28 4
36 0 4
16 4 1
17 37 3
2 43 3
31 36 1
4 46 1
48 19 4
26 14 3
25 4 2
12 16 4
13 23 2
38 25 2
9 39 3
7 46 3
9 48 2
30 12 1
37 48 1
22 35 2
22 49 4
1 19 3
17 48 2
25 16 2
46 3 1
41 17 1
4 35 4
16 20 2
26 11 1
33 32 4
15 8 1
4 11 4
23 24 3
3 15 2
9 4 1
18 28 4
8 26 1
8 4 4
11 10 2
31 49 2
1 23 1
39 21 1
34 16 1
17 9 4
10 35 3
37 13 2
49 20 2
5 27 2
1 35 1
48 1 2
24 32 1
33 3 2
13 38 1
26 22 4
38 37 3
25 10 2
12 28 3
1 44 4
35 15 2
45 26 4
18 12 2
6 15 3
26 18 4
3 24 1
42 26 2
19 9 4
44 42 1
16 6 3
41 32 4
37 46 2
49 3 1
4 6 4
23 5 1
