306 50
0 5 4
1 40 9
2 10 3
3 43 4
4 0 7
5 25 2
6 39 6
7 38 8
8 40 8
9 34 4
10 21 9
11 38 1
12 18 4
13 47 8
14 9 2
15 2 2
16 20 9
17 41 9
18 21 1
19 31 6
20 4 6
21 13 1
22 38 4
23 20 1
24 4 3
25 29 1
26 9 2
27 9 2
28 26 3
29 23 7
30 6 4
31 29 9
32 29 6
33 48 6
34 13 5
35 1 6
36 13 9
37 45 1
38 9 4
39 6 5
40 8 5
41 14 4
42 36 4
43 6 2
44 26 1
45 36 6
46 22 7
47 3 2
48 49 5
49 3 8
19 39 3
9 28 4
33 27 1
33 46 1
4 32 1
22 27 4
48 12 4
1 9 2
20 36 1
49 31 1
19 20 4
8 2 2
13 28 3
12 16 4
11 49 2
9 8 3
26 30 2
1 5 1
18 0 4
49 1 3
37 38 2
5 14 2
11 2 3
44 38 2
8 19 4
17 8 2
28 33 3
20 5 4
29 16 1
44 47 2
46 9 1
37 36 1
17 9 2
18 6 1
30 11 1
42 17 1
23 38 3
42 37 4
25 15 4
42 15 3
34 8 1
0 32 4
15 22 1
29 26 3
45 48 4
2 7 4
19 23 4
4 26 1
20 6 2
43 26 2
39 23 1
31 6 1
36 1 3
20 44 2
46 20 2
13 1 3
43 24 3
35 13 4
17 24 4
13 19 1
31 5 2
26 15 4
38 8 2
9 19 1
12 32 4
0 1 4
8 37 4
18 38 4
30 16 2
32 5 1
29 30 4
48 28 1
2 19 1
35 22 1
39 13 4
10 28 3
12 42 1
25 22 3
9 3 4
23 27 3
6 42 4
41 24 2
31 23 4
35 46 1
21 20 1
42 5 1
9 42 1
9 12 3
39 34 3
18 13 4
3 17 4
43 21 2
7 42 3
41 11 4
40 33 4
16 49 3
49 7 1
2 32 4
1 47 2
3 2 3
38 39 2
47 12 1
2 5 1
12 30 2
23 41 4
8 49 3
44 16 1
37 11 1
11 13 1
30 9 3
14 10 2
33 3 3
34 23 4
32 47 4
44 19 2
24 28 2
11 5 1
11 28 2
49 35 2
32 3 3
43 14 1
1 42 3
9 18 1
48 40 2
33 41 4
40 19 2
25 8 4
10 13 4
37 48 3
36 41 3
31 4 3
24 23 4
14 11 2
6 38 3
5 30 2
43 34 3
13 0 1
34 21 4
3 4 1
0 49 1
15 3 3
21 4 4
33 45 4
11 46 4
28 17 1
3 19 4
37 2 4
46 42 1
11 17 2
43 35 2
18 32 3
32 1 2
24 21 3
33 1 2
10 25 3
6 45 3
40 15 1
36 5 2
45 13 4
11 21 1
38 4 1
21 33 4
39 25 3
15 23 2
25 19 2
44 27 2
33 36 3
30 15 4
39 44 4
34 11 1
19 36 4
31 27 4
40 44 4
14 22 1
9 5 4
15 44 1
35 32 2
25 20 1
34 35 3
12 46 2
10 46 1
7 35 1
27 17 2
48 30 4
31 24 1
7 10 1
34 30 4
18 48 4
7 11 4
49 42 3
38 0 2
39 10 1
33 38 1
3 13 4
39 0 4
3 45 2
17 39 3
6 3 4
41 48 2
41 45 1
23 6 2
2 6 2
35 44 1
47 8 4
3 28 3
10 9 3
6 26 1
38 26 3
28 16 1
7 20 1
24 42 1
24 13 2
18 44 3
14 3 4
5 40 4
2 41 4
29 39 4
17 30 2
26 18 4
9 7 1
19 41 3
26 7 4
42 40 1
23 47 3
19 30 3
35 23 2
47 45 4
28 40 3
13 29 1
7 25 2
21 28 2
18 28 1
49 30 2
17 5 4
0 27 2
49 9 3
26 27 3
15 10 4
13 30 4
24 3 1
38 47 3
26 24 2
35 38 1
20 14 1
9 20 4
31 34 2
33 25 3
47 35 4
18 30 4
20 47 3
11 29 4
49 4 1
16 36 1
49 15 2
13 20 1
33 23 1
