19701 200
0 106 1
1 81 6
2 138 4
3 24 5
4 143 7
5 135 6
6 61 6
7 20 4
8 57 9
9 138 5
10 183 6
11 184 5
12 150 1
13 7 9
14 48 8
15 4 9
16 70 2
17 179 1
18 185 7
19 175 8
20 15 5
21 170 8
22 25 3
23 194 5
24 188 5
25 139 3
26 43 8
27 78 6
28 127 5
29 11 7
30 38 6
31 189 6
32 133 9
33 48 2
34 138 7
35 140 4
36 13 4
37 160 1
38 113 7
39 196 8
40 26 1
41 123 6
42 14 8
43 22 1
44 12 3
45 92 9
46 49 7
47 44 3
48 60 4
49 157 9
50 182 4
51 28 4
52 47 9
53 123 1
54 20 1
55 29 4
56 0 1
57 147 5
58 193 3
59 20 3
60 100 7
61 167 8
62 167 8
63 159 6
64 171 3
65 164 1
66 80 7
67 168 5
68 138 9
69 34 8
70 49 9
71 77 9
72 167 8
73 118 6
74 40 3
75 76 7
76 35 8
77 114 4
78 187 8
79 66 7
80 147 9
81 34 7
82 95 3
83 57 1
84 153 6
85 47 7
86 66 2
87 125 6
88 169 3
89 101 2
90 83 2
91 157 6
92 33 2
93 67 8
94 115 3
95 190 9
96 17 4
97 34 9
98 162 9
99 173 6
100 22 9
101 5 8
102 58 3
103 48 6
104 50 3
105 192 5
106 14 1
107 139 1
108 138 7
109 66 8
110 148 1
111 31 8
112 142 6
113 10 2
114 190 7
115 104 6
116 165 5
117 26 9
118 175 7
119 106 2
120 15 8
121 124 6
122 106 6
123 110 4
124 194 8
125 16 3
126 118 8
127 194 6
128 191 1
129 186 1
130 85 7
131 100 1
132 119 5
133 193 4
134 37 4
135 174 1
136 143 4
137 89 3
138 11 1
139 59 9
140 194 9
141 135 2
142 33 7
143 85 5
144 155 4
145 62 4
146 44 7
147 187 5
148 98 8
149 32 1
150 23 7
151 23 2
152 164 7
153 115 9
154 28 7
155 133 8
156 86 4
157 151 1
158 79 4
159 92 3
160 94 4
161 30 9
162 45 1
163 13 4
164 147 5
165 75 4
166 27 8
167 185 2
168 142 3
169 40 8
170 43 6
171 50 8
172 73 5
173 55 2
174 93 6
175 89 6
176 8 5
177 156 1
178 19 7
179 180 2
180 121 2
181 195 1
182 80 8
183 159 3
184 34 6
185 111 4
186 111 6
187 155 5
188 189 2
189 43 5
190 100 9
191 84 1
192 170 1
193 190 7
194 13 1
195 199 6
196 74 7
197 122 3
198 97 2
199 116 8
172 103 2
112 33 2
38 127 3
102 32 2
13 127 1
81 139 1
168 81 1
92 16 1
43 13 1
54 151 2
37 190 1
175 193 1
17 164 1
83 93 3
192 15 3
134 90 2
159 197 2
145 194 4
56 30 2
178 75 1
65 83 3
173 83 2
183 151 1
53 42 1
26 59 4
36 114 1
21 57 3
31 35 4
5 103 4
130 171 1
198 106 3
141 117 4
198 197 4
37 15 4
131 67 4
189 94 1
97 25 2
2 41 2
169 128 4
72 82 1
179 59 4
13 99 3
77 10 3
38 39 1
51 104 4
10 50 2
56 192 2
122 50 2
12 94 1
52 53 2
188 34 2
42 189 4
194 184 4
199 83 4
154 2 3
168 190 4
48 45 4
63 51 1
