1213 50
0 32 7
0 5 7
32 41 4
5 1 3
5 35 2
1 40 4
40 46 8
46 29 7
0 42 1
41 15 3
46 12 4
0 44 5
40 38 5
1 14 8
44 9 4
40 21 1
14 43 7
14 47 6
5 39 4
42 45 9
0 13 5
0 20 4
9 30 7
1 37 6
41 17 4
45 19 7
1 26 1
47 27 9
20 28 8
14 23 6
42 4 5
40 18 9
20 11 7
21 22 7
35 25 6
38 3 1
5 34 7
30 8 3
1 48 7
22 10 7
41 36 2
35 49 1
9 6 3
26 31 8
31 16 8
3 2 4
11 33 6
1 7 5
19 24 9
36 23 2
2 41 2
36 29 1
25 46 3
34 40 4
39 33 3
35 0 1
39 19 2
35 39 1
18 29 2
40 42 1
5 20 4
20 43 1
47 33 1
3 15 4
34 26 1
31 30 3
22 44 1
30 22 4
49 3 4
3 34 4
46 21 3
3 37 1
37 8 4
28 2 4
49 9 4
17 8 1
0 7 1
45 32 4
40 26 1
15 5 1
19 38 1
38 14 2
33 42 2
7 41 1
19 33 4
38 31 3
30 19 2
44 23 1
2 22 2
18 22 4
27 39 1
48 19 1
35 40 3
1 21 4
4 41 2
9 10 1
40 9 2
34 29 3
20 41 4
18 3 3
25 12 1
14 13 2
25 26 2
26 43 4
27 13 2
22 45 3
32 47 2
41 1 3
0 34 1
29 47 1
6 15 2
21 43 1
15 47 1
4 12 3
11 7 1
3 43 2
18 23 3
8 1 2
5 43 3
7 10 3
12 27 1
14 7 4
46 14 2
26 45 1
41 23 2
11 1 2
36 6 4
31 3 1
38 34 1
14 8 4
26 21 4
31 8 3
17 20 4
17 32 3
42 34 1
17 42 3
7 45 4
36 42 2
24 47 4
48 40 1
18 42 1
2 38 4
21 6 1
44 2 1
14 31 1
9 45 2
20 46 4
29 13 1
22 46 2
24 8 3
24 33 1
24 37 1
28 6 4
9 32 1
11 31 3
43 0 2
13 10 3
18 25 1
28 42 4
49 44 4
13 44 3
20 37 2
26 7 2
30 24 4
32 3 1
6 48 1
1 33 4
21 39 4
39 10 4
23 22 1
12 42 1
49 41 2
35 13 4
39 17 4
8 18 1
38 32 4
34 41 1
15 19 2
17 22 4
29 27 3
4 47 2
5 23 2
3 16 3
10 48 2
30 21 1
3 45 3
27 48 4
11 40 2
44 45 3
0 28 4
27 36 3
