19900 200
0 77 5
0 42 8
77 190 4
77 90 6
77 194 3
90 154 4
154 49 7
49 10 5
42 123 3
42 70 1
0 110 8
110 85 4
85 136 5
190 47 8
190 185 7
77 165 1
194 34 7
42 30 8
165 177 6
185 139 6
47 71 8
136 32 2
136 102 6
110 38 5
34 144 1
154 68 1
136 7 6
38 131 5
47 45 5
70 95 8
49 186 4
131 116 7
177 22 6
42 21 5
30 4 5
21 37 8
34 160 5
186 115 4
38 137 2
186 128 1
177 126 4
4 167 2
137 81 3
165 109 4
116 150 2
110 59 5
123 189 4
37 175 3
32 153 9
165 87 5
110 19 9
22 83 1
102 62 8
194 105 6
83 48 7
194 66 5
81 166 8
47 78 4
110 111 5
116 88 7
102 155 7
22 39 8
21 96 8
153 132 3
126 106 3
160 169 2
116 3 3
186 23 7
96 133 5
128 146 3
144 73 8
7 80 3
73 135 4
19 107 9
115 143 5
177 119 3
146 121 3
47 9 4
154 13 1
185 67 4
38 130 4
194 170 9
3 198 6
131 44 4
119 33 8
77 122 5
198 61 8
38 174 4
80 24 7
10 18 9
119 141 3
0 15 5
18 86 5
85 84 2
19 57 4
37 161 8
161 148 3
135 63 2
116 26 7
80 179 4
133 76 5
190 56 3
47 138 4
148 134 6
174 178 3
123 11 4
130 93 4
57 69 9
137 188 2
23 51 8
26 195 4
166 181 2
137 125 6
9 25 8
19 140 3
155 28 9
175 79 8
175 54 3
30 197 6
150 171 1
179 180 5
136 14 4
161 112 3
165 100 2
25 164 2
51 113 8
100 183 2
166 101 2
189 55 8
110 75 3
22 104 8
101 192 2
198 64 6
121 168 6
106 43 7
185 108 2
135 53 6
79 172 7
155 103 8
154 58 6
166 60 1
77 176 9
26 98 2
14 35 4
130 149 6
139 16 4
140 151 9
96 159 7
23 5 3
180 163 7
7 91 3
166 127 2
80 52 3
176 2 9
61 145 6
163 31 2
112 8 5
125 117 1
105 82 1
54 94 4
30 147 3
110 99 6
64 17 9
140 72 5
61 6 3
28 187 1
90 173 1
82 162 2
108 156 1
38 129 1
121 184 8
139 29 1
135 120 9
69 193 2
53 157 3
112 152 1
88 36 3
64 142 3
189 20 6
181 50 5
85 114 5
100 89 8
55 46 2
7 199 3
43 124 1
101 118 6
185 74 3
144 182 6
53 97 3
95 196 6
59 92 5
44 191 1
67 40 2
156 158 9
104 12 8
165 41 9
19 1 1
170 65 4
148 27 1
58 199 1
29 140 3
87 85 2
160 115 1
84 163 1
161 134 4
168 79 4
