4900 100
0 16 1
0 18 4
16 37 8
0 29 1
37 3 6
0 80 9
18 47 6
47 83 4
47 93 9
37 33 8
93 30 4
93 89 7
37 71 3
16 11 8
0 31 1
37 27 7
29 39 4
47 52 8
52 96 9
37 97 6
83 54 4
54 92 4
89 65 2
30 68 2
47 12 1
83 50 6
71 74 3
92 69 1
71 98 8
50 45 9
80 73 9
39 76 3
74 66 6
98 14 7
89 43 9
69 58 2
31 26 6
3 63 8
12 79 5
79 6 1
68 59 8
58 25 9
26 61 8
25 60 6
33 82 9
63 62 7
25 85 8
59 70 5
54 36 8
6 95 8
96 64 2
63 56 2
96 44 2
60 49 7
98 13 4
79 17 8
92 22 2
70 40 1
44 72 8
68 67 7
52 35 2
11 75 3
69 20 2
17 2 5
70 24 9
71 21 5
69 1 4
31 48 6
39 19 9
59 4 4
60 8 9
35 78 3
43 9 7
22 87 3
60 23 4
82 41 4
44 42 7
73 55 7
73 99 8
56 94 1
49 51 8
60 91 9
8 5 7
72 53 7
53 77 4
48 90 4
65 10 4
61 28 6
27 7 7
8 32 5
90 15 8
61 57 3
59 81 3
25 38 9
35 34 8
30 46 9
33 88 2
44 86 8
41 84 5
71 85 2
52 56 4
23 42 1
50 37 4
91 7 4
33 5 2
32 12 3
86 85 4
44 58 2
39 66 1
48 53 1
33 11 1
88 93 1
48 22 1
49 78 1
27 62 1
51 61 1
68 39 4
31 42 2
65 4 2
94 47 4
76 94 2
11 78 2
8 67 4
58 28 1
50 22 2
73 62 2
11 57 1
42 12 2
2 72 2
10 79 3
83 74 4
38 97 4
17 62 1
4 78 4
51 86 4
21 83 4
41 86 1
57 94 4
9 3 3
31 87 3
64 45 1
89 10 3
65 77 1
48 60 2
6 49 3
96 40 3
25 7 1
81 24 1
23 43 1
86 75 3
93 78 4
36 18 2
94 70 3
14 23 4
57 50 3
63 94 4
19 79 1
44 84 3
25 89 2
2 43 2
76 71 1
32 19 2
45 87 1
24 83 2
99 74 1
70 52 1
45 25 3
51 26 1
76 67 2
69 57 2
86 29 2
86 31 3
31 72 2
56 20 3
90 8 3
83 60 1
49 18 2
64 30 2
82 37 4
27 81 2
94 22 3
46 2 3
49 34 1
85 94 2
69 5 3
11 83 3
80 40 2
49 20 4
77 1 4
88 37 4
95 94 1
37 25 4
73 77 1
35 59 3
48 21 3
0 58 3
8 13 3
85 72 2
88 45 2
86 25 1
81 50 2
6 19 2
33 47 2
48 9 2
27 78 4
19 43 4
48 81 1
99 55 2
98 60 4
6 28 2
67 52 1
8 97 3
87 34 2
53 81 1
21 37 2
84 28 1
34 57 2
17 32 4
59 13 1
77 7 2
56 51 3
97 80 4
74 92 3
61 85 2
6 88 3
29 16 4
73 93 2
39 22 4
81 99 3
60 80 1
40 21 2
27 69 4
71 58 1
85 87 4
23 32 3
89 61 3
87 78 1
64 7 3
23 29 4
85 77 1
21 56 4
44 75 1
14 74 1
35 0 1
31 92 4
72 12 3
5 90 1
93 67 1
55 3 4
84 89 3
50 98 4
59 3 1
58 14 4
94 83 2
50 5 2
76 13 3
47 86 3
50 9 1
99 4 2
56 39 2
13 52 3
11 72 4
17 59 1
11 17 4
77 20 2
29 32 2
33 30 1
55 6 2
91 10 1
0 9 4
7 80 2
77 86 2
33 46 1
11 59 3
66 65 4
35 94 4
51 33 1
7 47 2
36 19 2
42 55 1
61 2 1
0 37 4
50 15 3
74 96 2
73 46 3
38 10 2
82 76 4
11 0 2
19 1 3
67 40 4
46 52 1
15 21 1
62 80 1
35 69 4
10 30 1
54 72 1
96 14 3
92 55 1
96 42 3
83 58 4
12 1 3
49 39 1
0 84 4
48 36 4
45 78 1
24 23 4
37 14 1
97 64 3
50 79 2
31 81 1
37 22 1
23 61 4
15 43 1
16 97 4
91 8 4
96 55 1
70 34 3
47 2 1
43 13 2
79 40 2
4 51 3
17 33 4
47 20 3
57 63 2
54 31 2
68 76 4
69 83 2
61 13 3
84 66 3
63 9 4
56 73 4
53 99 4
32 70 1
95 85 1
34 17 2
61 90 1
42 72 1
27 19 1
9 20 3
10 22 3
64 57 1
38 5 2
91 96 4
34 52 2
0 65 4
76 20 3
72 33 4
28 7 3
17 90 4
97 76 2
57 55 3
36 73 3
26 29 2
61 47 2
69 91 1
6 70 2
65 21 2
74 25 2
0 96 2
30 13 3
92 16 1
72 83 4
6 45 2
6 3 2
10 46 2
3 48 1
30 79 2
40 73 2
55 64 2
56 87 2
52 92 2
14 7 3
69 78 1
45 63 3
58 78 2
5 56 4
37 76 4
64 46 3
10 58 3
68 54 1
12 17 3
95 17 4
72 35 2
13 55 3
7 59 1
78 23 4
28 37 3
76 1 1
19 59 3
31 32 3
59 77 2
8 63 3
12 56 1
70 91 4
56 9 1
37 41 2
66 57 3
79 56 3
38 8 3
96 20 4
27 24 3
44 94 3
16 33 2
61 70 3
80 88 4
90 66 4
45 28 4
78 8 4
48 1 2
0 15 2
67 42 2
48 69 4
80 75 4
89 26 3
79 84 2
4 80 1
62 10 1
11 3 3
29 37 3
82 34 2
84 58 1
1 67 3
61 17 1
69 67 2
35 3 4
71 70 3
47 0 1
52 73 2
47 97 4
80 59 3
92 46 1
32 38 1
65 17 3
72 91 2
90 62 2
54 14 1
34 51 2
11 53 2
98 5 4
52 84 1
20 83 1
71 92 1
58 95 1
32 71 1
0 24 4
6 25 1
79 94 2
42 81 3
78 96 1
89 69 2
83 32 3
68 42 4
55 40 3
90 47 3
18 46 2
60 45 3
12 96 4
2 52 4
69 2 1
99 71 3
31 80 3
84 98 4
23 70 1
41 79 1
50 85 1
9 30 3
95 1 1
81 69 4
92 86 4
66 50 1
16 57 3
21 90 4
48 71 1
57 87 1
39 16 1
75 9 1
4 39 1
17 10 1
44 78 4
27 84 2
82 2 2
90 51 3
23 33 3
94 13 4
24 19 2
61 52 4
16 35 3
84 61 1
20 44 4
31 8 2
99 42 3
93 57 1
49 62 3
89 32 4
17 9 1
95 19 1
66 32 3
60 62 1
78 48 2
7 52 1
78 9 3
69 88 3
60 4 2
59 54 2
49 2 1
33 65 2
59 30 4
73 4 3
33 12 2
3 79 2
95 30 4
61 53 3
19 68 2
84 76 4
73 14 1
52 77 1
97 92 4
69 16 3
78 46 1
6 61 2
8 75 4
52 40 1
98 21 3
22 67 4
78 85 2
38 54 2
70 87 4
70 35 1
37 49 2
12 76 2
9 8 1
