4900 100
0 16 9
0 53 8
16 4 6
53 36 8
16 2 9
2 8 4
0 64 9
8 83 1
53 11 8
0 96 6
64 3 3
0 82 4
83 21 4
0 81 3
11 58 9
3 55 3
3 12 3
2 7 9
64 57 6
11 56 3
83 40 8
40 32 7
83 74 3
57 66 7
3 29 4
55 80 2
0 77 6
77 41 3
81 71 9
57 73 8
55 62 5
8 45 6
82 6 3
62 23 8
4 90 7
45 84 6
29 1 4
36 92 7
74 46 6
11 97 6
77 61 5
61 44 9
96 60 5
21 33 4
84 20 8
56 30 6
0 17 8
56 52 5
53 91 8
1 87 3
52 22 8
52 35 1
64 15 8
74 39 8
40 67 9
96 18 8
30 65 2
56 26 8
12 88 5
12 51 4
64 70 1
91 63 8
39 42 7
63 89 2
15 19 1
88 31 7
90 24 4
71 47 7
45 72 9
39 14 2
16 48 5
61 69 8
52 10 5
82 78 4
88 50 5
16 79 2
91 98 8
14 9 6
2 95 1
79 38 1
73 59 7
56 85 3
85 43 3
19 76 5
45 13 4
85 28 3
4 93 6
91 27 3
16 86 7
23 34 3
85 37 5
9 68 2
70 25 7
52 99 5
25 54 5
46 5 2
16 94 2
22 49 9
20 75 7
6 54 1
49 94 1
91 0 2
85 71 3
31 63 4
18 68 1
57 96 1
75 68 3
92 77 1
26 70 3
53 59 3
91 26 1
54 99 1
21 5 3
48 50 2
82 56 2
96 75 4
74 0 1
27 50 2
88 14 3
25 94 2
55 59 4
27 30 4
89 67 3
76 78 2
67 39 4
98 55 1
32 23 2
56 1 1
3 85 4
52 32 4
70 45 2
7 75 4
4 66 2
37 92 1
5 64 3
21 89 1
65 68 1
24 69 4
36 30 3
33 57 2
67 58 1
13 91 1
69 38 4
73 52 2
67 71 2
12 46 1
26 4 3
68 26 2
73 86 4
65 33 3
11 76 4
49 73 1
62 1 1
63 53 3
29 64 3
36 45 2
86 0 3
37 13 4
37 3 1
55 64 2
91 61 3
30 42 2
5 10 4
65 17 4
54 14 1
86 22 2
29 55 1
71 16 1
24 54 2
2 81 3
20 89 4
74 4 1
54 36 3
87 25 1
57 39 3
90 91 1
57 79 3
95 91 2
40 28 1
46 82 4
43 12 1
62 28 4
15 56 3
44 55 2
71 23 2
38 1 2
7 4 1
80 28 2
36 35 1
80 10 2
21 24 3
17 71 1
74 41 1
98 42 4
66 52 3
80 19 2
82 93 3
63 80 4
66 11 1
69 44 4
47 17 3
91 17 4
67 12 2
3 41 3
97 66 3
61 63 2
87 45 1
17 54 3
3 91 2
8 33 3
38 88 2
74 27 4
48 25 2
10 35 4
83 38 4
57 47 3
28 51 2
66 92 4
54 59 1
12 74 1
60 1 3
37 66 3
35 47 4
21 64 1
99 0 1
25 39 2
18 37 4
60 84 4
80 24 4
66 39 1
90 27 2
71 61 1
58 27 3
45 96 1
69 92 1
77 64 1
16 42 2
19 75 4
40 31 1
26 19 3
83 26 1
5 55 3
43 63 4
48 51 3
11 73 1
