1225 50
0 3 5
3 39 2
3 14 5
39 9 9
0 44 3
9 13 4
0 31 7
44 26 6
39 2 2
2 27 6
26 49 1
26 48 6
9 32 3
27 16 4
3 42 7
49 45 9
13 22 3
31 17 4
2 47 1
45 38 8
27 25 2
48 8 4
32 23 4
27 6 4
14 28 7
49 20 3
31 10 1
32 19 1
44 41 6
0 46 7
49 15 3
0 7 9
46 35 8
26 37 3
48 21 3
42 18 2
26 43 2
39 29 5
49 11 7
17 12 1
10 24 8
21 40 5
24 30 6
44 5 2
16 4 6
2 36 6
13 34 8
40 1 7
32 33 6
31 35 2
46 11 1
12 35 3
33 5 4
12 11 4
16 7 4
33 1 1
21 6 4
24 46 2
15 5 4
27 26 2
35 47 1
1 22 3
48 17 1
39 34 3
9 5 4
49 39 3
22 46 1
29 1 2
24 33 4
5 8 2
20 48 1
11 34 1
19 9 1
38 0 1
20 31 1
2 13 3
42 10 3
35 19 4
31 28 2
41 38 3
13 30 2
2 17 1
46 16 1
13 43 4
20 15 3
14 6 4
27 23 3
7 18 1
36 48 1
35 27 4
42 5 4
44 20 1
28 18 3
9 46 1
16 1 3
48 33 4
7 45 1
35 38 1
26 19 4
30 2 1
4 9 4
31 12 4
17 15 4
2 9 3
38 1 1
23 42 2
6 28 3
6 24 3
35 8 1
13 7 2
32 38 4
3 49 1
17 46 1
40 44 2
36 5 2
27 8 4
15 11 4
17 36 3
31 48 1
32 47 3
36 18 2
18 29 1
12 46 4
30 48 4
19 1 3
23 10 2
32 5 1
9 18 4
15 14 3
38 3 3
40 9 3
7 21 4
8 32 3
40 22 1
36 24 2
20 14 2
41 1 2
19 21 4
42 24 1
6 13 4
30 10 3
13 12 2
17 1 2
6 9 2
40 32 2
21 13 4
17 18 2
7 39 2
23 33 2
46 32 1
14 11 3
33 31 4
7 20 4
42 43 3
8 19 2
0 26 1
42 35 1
22 36 1
40 30 1
4 17 3
3 12 2
48 25 1
20 43 2
27 45 4
3 15 4
7 19 1
5 41 2
39 17 3
20 29 3
5 13 4
22 38 1
41 15 3
35 6 3
42 46 4
5 46 3
11 2 3
7 31 4
22 7 2
15 24 4
18 25 2
18 49 4
14 17 4
33 18 2
49 47 3
16 17 3
19 44 3
29 27 3
27 0 4
7 8 4
7 28 1
34 6 4
39 26 2
38 46 4
47 10 4
16 23 3
17 21 4
40 41 4
35 7 1
25 9 4
24 11 2
36 47 3
22 48 3
6 1 4
21 12 4
25 7 2
4 28 3
26 30 4
44 38 3
46 33 1
34 24 3
0 33 1
30 49 2
23 11 1
14 43 2
31 6 2
13 15 2
23 35 3
19 47 2
41 26 4
31 11 4
11 13 2
29 9 4
38 11 2
34 5 2
28 21 3
20 42 3
12 24 2
18 46 1
48 2 1
49 42 4
24 22 2
31 40 4
24 1 2
3 41 4
4 15 3
32 30 2
0 20 4
45 19 3
37 31 2
3 17 1
38 34 2
43 7 4
25 35 2
37 28 4
36 45 3
4 36 1
4 5 4
4 3 1
13 20 1
28 2 2
2 29 2
31 16 1
25 22 2
16 13 1
48 47 4
7 26 3
31 38 1
37 18 1
45 21 2
25 45 3
43 0 4
23 40 1
38 30 3
33 45 4
5 26 1
41 47 1
31 23 4
10 14 3
49 4 2
34 40 2
11 9 3
21 41 1
25 40 4
37 4 4
47 4 4
41 4 3
6 15 3
22 20 2
19 12 4
24 17 1
15 44 4
25 0 1
25 47 3
23 17 4
5 24 1
48 3 2
8 0 2
28 42 1
17 30 1
8 18 3
2 34 4
38 26 3
48 18 2
49 48 4
6 0 2
35 18 2
16 24 2
32 28 1
48 1 4
15 27 4
27 31 4
23 45 4
12 41 1
6 46 2
26 1 4
2 23 3
4 38 3
23 4 1
20 23 4
16 34 1
25 3 2
18 13 4
22 30 4
6 10 4
5 3 1
36 12 4
33 12 4
13 39 3
24 37 3
44 3 4
31 41 3
38 36 1
27 13 3
28 40 3
10 27 2
8 9 3
41 22 3
44 29 3
31 9 4
45 35 1
25 24 1
27 14 3
37 20 2
5 28 4
34 25 1
47 38 4
48 37 3
17 47 1
45 15 1
34 36 4
21 15 2
48 23 3
32 42 3
43 8 3
32 16 2
38 16 2
8 47 3
7 36 4
32 41 3
21 33 2
11 43 3
28 8 4
5 1 1
30 46 1
0 48 1
24 41 1
2 32 4
10 48 2
27 48 4
1 7 4
43 2 3
41 20 4
11 3 4
12 29 2
22 6 4
9 12 4
12 37 2
45 3 4
1 31 4
46 43 3
21 26 4
39 8 4
27 17 1
33 15 3
10 13 3
37 39 4
48 5 1
6 44 3
14 22 3
9 21 3
6 41 1
11 20 4
23 5 2
45 43 3
34 44 1
16 28 4
49 35 2
31 44 1
3 9 3
16 30 1
49 13 4
9 14 3
18 39 1
30 33 1
45 46 1
41 10 4
2 18 2
38 9 2
45 41 2
3 46 2
44 37 1
29 33 2
47 12 1
23 46 1
17 43 1
16 15 1
19 49 3
12 8 3
34 43 4
32 13 4
32 4 1
30 6 3
28 3 4
29 22 1
25 5 2
23 9 3
45 16 2
14 40 1
16 21 4
19 39 3
8 15 3
19 24 3
26 3 2
19 34 1
3 13 4
30 14 1
19 10 1
25 32 2
33 34 1
33 11 2
46 49 1
48 38 2
17 33 2
44 23 4
18 40 3
37 43 4
7 12 2
29 26 1
26 35 4
34 23 1
46 7 4
41 13 3
34 42 3
1 2 4
45 29 2
4 25 1
14 5 3
45 18 1
15 25 1
36 6 2
24 44 2
1 27 2
47 0 3
40 2 1
22 49 3
23 29 2
40 37 1
7 40 1
29 36 2
6 48 4
24 4 4
21 1 2
44 49 3
1 30 2
38 17 3
32 37 4
33 49 1
35 33 4
27 11 1
28 19 2
1 14 4
40 49 1
26 9 1
35 17 1
44 32 4
39 35 1
37 8 2
12 20 4
34 46 4
41 9 1
22 35 3
6 16 3
37 29 4
49 38 1
10 49 2
35 21 3
42 44 3
2 20 1
11 37 4
41 46 4
46 8 2
42 0 1
24 35 3
14 45 4
30 20 4
34 9 3
44 8 1
2 45 1
44 47 4
44 36 1
39 22 3
8 11 1
0 13 4
46 29 1
23 15 4
35 11 1
30 21 2
9 30 2
18 5 3
42 7 4
30 42 4
47 22 4
32 15 4
41 16 2
35 15 3
25 30 2
39 46 2
42 40 4
22 10 1
14 44 3
10 25 2
42 16 4
6 8 1
36 28 3
8 24 3
37 46 3
29 10 2
9 42 1
11 39 1
21 25 3
45 48 4
9 43 2
13 31 3
5 10 4
45 6 4
33 10 3
12 43 3
4 43 4
10 45 2
40 47 3
0 1 4
7 29 3
14 42 3
16 33 1
26 24 3
16 11 4
44 16 2
43 47 3
39 41 4
39 12 2
43 27 4
14 35 2
39 33 3
3 34 3
11 1 4
13 19 4
28 23 4
19 27 4
40 35 4
19 23 4
18 20 2
27 20 3
13 45 2
27 47 4
3 10 2
5 45 1
12 49 2
49 2 1
13 33 3
17 29 3
26 33 4
7 33 2
36 20 4
6 32 4
7 4 1
7 49 1
44 17 3
4 48 1
6 4 2
1 8 3
28 11 2
47 9 4
33 20 2
41 48 4
42 37 4
6 39 4
24 32 3
32 36 2
20 40 1
19 37 1
22 5 3
33 47 1
23 6 3
36 0 3
14 46 3
8 45 3
38 13 2
26 14 1
37 38 1
36 8 1
35 4 1
14 18 4
26 12 1
1 10 3
46 27 3
45 17 2
30 45 3
14 38 4
25 26 2
29 48 2
6 43 2
9 28 3
5 37 1
21 44 2
47 29 1
24 18 1
27 44 4
25 2 3
45 37 1
32 10 2
31 19 3
17 19 4
21 10 1
21 14 1
19 16 4
2 14 4
9 37 4
23 43 4
9 35 1
8 29 1
47 24 4
27 9 3
6 37 2
28 48 2
30 8 3
24 3 2
2 8 4
19 3 3
16 43 4
47 1 1
25 16 3
15 29 2
24 7 2
23 1 3
42 39 1
14 16 3
16 36 4
5 2 2
28 49 3
20 16 1
40 15 1
18 30 4
42 17 4
25 43 4
12 15 2
14 8 1
10 2 3
12 18 2
36 39 4
18 47 4
38 6 4
38 20 1
43 21 3
16 9 1
1 15 4
43 1 2
49 8 2
0 49 3
4 19 2
1 18 1
11 41 3
27 40 2
7 37 2
2 4 3
20 24 3
12 48 2
23 21 3
16 3 1
49 6 2
2 12 4
27 22 1
27 30 2
12 38 2
41 2 3
36 13 2
7 14 4
49 25 2
30 31 2
45 34 3
39 20 3
18 22 4
14 13 2
45 40 3
19 36 4
1 39 2
7 44 2
46 26 3
16 10 2
3 40 2
34 7 2
24 13 3
24 48 4
44 30 1
34 0 2
48 44 4
48 11 1
26 34 3
40 36 2
8 17 4
34 29 2
35 41 3
20 19 3
6 42 4
21 47 4
37 21 2
18 34 4
7 15 4
37 2 3
13 1 2
36 30 1
37 35 1
14 29 3
10 44 1
29 41 4
9 20 3
5 39 3
27 36 4
3 30 4
15 43 2
19 38 1
44 22 2
47 31 4
47 42 3
39 28 1
41 19 3
46 31 3
38 7 3
6 3 1
11 30 4
23 12 1
47 45 4
3 36 3
32 31 1
41 30 3
32 21 4
22 43 3
40 33 4
36 43 2
26 47 3
42 13 3
31 5 1
29 49 3
25 23 3
20 26 1
0 9 4
42 11 2
43 33 3
11 7 1
34 17 3
25 28 2
41 0 4
48 42 2
40 16 1
35 13 2
46 2 2
10 36 1
42 1 1
42 36 2
28 29 4
24 45 2
30 23 4
4 40 3
23 0 2
16 8 4
49 23 4
20 25 1
31 25 4
