188 20
0 13 3
13 18 1
0 10 8
0 4 7
13 12 2
10 7 9
7 16 5
13 11 7
7 14 9
14 9 3
9 2 8
9 1 3
13 19 4
18 8 4
8 17 2
7 15 2
4 5 8
10 3 6
18 6 9
10 1 4
5 15 1
2 7 4
5 13 2
7 17 3
11 1 2
16 13 4
14 16 3
8 10 2
13 10 1
11 5 4
10 11 2
3 6 4
5 12 2
16 19 1
3 14 4
6 11 4
13 8 4
18 10 1
15 8 3
1 19 4
3 19 1
17 6 4
10 15 3
15 18 2
18 5 3
8 14 3
17 0 3
2 1 3
3 9 2
16 5 2
4 6 4
8 6 2
17 19 4
7 0 1
6 7 3
19 5 4
3 17 1
13 17 2
13 7 3
16 11 4
3 15 1
9 17 4
1 16 3
9 7 1
3 2 3
11 7 3
1 0 3
7 1 4
12 7 3
9 18 3
4 9 4
10 9 1
18 3 3
16 2 3
5 3 2
9 6 1
0 15 2
0 5 3
9 19 3
17 18 2
7 19 4
6 19 3
11 18 1
14 6 4
13 4 2
4 16 3
9 8 4
3 16 4
13 2 2
15 19 4
11 19 2
10 6 1
6 0 2
14 5 2
1 4 1
9 16 4
11 0 2
10 4 3
15 6 4
6 12 2
8 4 3
3 4 3
19 14 3
11 12 4
14 15 4
13 1 3
18 14 2
10 16 3
8 7 1
17 4 3
1 8 4
17 16 4
7 18 2
12 4 2
10 14 2
2 12 1
16 0 2
12 0 4
17 15 2
15 12 3
8 19 3
3 12 1
11 17 2
3 8 1
18 0 3
2 14 1
5 9 1
14 4 3
5 6 1
2 10 1
14 11 1
1 3 1
1 14 3
19 12 3
9 13 1
10 17 1
19 2 4
9 15 1
2 4 4
10 5 4
18 19 1
0 19 1
10 12 1
15 4 2
11 8 1
2 8 4
4 7 2
11 4 2
2 18 2
15 1 4
12 1 4
18 4 2
11 15 3
14 0 2
0 3 3
16 8 1
17 14 4
9 0 4
12 16 2
13 15 2
5 1 4
2 6 1
14 13 2
8 0 4
5 2 2
5 17 3
15 16 2
12 17 3
19 10 4
18 1 4
5 7 4
12 9 2
8 5 4
2 0 4
17 2 3
1 6 2
1 17 4
9 11 2
3 13 3
3 11 2
15 2 2
2 11 3
18 12 2
13 6 1
6 16 1
3 7 1
14 12 2
16 18 3
