188 20
0 19 3
19 8 6
0 18 2
18 3 9
18 10 7
18 7 5
18 13 3
18 9 6
9 2 5
3 16 4
8 11 6
10 12 6
7 6 1
18 1 5
3 17 1
12 5 1
0 14 7
6 15 7
2 4 5
13 7 3
6 17 1
4 6 4
10 13 2
9 13 2
15 16 1
10 11 1
3 11 3
19 13 3
0 5 1
19 11 1
18 5 1
5 2 3
7 3 4
16 11 3
19 12 3
11 15 1
18 14 2
1 2 3
1 6 1
15 4 4
14 2 3
4 13 3
9 19 2
0 1 1
15 14 4
17 10 2
11 14 4
9 3 3
10 19 3
17 0 4
18 12 2
11 0 4
7 14 3
9 4 2
18 17 1
19 18 3
0 15 4
17 15 2
15 7 1
2 12 3
4 19 4
4 11 3
16 7 1
4 10 3
13 12 2
18 6 1
16 12 4
3 13 1
14 3 3
6 8 4
13 8 2
3 5 2
9 1 3
16 4 4
15 9 1
18 16 2
13 1 4
0 6 2
8 15 4
5 7 4
13 15 2
5 19 1
9 0 3
2 15 1
3 1 3
8 0 1
8 7 3
9 8 4
14 12 2
16 9 3
7 2 1
14 13 3
9 11 2
17 7 3
11 18 2
19 15 3
1 17 4
9 6 1
15 5 3
10 8 3
3 2 2
10 0 2
7 1 4
11 7 1
17 2 4
17 19 4
7 4 2
16 17 4
9 10 2
2 18 3
0 3 3
10 5 4
9 5 2
12 1 2
13 5 2
4 0 3
14 19 1
12 11 4
9 12 2
3 19 1
6 14 2
7 0 3
11 5 1
2 10 2
1 14 4
1 16 1
1 5 4
8 17 2
12 8 3
4 5 3
1 4 3
12 0 2
9 17 3
5 8 1
6 12 4
17 13 3
10 14 4
3 4 3
15 18 1
12 3 3
6 13 1
10 6 4
1 8 1
6 5 1
14 9 2
11 13 3
11 6 4
3 6 1
8 4 2
8 16 1
10 16 3
0 16 3
1 10 3
10 7 4
14 17 2
12 17 4
15 12 4
6 19 4
13 16 2
10 15 1
15 1 2
7 19 1
0 2 1
14 5 4
1 11 4
16 5 4
7 9 3
17 11 1
7 12 3
18 4 4
17 4 2
3 10 1
3 15 1
2 19 3
4 12 4
1 19 4
2 13 3
8 3 2
14 4 2
2 8 2
8 14 4
2 16 3
2 6 3
16 14 4
17 5 3
8 18 1
16 6 3
11 2 3
