188 20
0 10 8
10 4 8
10 12 6
4 3 9
12 9 5
10 17 4
12 18 4
17 8 2
12 1 3
0 5 1
4 2 7
18 7 8
9 15 7
9 6 4
5 13 5
5 19 8
7 16 3
0 14 3
12 11 9
2 11 1
18 6 3
0 3 2
17 13 1
0 18 2
14 12 1
12 3 3
15 1 1
10 13 2
5 6 3
19 3 2
0 12 1
6 3 1
2 8 1
18 9 4
0 4 1
14 17 1
16 11 2
8 0 4
14 7 4
13 11 3
18 15 3
0 1 4
14 19 2
9 11 4
8 10 1
17 3 4
6 10 4
3 18 2
12 13 3
8 1 1
16 15 1
19 13 1
11 6 4
9 1 4
16 2 4
12 7 2
3 14 3
2 17 2
5 1 3
3 2 3
9 8 4
12 8 2
10 14 4
9 17 3
2 14 4
5 9 3
18 1 3
14 18 4
16 19 1
19 15 4
12 2 2
14 9 1
6 17 1
10 1 2
3 16 4
3 8 4
6 7 1
7 1 4
2 9 3
7 13 4
16 0 1
17 15 4
13 4 1
9 3 1
14 8 3
5 16 1
17 0 2
5 3 2
15 5 1
5 11 1
5 17 4
17 19 4
14 13 1
15 0 1
19 0 3
7 19 4
15 2 3
4 18 3
14 4 3
5 8 2
13 3 3
2 0 3
10 11 3
9 10 4
6 0 3
17 12 3
7 0 3
13 6 2
19 18 4
15 14 1
8 7 2
10 7 1
3 7 1
11 17 2
7 5 2
18 10 3
0 13 2
5 18 2
6 19 2
8 13 1
11 15 2
1 14 3
12 4 3
9 19 4
4 1 2
3 1 3
14 16 2
4 6 4
9 7 4
12 6 4
1 2 3
1 13 3
9 16 2
9 4 1
6 15 4
18 17 1
2 13 4
11 18 4
10 2 4
17 1 1
2 18 1
5 14 2
1 6 1
4 17 3
12 19 4
2 6 3
4 15 4
19 8 3
1 16 4
4 8 3
7 17 2
18 16 3
10 16 3
11 8 2
11 4 4
12 15 2
1 19 4
7 4 2
10 3 4
0 9 4
8 6 2
16 17 1
2 19 1
7 15 2
16 6 3
14 6 3
5 12 2
12 16 2
0 11 1
7 2 2
4 5 1
11 14 3
16 8 3
18 8 4
5 10 3
11 7 2
15 13 3
15 10 3
19 4 4
16 13 3
18 13 1
1 11 1
15 3 2
13 9 2
19 10 3
11 19 3
5 2 1
3 11 4
