2475 100
0 36 4
36 32 3
0 11 5
36 78 7
32 87 1
11 48 7
0 28 3
78 20 8
20 1 2
28 43 1
87 56 9
48 16 7
43 66 2
20 2 1
16 24 1
66 71 8
78 53 5
56 22 8
87 91 2
16 73 3
43 50 3
56 57 2
24 31 7
43 42 9
31 72 4
2 86 2
73 25 1
50 60 7
1 7 9
36 15 7
50 21 7
60 92 9
7 83 8
83 45 3
28 69 6
15 54 4
69 34 4
21 17 1
28 97 7
91 68 7
60 8 9
22 3 1
66 12 9
60 62 3
28 75 6
71 47 2
43 39 6
20 46 9
17 74 6
15 19 6
21 89 3
89 52 6
46 4 8
11 55 5
19 40 5
91 80 5
46 59 8
87 58 1
22 18 8
57 14 7
80 38 5
15 23 5
92 9 7
92 90 5
2 26 1
50 44 2
54 82 8
34 81 1
36 30 5
66 27 9
52 77 6
54 95 3
26 96 9
68 67 2
19 5 8
20 41 2
82 63 1
66 37 4
31 61 4
22 64 3
58 98 1
28 94 6
40 88 5
38 13 5
60 35 6
1 65 5
5 70 8
7 33 1
33 85 5
13 99 6
74 29 3
26 79 2
97 10 3
35 76 3
50 51 9
42 93 3
25 49 2
10 6 2
50 84 3
72 19 1
0 96 1
18 17 1
80 78 1
75 22 3
42 57 3
72 32 2
87 99 4
45 61 1
7 27 2
73 88 3
65 76 1
1 48 4
70 12 1
23 60 4
13 46 4
71 37 3
21 74 3
62 36 2
9 60 2
14 90 3
78 52 4
25 84 1
57 53 2
56 34 2
63 55 2
58 28 1
68 34 4
48 73 3
92 41 2
25 28 2
56 32 2
26 14 2
44 99 3
77 10 3
97 18 3
85 23 3
69 25 1
90 39 2
41 46 1
57 68 1
67 49 4
63 18 1
81 41 4
74 90 3
55 83 2
26 91 4
58 73 4
0 22 3
75 39 3
51 69 3
71 65 3
92 88 2
44 17 2
1 35 4
59 65 2
24 42 2
83 76 4
15 40 4
25 46 1
93 77 3
45 24 4
77 1 3
4 50 4
14 13 2
85 93 1
65 24 4
34 25 2
52 58 1
29 2 1
53 24 1
18 92 4
99 17 3
52 21 2
22 32 2
62 79 1
80 40 1
5 0 4
78 45 2
24 92 1
82 38 4
37 77 3
83 99 2
96 6 3
17 86 1
65 79 2
11 4 2
66 72 1
67 37 4
82 99 1
62 57 2
68 85 3
43 47 4
99 93 3
58 47 4
4 8 4
80 95 3
91 81 4
82 56 1
96 53 1
24 89 3
88 63 1
21 75 1
81 21 4
62 76 2
22 99 2
0 23 3
56 11 4
2 89 2
11 71 1
67 15 3
46 14 1
41 64 2
36 70 1
28 19 1
78 95 2
35 96 3
70 87 3
76 43 1
6 89 1
27 85 2
60 76 3
10 39 3
99 86 3
36 85 1
59 0 4
63 16 3
67 98 3
62 56 2
31 78 4
78 58 4
49 78 1
50 14 4
82 6 2
82 55 2
49 17 2
13 90 2
90 10 3
61 53 1
61 18 1
57 21 3
77 70 2
84 16 2
34 9 1
25 96 2
9 99 3
51 7 2
45 57 2
94 61 3
45 97 3
86 8 3
74 0 4
4 35 1
22 78 2
4 94 2
85 69 4
74 38 2
52 40 4
81 93 2
13 86 2
8 93 4
99 64 1
39 80 4
22 36 3
85 42 4
6 0 3
85 63 1
8 92 3
40 68 4
95 62 1
61 38 2
3 31 3
62 96 1
19 56 3
74 42 3
92 30 3
62 71 4
92 29 4
16 45 3
77 99 2
65 81 4
7 47 2
40 8 2
10 48 2
3 82 4
0 17 3
4 57 3
82 68 3
0 26 2
47 16 4
1 98 1
90 29 2
54 6 3
77 48 3
59 83 4
81 30 3
33 51 1
13 66 2
7 77 3
42 32 2
98 2 4
59 98 1
83 87 1
78 57 1
67 61 2
97 74 3
0 64 2
46 35 4
15 62 1
20 58 2
69 87 3
66 82 1
94 95 1
81 96 3
12 24 3
7 63 3
70 18 2
4 79 3
52 79 4
85 6 3
18 31 3
68 17 3
3 59 3
81 60 1
30 68 4
84 80 4
74 14 4
52 56 4
33 29 2
18 94 1
38 33 3
13 45 4
62 48 1
65 38 1
45 35 2
10 57 1
12 13 3
22 63 2
19 68 3
45 37 3
87 22 4
22 30 1
83 21 1
41 63 1
21 41 2
64 2 2
29 70 3
56 97 3
7 49 3
12 96 3
39 21 2
75 15 3
14 87 4
86 7 3
99 2 1
63 71 4
95 86 1
23 3 3
42 90 3
23 90 1
7 22 2
39 92 3
30 29 3
70 62 1
61 33 2
29 50 3
19 23 2
42 46 4
50 87 1
89 54 1
5 53 3
68 7 1
50 53 2
34 51 1
34 84 4
22 8 2
62 14 1
64 39 1
98 4 3
56 40 4
37 32 4
97 78 2
57 27 1
70 99 4
68 53 4
77 91 2
92 25 1
66 54 2
23 9 2
82 8 2
58 99 4
94 71 3
43 29 1
83 88 1
67 89 1
67 21 1
88 33 4
85 46 3
97 17 4
42 71 3
87 37 2
38 0 2
50 5 4
28 63 3
11 80 2
49 53 3
45 77 2
68 79 4
63 59 4
66 16 2
5 13 2
81 76 4
59 39 3
38 10 3
41 94 1
67 46 3
64 28 4
56 5 1
80 74 3
51 9 2
86 47 3
99 37 3
22 68 3
21 65 3
46 58 1
86 91 4
97 48 2
38 31 2
34 86 4
49 73 4
31 14 1
26 85 1
11 67 2
98 93 1
26 94 1
43 9 4
40 25 2
97 86 4
17 9 3
0 54 3
17 66 1
83 69 1
81 45 1
28 39 4
1 89 1
17 95 2
80 23 2
5 21 2
52 15 2
45 69 3
36 52 1
34 15 4
43 23 3
52 37 1
82 29 4
45 51 1
73 57 1
37 56 1
56 8 2
68 15 3
94 49 4
86 72 1
52 39 4
79 19 1
34 52 1
59 58 1
28 6 3
27 58 4
37 68 2
89 15 1
2 25 3
27 4 2
37 28 4
51 63 2
35 44 3
12 88 4
39 31 2
99 43 2
4 30 3
65 96 4
14 21 3
62 52 4
35 8 2
48 60 4
65 28 3
29 9 1
81 43 4
18 13 1
2 49 2
51 92 2
6 53 1
89 51 4
80 49 2
59 93 4
2 63 4
38 78 4
30 57 4
86 25 1
12 59 4
49 95 2
92 85 1
67 75 2
53 59 1
83 77 4
81 79 1
14 42 4
56 69 2
97 36 2
77 26 4
65 8 4
35 57 1
32 5 2
41 53 3
20 40 4
56 20 4
63 87 4
65 85 2
81 75 3
29 55 2
84 23 4
66 50 4
64 17 2
85 17 2
69 80 2
32 60 1
36 48 4
24 4 2
50 2 3
84 56 4
75 11 3
89 83 1
33 28 1
30 17 3
16 50 4
88 31 3
95 18 2
33 40 3
53 99 4
80 58 3
62 11 3
66 92 2
48 76 4
1 4 4
74 40 3
