4900 100
0 35 7
35 14 7
14 66 8
0 98 8
14 39 5
39 55 3
39 27 1
14 15 9
98 73 5
55 52 6
27 95 8
15 50 7
52 4 1
73 76 3
35 37 3
66 6 1
39 38 4
35 21 7
98 86 2
66 28 3
95 25 2
0 90 6
4 87 9
95 19 4
0 45 8
4 64 7
21 91 2
4 49 8
66 89 7
19 23 6
95 41 9
64 46 5
45 72 4
6 48 4
64 82 7
15 77 6
49 11 1
23 65 4
37 80 3
0 85 9
50 24 4
41 1 8
46 30 9
14 88 2
6 2 7
88 75 5
21 44 8
87 59 8
87 13 6
24 94 7
27 32 1
19 78 1
72 26 4
11 17 8
95 63 5
55 58 2
66 84 9
58 18 3
59 96 3
52 42 2
27 31 1
39 51 1
96 7 5
38 81 3
19 74 5
14 62 6
41 93 9
17 61 7
98 43 2
4 9 3
73 67 4
96 33 6
87 36 4
45 40 1
33 20 4
23 56 6
18 60 1
42 12 3
17 68 9
37 71 7
68 47 5
89 83 7
2 54 5
45 8 2
51 22 9
87 34 2
63 79 3
65 3 9
32 97 8
35 69 7
55 16 1
66 10 5
48 92 9
11 70 1
26 57 3
82 5 2
49 29 4
82 99 9
94 53 9
37 42 2
99 4 2
66 60 3
5 51 4
13 71 4
7 41 3
34 8 1
29 28 4
22 96 3
86 37 2
33 24 4
50 78 2
77 52 1
14 61 2
6 52 2
82 8 1
17 25 2
51 44 3
73 90 1
96 92 4
24 73 4
26 61 2
2 22 4
79 69 2
16 28 4
6 73 1
92 54 3
23 34 4
5 67 1
91 60 1
5 68 3
81 70 1
73 77 4
56 42 1
61 34 2
69 59 3
94 83 4
17 35 3
69 95 3
69 3 3
16 90 3
74 11 4
83 52 3
30 99 2
39 21 4
48 55 1
10 4 3
52 94 3
56 10 4
67 99 4
94 36 2
95 76 3
85 11 3
52 33 2
60 8 1
42 60 1
87 28 4
27 58 1
12 70 4
18 57 1
13 7 1
33 51 4
70 3 1
35 91 3
28 11 3
98 76 4
4 62 3
83 91 4
55 4 4
75 28 3
48 29 1
80 91 1
78 12 2
47 88 3
18 32 1
83 97 3
27 33 3
73 31 3
63 86 1
3 13 4
67 77 3
63 90 1
71 74 1
15 79 3
7 55 4
60 89 3
24 37 3
40 86 4
98 10 2
22 95 1
67 60 2
24 91 3
60 55 2
62 88 1
31 57 3
85 19 4
14 77 3
96 31 4
22 76 3
64 44 2
26 45 1
65 81 1
72 64 2
44 96 2
22 92 3
85 99 3
86 28 4
11 95 4
22 29 4
14 11 3
91 78 3
6 59 1
12 28 4
19 66 3
32 38 1
82 85 1
34 17 2
6 33 2
89 81 4
40 93 1
0 48 3
88 83 1
3 96 1
40 68 2
5 55 4
1 65 2
22 97 1
20 12 4
3 57 1
3 94 3
3 63 3
46 34 2
74 7 2
35 95 3
9 39 1
2 62 4
52 69 3
91 98 1
12 63 2
23 48 1
50 38 3
45 22 4
8 22 1
16 74 1
6 56 1
3 28 4
67 19 3
94 17 2
45 29 4
1 82 2
93 3 1
82 71 1
87 25 4
20 73 3
12 58 2
66 52 3
75 77 3
64 6 1
38 10 1
3 56 3
