4900 100
0 57 9
57 73 1
0 53 2
53 66 8
0 24 3
24 77 1
57 71 9
0 44 2
77 28 5
77 69 9
73 23 8
77 19 4
44 92 2
19 55 3
55 5 2
5 85 3
53 39 5
0 65 8
73 51 5
19 47 4
51 2 9
85 97 9
65 61 5
19 20 4
73 27 8
27 4 4
28 18 4
18 96 9
57 8 6
39 11 8
69 82 3
11 16 2
18 50 3
55 93 6
50 75 9
55 37 3
4 31 2
11 56 7
37 6 8
20 26 3
44 21 4
61 45 5
85 22 4
53 81 5
20 94 3
51 29 2
82 68 4
44 35 2
65 33 9
8 89 9
65 10 8
20 13 5
96 67 8
97 64 8
94 72 8
22 40 4
57 95 9
82 43 1
66 84 2
31 36 5
0 3 2
47 42 9
6 88 6
50 62 8
85 41 1
62 60 4
47 70 4
44 78 4
92 25 4
3 76 3
44 91 8
70 80 9
10 99 1
92 49 6
27 59 5
77 83 6
76 98 7
94 90 4
18 30 9
57 14 2
24 7 3
44 17 8
57 15 7
14 54 4
21 12 6
28 32 2
69 63 3
44 52 1
94 46 1
11 87 1
77 74 6
40 86 1
12 9 7
60 79 2
20 58 4
87 48 9
20 34 2
61 38 2
74 1 3
79 13 4
71 29 1
75 48 3
24 29 2
40 29 1
48 21 2
74 73 4
92 9 3
9 71 3
24 87 4
43 20 3
89 58 2
57 10 2
0 33 3
37 57 4
13 59 2
17 97 2
28 82 2
29 6 4
70 56 1
88 20 2
62 58 3
79 67 2
44 51 3
73 5 3
29 1 2
16 62 3
60 13 1
94 80 1
43 1 4
9 38 2
45 71 4
97 20 3
78 12 3
91 23 3
7 67 1
67 21 2
76 88 1
29 25 2
90 93 4
23 99 4
50 70 4
92 75 3
59 28 3
86 94 1
2 73 1
84 43 1
70 96 2
81 14 3
37 35 4
87 60 2
28 17 3
76 37 2
52 69 1
43 88 2
14 0 4
90 77 1
14 51 2
51 87 1
69 14 4
20 18 1
72 58 2
13 16 1
54 18 1
85 27 3
80 75 4
91 97 4
75 96 1
48 54 3
98 47 4
66 58 3
65 98 3
